ax_00_scatter_data_scatter_x,ax_00_scatter_data_scatter_y,ax_00_plot_0_plot_x,ax_00_plot_0_plot_y,ax_00_text_0_x,ax_00_text_0_y,ax_00_text_0_content
0.4967141530112327,0.2857429349972582,-2.6197451040897444,-5.048127671124048,0.7342723623592673,1.4196637529018215,$R^2$ = 0.932***
-0.13826430117118466,-0.48685126372504883,-2.574573151679657,-4.961019369116966,,,
0.6476885381006925,1.1240198179380003,-2.529401199269569,-4.873911067109883,,,
1.5230298564080254,2.6449210782052415,-2.4842292468594813,-4.7868027651028004,,,
-0.23415337472333597,-0.5489496052796765,-2.439057294449394,-4.699694463095718,,,
-0.23413695694918055,-0.2662484854910919,-2.393885342039306,-4.612586161088635,,,
1.5792128155073915,4.101518581620048,-2.3487133896292183,-4.525477859081553,,,
0.7674347291529088,1.622158364721737,-2.3035414372191303,-4.43836955707447,,,
-0.4694743859349521,-0.8101735765085221,-2.2583694848090428,-4.351261255067388,,,
0.5425600435859647,1.0478971292888457,-2.2131975323989552,-4.264152953060306,,,
-0.46341769281246226,-1.8862209932744451,-2.1680255799888672,-4.177044651053223,,,
-0.46572975357025687,-0.9447164448651222,-2.1228536275787797,-4.089936349046141,,,
0.24196227156603412,0.5140396481025814,-2.077681675168692,-4.002828047039059,,,
-1.913280244657798,-2.5949394330729527,-2.032509722758604,-3.915719745031976,,,
-1.7249178325130328,-3.5460161474166267,-1.9873377703485167,-3.8286114430248936,,,
-0.5622875292409727,-0.9738013873151392,-1.942165817938429,-3.7415031410178115,,,
-1.0128311203344238,-2.043018125521469,-1.8969938655283411,-3.654394839010729,,,
0.3142473325952739,0.04415564638078173,-1.8518219131182536,-3.5672865370036466,,,
-0.9080240755212109,-1.2446367437849115,-1.8066499607081659,-3.480178234996564,,,
-1.4123037013352915,-2.448640886327196,-1.761478008298078,-3.393069932989482,,,
1.465648768921554,3.3268135113646315,-1.7163060558879906,-3.3059616309823996,,,
-0.22577630048653566,-0.9062463283704407,-1.6711341034779028,-3.218853328975317,,,
0.06752820468792384,0.8364535648438973,-1.625962151067815,-3.1317450269682343,,,
-1.4247481862134568,-3.550421903823054,-1.5807901986577273,-3.044636724961152,,,
-0.5443827245251827,-0.7953369021502301,-1.5356182462476398,-2.95752842295407,,,
0.11092258970986608,1.3170729923247215,-1.490446293837552,-2.8704201209469873,,,
-1.1509935774223028,-2.7972553174099497,-1.4452743414274642,-2.7833118189399046,,,
0.37569801834567196,0.46824717188995796,-1.4001023890173767,-2.696203516932823,,,
-0.600638689918805,-1.1514516972937894,-1.354930436607289,-2.6090952149257403,,,
-0.2916937497932768,-0.8351253266446532,-1.3097584841972012,-2.5219869129186576,,,
-0.6017066122293969,-1.9787449399918602,-1.2645865317871134,-2.434878610911575,,,
1.8522781845089378,3.738837856420889,-1.219414579377026,-2.3477703089044932,,,
-0.013497224737933921,-0.5581463063389203,-1.1742426269669382,-2.2606620068974106,,,
-1.0577109289559004,-1.8786256425942098,-1.1290706745568504,-2.173553704890328,,,
0.822544912103189,1.1853777070894764,-1.0838987221467629,-2.0864454028832458,,,
-1.2208436499710222,-1.6667200974332748,-1.038726769736675,-1.9993371008761638,,,
0.2088635950047554,0.026100543841392265,-0.9935548173265873,-1.9122287988690811,,,
-1.9596701238797756,-4.080371005862389,-0.9483828649164996,-1.8251204968619985,,,
-1.3281860488984305,-2.249613489112026,-0.9032109125064121,-1.7380121948549165,,,
0.19686123586912352,-0.22170968647873057,-0.8580389600963243,-1.650903892847834,,,
0.7384665799954104,1.5906631272928855,-0.8128670076862365,-1.5637955908407515,,,
0.1713682811899705,0.996307939521155,-0.767695055276149,-1.4766872888336693,,,
-0.11564828238824053,-1.0350381820570949,-0.7225231028660613,-1.3895789868265869,,,
-0.3011036955892888,-0.5098904619124255,-0.6773511504559735,-1.3024706848195042,,,
-1.4785219903674274,-2.827102583610643,-0.6321791980458857,-1.2153623828124218,,,
-0.7198442083947086,-1.048776980900762,-0.5870072456357982,-1.1282540808053396,,,
-0.4606387709597875,-1.5397528973586159,-0.5418352932257102,-1.0411457787982568,,,
1.0571222262189157,1.4540161458956933,-0.4966633408156227,-0.9540374767911745,,,
0.3436182895684614,0.9482073619453717,-0.45149138840553515,-0.8669291747840924,,,
-1.763040155362734,-3.377587974108875,-0.4063194359954472,-0.7798208727770094,,,
0.324083969394795,0.7734143639625283,-0.36114748358535964,-0.6927125707699273,,,
-0.38508228041631654,-0.5969404560841453,-0.3159755311752721,-0.6056042687628452,,,
-0.6769220003059587,-1.6938563614011628,-0.2708035787651841,-0.5184959667557623,,,
0.6116762888408679,1.3394794262622376,-0.2256316263550966,-0.43138766474868023,,,
1.030999522495951,2.2085352816412427,-0.18045967394500906,-0.34427936274159815,,,
0.9312801191161986,1.5053845292192132,-0.13528772153492108,-0.2571710607345152,,,
-0.8392175232226385,-0.7455477908728988,-0.09011576912483354,-0.1700627587274331,,,
-0.3092123758512146,-0.3815082912465354,-0.04494381671474601,-0.08295445672035098,,,
0.33126343140356396,0.06687511420580361,0.00022813569534196887,0.004153845286731972,,,
0.9755451271223592,2.2793670585616335,0.045400088105429504,0.09126214729381407,,,
-0.47917423784528995,-1.4456893108042406,0.09057204051551748,0.17837044930089702,,,
-0.18565897666381712,0.022224348543591788,0.13574399292560502,0.2654787513079791,,,
-1.1063349740060282,-1.6333721585083545,0.18091594533569255,0.3525870533150612,,,
-1.1962066240806708,-2.802754407337197,0.22608789774578053,0.43969535532214415,,,
0.812525822394198,2.106739709410557,0.27125985015586807,0.5268036573292263,,,
1.356240028570823,2.918870520609895,0.3164318025659556,0.6139119593363084,,,
-0.07201012158033385,0.2670098368365773,0.3616037549760436,0.7010202613433913,,,
1.0035328978920242,2.955462287111022,0.4067757073861311,0.7881285633504734,,,
0.36163602504763415,0.600577992093833,0.45194765979621865,0.8752368653575555,,,
-0.6451197546051243,-1.6671075913889934,0.4971196122063066,0.9623451673646385,,,
0.36139560550841393,0.2780339962040662,0.5422915646163942,1.0494534693717206,,,
1.5380365664659692,2.668167990449219,0.5874635170264821,1.1365617713788034,,,
-0.03582603910995154,-0.11020293292695518,0.6326354694365697,1.2236700733858856,,,
1.5646436558140062,3.2998632990363346,0.6778074218466572,1.3107783753929676,,,
-2.6197451040897444,-5.101144808514479,0.7229793742567452,1.3978866774000507,,,
0.8219025043752238,2.0573966332684597,0.7681513266668327,1.4849949794071327,,,
0.08704706823817122,0.18059508241529595,0.8133232790769203,1.5721032814142148,,,
-0.29900735046586746,0.1287523376469235,0.8584952314870082,1.6592115834212977,,,
0.0917607765355023,0.051193136452026555,0.9036671838970958,1.74631988542838,,,
-1.9875689146008928,-2.615053245906976,0.9488391363071833,1.8334281874354619,,,
-0.21967188783751193,-0.12651010179252076,0.9940110887172713,1.920536489442545,,,
0.3571125715117464,0.28564636481535155,1.0391830411273588,2.007644791449627,,,
1.477894044741516,2.420341840452476,1.0843549935374464,2.0947530934567093,,,
-0.5182702182736474,-0.7953042289257022,1.1295269459475343,2.1818613954637924,,,
-0.8084936028931876,-1.7287185984493008,1.1746988983576219,2.268969697470874,,,
-0.5017570435845365,-0.646513840123027,1.2198708507677098,2.3560779994779573,,,
0.9154021177020741,2.067423047690921,1.2650428031777974,2.4431863014850395,,,
0.32875110965968446,0.6210877629909325,1.310214755587885,2.5302946034921217,,,
-0.5297602037670388,-1.4829172665682802,1.355386707997973,2.6174029054992043,,,
0.5132674331133561,0.2691112538837799,1.4005586604080604,2.7045112075062865,,,
0.09707754934804039,-0.029102377337429763,1.445730612818148,2.7916195095133687,,,
0.9686449905328892,2.3654893782275144,1.4909025652282355,2.878727811520451,,,
-0.7020530938773524,-1.2970593156896029,1.536074517638324,2.9658361135275344,,,
-0.3276621465977682,-1.2781936825515303,1.5812464700484115,3.0529444155346166,,,
-0.39210815313215763,-0.6976258433387242,1.626418422458499,3.140052717541699,,,
-1.4635149481321186,-2.734371206399819,1.6715903748685865,3.227161019548781,,,
0.29612027706457605,0.1503118360285856,1.716762327278674,3.3142693215558627,,,
0.26105527217988933,0.5989730973325427,1.7619342796887616,3.401377623562945,,,
0.00511345664246089,0.039331272507921726,1.80710623209885,3.488485925570029,,,
-0.23458713337514692,-1.0406594156656053,1.8522781845089378,3.5755942275771115,,,
