ax_00_violinplot_violinplot_group,ax_00_violinplot_violinplot_value
0,0.4967141530112327
0,-0.13826430117118466
0,0.6476885381006925
0,1.5230298564080254
0,-0.23415337472333597
0,-0.23413695694918055
0,1.5792128155073915
0,0.7674347291529088
0,-0.4694743859349521
0,0.5425600435859647
0,-0.46341769281246226
0,-0.46572975357025687
0,0.24196227156603412
0,-1.913280244657798
0,-1.7249178325130328
0,-0.5622875292409727
0,-1.0128311203344238
0,0.3142473325952739
0,-0.9080240755212109
0,-1.4123037013352915
0,1.465648768921554
0,-0.22577630048653566
0,0.06752820468792384
0,-1.4247481862134568
0,-0.5443827245251827
0,0.11092258970986608
0,-1.1509935774223028
0,0.37569801834567196
0,-0.600638689918805
0,-0.2916937497932768
0,-0.6017066122293969
0,1.8522781845089378
0,-0.013497224737933921
0,-1.0577109289559004
0,0.822544912103189
0,-1.2208436499710222
0,0.2088635950047554
0,-1.9596701238797756
0,-1.3281860488984305
0,0.19686123586912352
0,0.7384665799954104
0,0.1713682811899705
0,-0.11564828238824053
0,-0.3011036955892888
0,-1.4785219903674274
0,-0.7198442083947086
0,-0.4606387709597875
0,1.0571222262189157
0,0.3436182895684614
0,-1.763040155362734
0,0.324083969394795
0,-0.38508228041631654
0,-0.6769220003059587
0,0.6116762888408679
0,1.030999522495951
0,0.9312801191161986
0,-0.8392175232226385
0,-0.3092123758512146
0,0.33126343140356396
0,0.9755451271223592
0,-0.47917423784528995
0,-0.18565897666381712
0,-1.1063349740060282
0,-1.1962066240806708
0,0.812525822394198
0,1.356240028570823
0,-0.07201012158033385
0,1.0035328978920242
0,0.36163602504763415
0,-0.6451197546051243
0,0.36139560550841393
0,1.5380365664659692
0,-0.03582603910995154
0,1.5646436558140062
0,-2.6197451040897444
0,0.8219025043752238
0,0.08704706823817122
0,-0.29900735046586746
0,0.0917607765355023
0,-1.9875689146008928
0,-0.21967188783751193
0,0.3571125715117464
0,1.477894044741516
0,-0.5182702182736474
0,-0.8084936028931876
0,-0.5017570435845365
0,0.9154021177020741
0,0.32875110965968446
0,-0.5297602037670388
0,0.5132674331133561
0,0.09707754934804039
0,0.9686449905328892
0,-0.7020530938773524
0,-0.3276621465977682
0,-0.39210815313215763
0,-1.4635149481321186
0,0.29612027706457605
0,0.26105527217988933
0,0.00511345664246089
0,-0.23458713337514692
1,-0.41537074205041424
1,0.579354677234641
1,0.6572854834732305
1,0.1977227307783811
1,0.8387142883339909
1,1.4040508568145385
1,2.8861859012105304
1,1.174577812831839
1,1.2575503907227643
1,0.9255540842338328
1,-0.9187712152990415
1,0.9734861245507831
1,1.0602302099410263
1,3.463242112485286
1,0.8076390352188775
1,1.3015473423336124
1,0.9652882302947567
1,-0.16867803761953204
1,2.1428228145150205
1,1.7519330326867741
1,1.791031947043047
1,0.09061254520526107
1,2.402794310936099
1,-0.4018510627922809
1,1.5868570938002704
1,3.1904556258099785
1,0.009463674869311656
1,0.4337022703972281
1,1.0996513650876412
1,0.4965243458838008
1,-0.5506634310661327
1,1.0685629748060272
1,-0.06230371372610488
1,1.4735924306351815
1,0.08057576576619685
1,2.5499344050175394
1,0.21674670766376292
1,0.6779384837943244
1,1.8135172173696699
1,-0.23086431643395522
1,1.2274599346041295
1,2.3071427542824283
1,-0.6074832345612275
1,1.1846338585323042
1,1.2598827942484236
1,1.7818228717773104
1,-0.23695071087808195
1,-0.3204566130842763
1,1.5219415656168978
1,1.296984673233186
1,1.2504928503458765
1,1.3464482094969756
1,0.3199752784215092
1,1.2322536971610036
1,1.2930724732986811
1,0.2856485819736322
1,2.865774511144757
1,1.4738329209117875
1,-0.1913034972026486
1,1.6565536086338297
1,0.02531832977267856
1,1.7870846037424521
1,2.158595579007404
1,0.17931768164828954
1,1.9633761292443217
1,1.4127809269364984
1,1.8220601599944901
