ax_00_fill_fill_between_x,ax_00_fill_fill_between_y1,ax_00_fill_fill_between_y2,ax_00_mean_line_plot_x,ax_00_mean_line_plot_y
0.0,0.0,0.5,0.0,0.25
0.06346651825433926,0.0634239196565645,0.5634239196565645,0.06346651825433926,0.31342391965656446
0.12693303650867852,0.12659245357374926,0.6265924535737493,0.12693303650867852,0.37659245357374926
0.1903995547630178,0.18925124436041021,0.6892512443604102,0.1903995547630178,0.4392512443604102
0.25386607301735703,0.2511479871810792,0.7511479871810792,0.25386607301735703,0.5011479871810792
0.3173325912716963,0.3120334456984871,0.8120334456984871,0.3173325912716963,0.5620334456984871
0.3807991095260356,0.3716624556603276,0.8716624556603276,0.3807991095260356,0.6216624556603276
0.4442656277803748,0.42979491208917164,0.9297949120891716,0.4442656277803748,0.6797949120891716
0.5077321460347141,0.4861967361004687,0.9861967361004687,0.5077321460347141,0.7361967361004687
0.5711986642890533,0.5406408174555976,1.0406408174555977,0.5711986642890533,0.7906408174555977
0.6346651825433925,0.5929079290546404,1.0929079290546404,0.6346651825433925,0.8429079290546404
0.6981317007977318,0.6427876096865393,1.1427876096865393,0.6981317007977318,0.8927876096865393
0.7615982190520711,0.690079011482112,1.190079011482112,0.7615982190520711,0.940079011482112
0.8250647373064104,0.7345917086575333,1.2345917086575333,0.8250647373064104,0.9845917086575333
0.8885312555607496,0.7761464642917568,1.2761464642917568,0.8885312555607496,1.0261464642917568
0.9519977738150889,0.8145759520503357,1.3145759520503357,0.9519977738150889,1.0645759520503357
1.0154642920694281,0.8497254299495144,1.3497254299495145,1.0154642920694281,1.0997254299495145
1.0789308103237674,0.8814533634475821,1.381453363447582,1.0789308103237674,1.131453363447582
1.1423973285781066,0.9096319953545183,1.4096319953545184,1.1423973285781066,1.1596319953545184
1.2058638468324459,0.9341478602651067,1.4341478602651065,1.2058638468324459,1.1841478602651065
1.269330365086785,0.9549022414440739,1.4549022414440738,1.269330365086785,1.2049022414440738
1.3327968833411243,0.9718115683235417,1.4718115683235418,1.3327968833411243,1.2218115683235418
