ax_00_histogram_raw_data,ax_00_histogram_bin_centers,ax_00_histogram_bin_counts,ax_00_histogram_bin_widths,ax_00_histogram_bin_edges_left,ax_00_histogram_bin_edges_right,ax_00_kde_plot_x,ax_00_kde_plot_y
0.4967141530112327,-3.1178467225077418,0.00506398373585695,0.24684123512266165,-3.2412673400690726,-2.994426104946411,-3.2412673400690726,0.0027106375690550345
-0.13826430117118466,-2.87100548738508,0.0,0.24684123512266165,-2.994426104946411,-2.7475848698237493,-3.191651011401201,0.003050552668871822
0.6476885381006925,-2.6241642522624185,0.00506398373585696,0.2468412351226612,-2.7475848698237493,-2.500743634701088,-3.142034682733329,0.0034377329552818235
1.5230298564080254,-2.3773230171397572,0.00506398373585695,0.24684123512266165,-2.500743634701088,-2.2539023995784264,-3.0924183540654577,0.0038789378625556314
-0.23415337472333597,-2.1304817820170956,0.0202559349434278,0.24684123512266165,-2.2539023995784264,-2.0070611644557648,-3.042802025397586,0.004381534172754233
-0.23413695694918055,-1.883640546894434,0.035447886150998656,0.24684123512266165,-2.0070611644557648,-1.7602199293331031,-2.9931856967297144,0.004953464078561304
1.5792128155073915,-1.6367993117717723,0.06583178856614041,0.24684123512266143,-1.7602199293331031,-1.5133786942104417,-2.9435693680618424,0.0056031998215223255
0.7674347291529088,-1.3899580766491109,0.09115170724542511,0.24684123512266165,-1.5133786942104417,-1.26653745908778,-2.893953039393971,0.006339685530702274
-0.4694743859349521,-1.1431168415264494,0.14179154460399473,0.24684123512266143,-1.26653745908778,-1.0196962239651186,-2.844336710726099,0.007172267251684213
0.5425600435859647,-0.8962756064037878,0.19749536569842108,0.24684123512266165,-1.0196962239651186,-0.772854988842457,-2.7947203820582276,0.008110612450366242
-0.46341769281246226,-0.6494343712811261,0.21268731690599194,0.24684123512266165,-0.772854988842457,-0.5260137537197953,-2.7451040533903557,0.00916462048261723
-0.46572975357025687,-0.4025931361584645,0.1924313819625641,0.24684123512266165,-0.5260137537197953,-0.27917251859713366,-2.695487724722484,0.010344325628323749
0.24196227156603412,-0.15575190103580283,0.23800723558527664,0.24684123512266165,-0.27917251859713366,-0.032331283474472006,-2.6458713960546127,0.011659794293080627
-1.913280244657798,0.0910893340868586,0.2734551217362758,0.2468412351226612,-0.032331283474472006,0.2145099516481892,-2.596255067386741,0.013121017887397595
-1.7249178325130328,0.33793056920952,0.23800723558527664,0.24684123512266165,0.2145099516481892,0.46135118677085085,-2.5466387387188694,0.014737802714847318
-0.5622875292409727,0.5847718043321817,0.23294325184941972,0.24684123512266165,0.46135118677085085,0.7081924218935125,-2.4970224100509975,0.01651965795790729
-1.0128311203344238,0.8316130394548431,0.18230341449085052,0.2468412351226612,0.7081924218935125,0.9550336570161737,-2.447406081383126,0.018475682570756092
0.3142473325952739,1.0784542745775045,0.12153560966056681,0.24684123512266165,0.9550336570161737,1.2018748921388354,-2.397789752715254,0.020614451604070144
-0.9080240755212109,1.3252955097001662,0.07089577230199731,0.24684123512266165,1.2018748921388354,1.448716127261497,-2.3481734240473826,0.02294390223231332
-1.4123037013352915,1.5721367448228278,0.10634365845299597,0.24684123512266165,1.448716127261497,1.6955573623841587,-2.298557095379511,0.025471219563026993
1.465648768921554,1.8189779799454895,0.05570382109442645,0.24684123512266165,1.6955573623841587,1.9423985975068203,-2.2489407667116392,0.028202722210707187
-0.22577630048653566,2.065819215068151,0.0506398373585695,0.24684123512266165,1.9423985975068203,2.189239832629482,-2.1993244380437673,0.031143747639252574
0.06752820468792384,2.312660450190813,0.07089577230199731,0.24684123512266165,2.189239832629482,2.4360810677521436,-2.149708109375896,0.03429853743210723
-1.4247481862134568,2.5595016853134744,0.05570382109442645,0.24684123512266165,2.4360810677521436,2.6829223028748053,-2.1000917807080244,0.03767012294270991
-0.5443827245251827,2.806342920436136,0.08608772350956816,0.24684123512266165,2.6829223028748053,2.929763537997467,-2.0504754520401525,0.04126021220210746
0.11092258970986608,3.0531841555587977,0.09621569098128205,0.24684123512266165,2.929763537997467,3.1766047731201286,-2.0008591233722806,0.0450690794953267
-1.1509935774223028,3.300025390681459,0.1114076421888533,0.24684123512266076,3.1766047731201286,3.4234460082427893,-1.951242794704409,0.04909545963068726
0.37569801834567196,3.54686662580412,0.1519195120757085,0.24684123512266165,3.4234460082427893,3.670287243365451,-1.9016264660365376,0.05333644957295184
-0.600638689918805,3.793707860926782,0.11647162592470986,0.24684123512266165,3.670287243365451,3.9171284784881126,-1.852010137368666,0.057787420739245365
-0.2916937497932768,4.0405490960494435,0.16711146328327967,0.2468412351226612,3.9171284784881126,4.163969713610774,-1.8023938087007942,0.062441945806996794
-0.6017066122293969,4.287390331172105,0.16204747954742182,0.24684123512266254,4.163969713610774,4.410810948733436,-1.7527774800329226,0.06729174429391524
1.8522781845089378,4.534231566294767,0.14179154460399512,0.24684123512266076,4.410810948733436,4.657652183856097,-1.7031611513650509,0.07232665138052441
-0.013497224737933921,4.781072801417428,0.10127967471713864,0.24684123512266254,4.657652183856097,4.90449341897876,-1.6535448226971792,0.0775346144008643
-1.0577109289559004,5.02791403654009,0.09621569098128241,0.24684123512266076,4.90449341897876,5.15133465410142,-1.6039284940293075,0.08290172108154141
0.822544912103189,5.274755271662752,0.035447886150998524,0.24684123512266254,5.15133465410142,5.398175889224083,-1.5543121653614358,0.08841226293296228
-1.2208436499710222,5.521596506785413,0.025319918679284844,0.24684123512266076,5.398175889224083,5.645017124346744,-1.504695836693564,0.09404883617803195
0.2088635950047554,5.768437741908075,0.05570382109442625,0.24684123512266254,5.645017124346744,5.891858359469406,-1.4550795080256924,0.09979248125454471
-1.9596701238797756,6.015278977030737,0.010127967471713937,0.24684123512266076,5.891858359469406,6.138699594592067,-1.4054631793578207,0.10562286028557433
-1.3281860488984305,6.262120212153398,0.005063983735856932,0.24684123512266254,6.138699594592067,6.38554082971473,-1.3558468506899493,0.11151847004262708
0.19686123586912352,6.50896144727606,0.020255934943427874,0.24684123512266076,6.38554082971473,6.63238206483739,-1.3062305220220776,0.11745688592174146
