ax_00_boxplot_boxplot_0_x,ax_00_boxplot_boxplot_1_x,ax_00_boxplot_boxplot_2_x
0.4967141530112327,0.5846292579495858,4.536681040522425
-0.13826430117118466,1.579354677234641,4.841176789552351
0.6476885381006925,1.6572854834732305,5.624576864762916
1.5230298564080254,1.197722730778381,5.5807030780523545
-0.23415337472333597,1.8387142883339909,1.9334959480643636
-0.23413695694918055,2.4040508568145382,2.593262440127316
1.5792128155073915,3.8861859012105304,4.77255290081299
0.7674347291529088,2.174577812831839,4.770678926368313
-0.4694743859349521,2.2575503907227645,4.772571529459071
0.5425600435859647,1.9255540842338328,9.779097235982082
-0.46341769281246226,0.08122878470095851,4.85633576603975
-0.46572975357025687,1.973486124550783,5.703348460270899
0.24196227156603412,2.0602302099410266,5.431002645239803
-1.913280244657798,4.463242112485286,4.977086876958697
-1.7249178325130328,1.8076390352188776,3.5270961330394814
-0.5622875292409727,2.3015473423336124,5.138453830739901
-1.0128311203344238,1.9652882302947567,2.8407621781936423
0.3142473325952739,0.831321962380468,3.6447720898899867
-0.9080240755212109,3.1428228145150205,3.271954678256345
-1.4123037013352915,2.7519330326867744,4.122811209079484
1.465648768921554,2.791031947043047,7.471987850010263
-0.22577630048653566,1.090612545205261,1.1991022111123781
0.06752820468792384,3.402794310936099,5.02939028556177
-1.4247481862134568,0.5981489372077191,1.5809261932155225
-0.5443827245251827,2.5868570938002704,3.29210220131585
0.11092258970986608,4.190455625809978,5.633425895451049
-1.1509935774223028,1.0094636748693118,4.096420028643194
0.37569801834567196,1.433702270397228,2.3833828331060407
-0.600638689918805,2.099651365087641,2.9270444361100476
-0.2916937497932768,1.4965243458838007,5.019396623402014
-0.6017066122293969,0.4493365689338673,2.904450052424295
1.8522781845089378,2.0685629748060275,4.324687884372962
-0.013497224737933921,0.9376962862738951,4.06835775985572
-1.0577109289559004,2.4735924306351817,3.0225994785912746
0.822544912103189,1.0805757657661967,7.215916133987989
-1.2208436499710222,3.5499344050175394,4.950878533477017
0.2088635950047554,1.2167467076637628,0.962286120013589
-1.9596701238797756,1.6779384837943243,4.279681472154142
-1.3281860488984305,2.81351721736967,3.0073203028474182
0.19686123586912352,0.7691356835660448,5.278650002194336
0.7384665799954104,2.2274599346041293,2.811218892350949
0.1713682811899705,3.3071427542824283,3.8278953377996516
-0.11564828238824053,0.39251676543877245,4.757480918470685
-0.3011036955892888,2.184633858532304,5.298632791255182
-1.4785219903674274,2.2598827942484236,2.1995553894163358
-0.7198442083947086,2.7818228717773104,3.4982481462385775
-0.4606387709597875,0.763049289121918,3.2875820332585657
1.0571222262189157,0.6795433869157237,3.020006151139432
0.3436182895684614,2.5219415656168978,6.6481813604216455
-1.763040155362734,2.2969846732331862,4.607472566441434
0.324083969394795,2.2504928503458768,2.1086740684974323
-0.38508228041631654,2.346448209496976,5.376792920582164
-0.6769220003059587,1.3199752784215093,7.18323429551895
0.6116762888408679,2.2322536971610036,5.54869789082672
1.030999522495951,2.293072473298681,1.7209450510689797
0.9312801191161986,1.285648581973632,3.273648890700623
-0.8392175232226385,3.865774511144757,5.900366723779934
-0.3092123758512146,2.4738329209117875,2.938495801571829
0.33126343140356396,0.8086965027973514,4.665729142219343
0.9755451271223592,2.6565536086338297,5.161951080144005
-0.47917423784528995,1.0253183297726784,2.6096042926328753
-0.18565897666381712,2.787084603742452,3.9107119659073
-1.1063349740060282,3.158595579007404,-0.8619010101036091
-1.1962066240806708,1.1793176816482895,2.463418537998565
0.812525822394198,2.9633761292443217,3.6211477729102595
1.356240028570823,2.4127809269364984,2.1283252270527258
-0.07201012158033385,2.82206015999449,6.448616955897453
1.0035328978920242,3.896792982653947,1.8547879330590509
0.36163602504763415,1.7546118839971294,3.3399332699545243
-0.6451197546051243,1.2462638356425104,4.196110865929137
0.36139560550841393,1.1104855703744767,6.161909933599173
1.5380365664659692,1.1841897150345617,1.8462067732308407
-0.03582603910995154,1.9228982905858958,5.744745628232439
1.5646436558140062,2.341151974816644,4.015349591529381
-2.6197451040897444,2.276690799330019,2.527737023428074
0.8219025043752238,2.8271832490360236,4.693155211394906
0.08704706823817122,2.013001891877907,4.298589543360205
-0.29900735046586746,3.453534077157317,3.099674684261808
0.0917607765355023,1.735343166762044,4.1047031274850285
-1.9875689146008928,4.720169166589619,3.42202960470736
-0.21967188783751193,2.625667347765006,4.170276017876872
0.3571125715117464,1.1428424435837174,4.99319601178157
1.477894044741516,0.9291075019388877,6.379025224218028
-0.5182702182736474,2.482472415243185,2.1432767517597267
-0.8084936028931876,1.7765372146741492,7.1995500619844
-0.5017570435845365,2.714000494092092,1.0718683007162473
0.9154021177020741,2.473237624573545,3.772322357446625
0.32875110965968446,1.9271710873431271,4.882475809726865
-0.5297602037670388,1.153206281931595,4.421487801602549
0.5132674331133561,0.48515277531413536,3.065950720269109
0.09707754934804039,1.553485047932979,3.6878166244640873
0.9686449905328892,2.8563987943234723,3.260498598011751
-0.7020530938773524,2.2140937441302038,3.115952864583683
-0.3276621465977682,0.754261221288012,5.2744031455315366
-0.39210815313215763,2.173180925851182,4.535523228947571
-1.4635149481321186,2.385317379728837,2.960635607109019
0.29612027706457605,1.1161425637988671,5.349399813149876
0.26105527217988933,2.153725105945528,4.460949281314914
0.00511345664246089,2.058208718446,5.21929317825844
-0.23458713337514692,0.8570297021693769,4.944443262885418
