ax-row-0-col-0_trace-id-contour-lines_variable-x,ax-row-0-col-0_trace-id-contour-lines_variable-y,ax-row-0-col-0_trace-id-contour-lines_variable-z
-3.0,-3.0,0.13970774909946293
-2.9393939393939394,-3.0,0.19881399092652657
-2.878787878787879,-3.0,0.2571901936602537
-2.8181818181818183,-3.0,0.3146220016110999
-2.757575757575758,-3.0,0.370898526879226
-2.696969696969697,-3.0,0.42581312372862856
-2.6363636363636362,-3.0,0.47916414738416785
-2.5757575757575757,-3.0,0.5307556944652191
-2.515151515151515,-3.0,0.5803983223370898
-2.4545454545454546,-3.0,0.6279097447387701
-2.393939393939394,-3.0,0.6731155011326913
-2.333333333333333,-3.0,0.7158495973186586
-2.2727272727272725,-3.0,0.7559551149596432
-2.212121212121212,-3.0,0.7932847877812751
-2.1515151515151514,-3.0,0.8277015423292455
-2.090909090909091,-3.0,0.8590790012989757
-2.0303030303030303,-3.0,0.887301947589342
-1.9696969696969697,-3.0,0.9122667473764612
-1.9090909090909092,-3.0,0.9338817306540277
-1.8484848484848484,-3.0,0.9520675278428642
-1.7878787878787878,-3.0,0.966757361233668
-1.7272727272727273,-3.0,0.9778972901927849
-1.6666666666666665,-3.0,0.9854464092306204
-1.606060606060606,-3.0,0.9893769982053867
-1.5454545454545454,-3.0,0.9896746241106437
-1.4848484848484849,-3.0,0.9863381940728715
-1.4242424242424243,-3.0,0.9793799593644702
-1.3636363636363635,-3.0,0.9688254704174495
-1.303030303030303,-3.0,0.9547134830029985
-1.2424242424242424,-3.0,0.9370958159214399
-1.1818181818181817,-3.0,0.9160371607251285
-1.121212121212121,-3.0,0.8916148441729852
-1.0606060606060606,-3.0,0.8639185442889247
-1.0,-3.0,0.833049961066805
-0.9393939393939394,-3.0,0.7991224430310586
-0.8787878787878789,-3.0,0.7622605710242638
-0.8181818181818183,-3.0,0.7225997007499761
-0.7575757575757573,-3.0,0.6802854657505885
-0.6969696969696968,-3.0,0.635473242645273
-0.6363636363636362,-3.0,0.5883275805916303
-0.5757575757575757,-3.0,0.539021597066051
-0.5151515151515151,-3.0,0.48773634218146417
-0.4545454545454546,-3.0,0.4346601338766775
