ax-row-0-col-0_trace-id-age-rt-correlation_variable-x,ax-row-0-col-0_trace-id-age-rt-correlation_variable-y
42.472407130841745,287.5562263088286
77.04285838459498,345.11549625521394
63.919636508684306,330.5920963134337
55.919509051822196,252.2119506656176
29.36111842654619,252.13208021796703
29.35967122017216,269.43271958569676
23.485016730091967,291.3068548024294
71.97056874649611,328.39303094478277
56.06690070459253,287.8789933223894
62.48435466776273,309.91599802798936
21.23506965774815,269.9322028465585
78.19459112971967,366.25171554922986
69.94655844802531,324.0003107830395
32.74034664069657,280.8787162747938
30.909498032426036,264.73132254529327
31.00427059120603,291.06789089839873
38.254534577572265,255.44747633882395
51.48538589793427,293.1409073979355
45.916701118526944,280.07015764308915
37.47374841188251,231.04204837980149
56.71117368334277,322.3059556786228
28.36963163912251,264.5709214436417
37.528678912113094,275.2107615235
41.9817105976215,276.9258071939886
47.364199053022155,252.2672758445319
67.11055768358082,321.6017556842009
31.980426929501583,253.67941836320009
50.8540663048167,277.6398145329848
55.54487413172255,306.25117691346486
22.787024763199863,257.69557523083586
56.4526911140863,369.4909592644885
30.23144742123749,265.7002292274301
23.903095579116773,255.53270287991649
76.93313223519999,351.63288699741497
77.93792198447356,298.3127075099759
68.50384088698766,336.2122655104988
38.27682615040224,278.3605585990353
25.86032684038303,325.61791705532465
61.053981590729414,316.33713423802516
46.40914962437608,301.8647195187605
27.32229409068673,253.60323509021615
49.71061460667621,264.3608880847665
22.063311266913104,278.41130696927684
74.55922412472692,371.6764392300571
35.52679889600101,294.78455620329345
59.75133706123892,292.2210504786357
38.70266456536466,319.4891584588123
51.20408127066865,260.3526306575689
52.80261676059678,323.21094633520164
31.091267331531622,327.8962034373626
78.17507766587352,326.6340655778264
66.50796940166687,316.0270069152506
76.36993649385136,355.72941394033194
73.68964102565893,332.27501242783194
55.87399872866511,265.22809452534625
75.312454101387,352.6817974469548
25.30955012311517,218.7499888344472
31.758971745148713,277.72571640935286
22.713637334632285,217.84454764225046
39.519819845795865,325.5376718421179
43.320637381368925,263.14367599265074
36.28094190643375,262.90003832669726
69.72425054911577,363.8540176193216
41.40519960161536,245.88446971021204
36.85607058124285,280.53593920060956
52.56176498949491,344.3378126074627
28.45545349848576,208.68640996013468
68.13181884524238,341.80265344645386
24.473038620786248,256.7425610690252
79.21321619603104,381.8811185453814
66.33468615779944,295.56085098925644
31.922940892050345,224.2321833915724
20.331327027416144,256.3209010233392
68.92768570729005,346.76491161157566
62.41144063085703,332.33766677209036
63.74043008245924,337.8743064498277
66.27622080115674,312.15169995495876
24.44267910404542,255.85296912292097
41.507943712656356,291.80806162427314
26.952143571507783,232.4737446022245
71.78620555253562,399.54564643941393
57.39788760965347,329.0107628466606
39.85388149115895,243.96865806623845
23.813501017161418,267.3236102933377
38.65893930293973,248.0774284990598
39.51099932160482,302.6345367554832
63.77637070028384,362.3106087707898
58.253448281312785,291.88642701207425
73.23276455457959,375.36681298648887
48.33289550971696,309.0492188275289
27.1756547562981,279.0131143124309
62.7946872333797,382.4931639463778
65.64710291701385,323.9325623539416
53.67663185416978,284.7411787776149
66.25803079727366,305.8306287057816
49.62773578186344,274.7811630147637
51.363969762919645,300.41488824341616
45.652461101512976,301.5394814475253
21.52514760464571,251.351019189192
26.473485619598268,277.76246871027723
