ax_02_box_boxplot_0_x,ax_02_box_boxplot_1_x,ax_02_box_boxplot_2_x,ax_02_box_boxplot_3_x
0.3078017688920592,-0.5172884501003722,1.073631749859772,0.5228354880354996
-1.7101683926566256,1.40934744018558,-1.0265152994110602,-0.573700003938579
-1.348185422105713,2.2988981236192503,0.132969674146876,-0.02435459226098284
0.743264094022715,-0.36283856043965906,-0.7001208149391732,2.1422703586118637
0.17086543812794186,-0.4455025214007718,1.1950466289248425,1.7275431701007113
-0.18398333635267913,1.453384477117701,-1.5231869047837747,0.4363236696740321
0.01843393306539316,1.5795721457307124,-0.5589218472715883,0.03800347816820029
0.34758170536167105,-0.5228600271532683,0.37721187506452086,0.1200313267182613
-0.5397596803093615,-0.42018681709585726,1.5655240292343404,0.6135179727304166
-0.7783047254023127,-0.2817846088605072,-0.0657502610729878,-1.0227925651984056
0.19584525509768155,-1.344450511034277,-0.5551995266931984,-0.2573765374233451
-0.978372777615032,-0.9186519464841982,1.8811570694405901,-1.6685840738775894
0.40825275571447184,-1.0041407667520679,-1.448013900416244,0.39922312260527926
-1.7025836042378404,-0.7677975651041284,-2.198805956620082,0.647195939702741
1.0291556373256436,-0.03468488738678118,0.4400144500533324,-0.483186462299374
0.472597482413043,0.23421473253652075,-0.5020542243526112,1.5739867632900328
0.25602973431387566,1.5505004928140769,-1.0212328171307132,-1.2257656630023412
0.9826909839455139,-0.998354040738791,0.7083564472993533,-1.4643748802098202
1.6654744444625766,0.9843223984765838,0.24380071377119883,0.22445181855997204
1.0143700650181304,-0.21398884422550896,-0.5640786307367284,1.0470983026121545
-1.8408742313316453,-0.04946370965243295,-1.2803043986708944,1.6839276914578687
-1.2795769667357015,0.6748194921666038,0.8724573282801447,-0.45888426286894
-0.6248185776956788,-1.1227220215622986,0.650201177958661,1.0786808334312956
0.026091050210833786,0.3824097461840506,-0.09917586377938291,-0.03850846950070721
0.517659020469123,0.1664522082130561,1.8466369960476658,-0.17262729994081963
-0.7257438131534656,0.4924512640081491,-1.0700847663261526,0.8836599374866724
0.18676676447707832,0.2891686439078181,-1.5255251709247388,0.6523228784134196
-0.7553829323533225,2.4553001399108942,-0.6919080698812444,-1.5763921569842494
-0.6115178029919482,-0.637739984251316,-0.045586016355497805,1.4765403497258958
