ax0_trace-ax0-line-0_x,ax0_trace-ax0-line-0_y
0.0,-0.0080473315322503
1.0,0.04064312839432659
2.0,0.14595355495103135
3.0,0.2186410306866269
4.0,0.20125562626236027
5.0,0.29073242723914317
6.0,0.36668564658787345
7.0,0.4307632829359964
8.0,0.5159222172464203
9.0,0.6227753986690145
10.0,0.5477393338733887
11.0,0.6334918107605236
12.0,0.791204959041853
13.0,0.6680815419455398
14.0,0.8109120703961437
15.0,0.861191554146895
16.0,0.8869693659963283
17.0,0.8064108704187067
18.0,0.9384726846270837
19.0,0.929689184214776
20.0,1.040527695832573
21.0,1.0244786047312404
22.0,0.9974614387776923
23.0,1.0385735244113923
24.0,0.9983317810541785
25.0,1.0117012538279238
26.0,0.9698033764022488
27.0,1.1003579635221221
28.0,1.0209839207508085
29.0,0.975443676323828
30.0,0.9182478798129026
31.0,0.8433570291816278
32.0,0.8986179286525241
33.0,0.872846774576119
34.0,0.8901811272986376
35.0,0.8151574307133642
36.0,0.7823932841429218
37.0,0.6676917645854364
38.0,0.6546826432631007
39.0,0.5693496200428373
40.0,0.5889167233093862
41.0,0.5889670287887213
42.0,0.4410872660126136
43.0,0.39884822097476963
44.0,0.31365468297962557
45.0,0.25364196653095666
46.0,0.12293829127195575
47.0,0.08070767336969688
48.0,0.1279024173525361
49.0,-0.002446124440125006
50.0,-0.09489717465445828
51.0,-0.016281776404720717
52.0,-0.15433123590701797
53.0,-0.20055858491499742
54.0,-0.28004102778677453
55.0,-0.3251084040162515
56.0,-0.4329209976416669
57.0,-0.41068820089735936
58.0,-0.49317469121147595
59.0,-0.5147909069218087
60.0,-0.6274595299325872
61.0,-0.6468763076740465
62.0,-0.7631216449396344
63.0,-0.810731754229458
64.0,-0.7457743525597652
65.0,-0.8516066527790808
66.0,-0.8891048440155542
67.0,-0.8598611439074336
68.0,-0.9629295081311304
69.0,-0.8531689991636897
70.0,-0.9350129955529115
71.0,-1.0128643256175731
72.0,-1.0588825978879841
73.0,-1.0244902524325736
74.0,-1.0477383545443675
75.0,-1.0260398927913534
76.0,-1.0312852647286803
77.0,-0.9519332206862469
78.0,-0.9661968932980939
79.0,-0.9384647619059153
80.0,-0.8810746554718082
81.0,-0.9319050519755756
82.0,-0.9154981243183026
83.0,-0.8529750124729931
84.0,-0.8539467144991275
85.0,-0.7771098962349714
86.0,-0.7431487311783951
87.0,-0.7052048897655492
88.0,-0.6436477122829056
89.0,-0.5586012266096669
90.0,-0.5681580657218777
91.0,-0.48496396114492557
92.0,-0.3833822719172778
93.0,-0.41596509966950046
94.0,-0.3095508083361529
95.0,-0.25097993756903003
96.0,-0.18635265645052201
97.0,-0.13009604158012908
98.0,-0.03236477534111798
99.0,0.015424611386224776
