ax_00_plot_0_plot_x,ax_00_plot_0_plot_y,ax_00_plot_1_plot_x,ax_00_plot_1_plot_y,ax_01_scatter_0_scatter_x,ax_01_scatter_0_scatter_y
0.0,0.04967141530112327,0.0,0.8584629257949585,0.04967141530112327,0.8584629257949585
0.10101010101010101,0.08701199014098614,0.10101010101010101,0.9528382835802943,0.08701199014098614,0.9528382835802943
0.20202020202020202,0.26541771033275463,0.20202020202020202,0.9453917743470228,0.26541771033275463,0.9453917743470228
0.30303030303030304,0.4507167900884437,0.30303030303030304,0.874208861497983,0.4507167900884437,0.874208861497983
0.40404040404040403,0.3697212746759962,0.40404040404040403,0.9033515015856767,0.3697212746759962,0.9033515015856767
0.5050505050505051,0.4604379447430166,0.5050505050505051,0.9155551242722771,0.4604379447430166,0.9155551242722771
0.6060606060606061,0.7275553884597048,0.6060606060606061,1.010516992751223,0.7275553884597048,1.010516992751223
0.7070707070707071,0.7263529864209974,0.7070707070707071,0.7777258129423344,0.7263529864209974,0.7777258129423344
0.8080808080808081,0.6760151228859652,0.8080808080808081,0.7166422474493438,0.6760151228859652,0.7166422474493438
0.9090909090909091,0.8432014672028538,0.9090909090909091,0.6070186348718507,0.8432014672028538,0.6070186348718507
1.0101010101010102,0.8005437943217372,1.0101010101010102,0.33989805856113503,0.8005437943217372,0.33989805856113503
1.1111111111111112,0.8496192256729307,1.1111111111111112,0.44101463415730685,0.8496192256729307,0.44101463415730685
1.2121212121212122,0.9605589522608882,1.2121212121212122,0.35705698948615283,0.9605589522608882,0.35705698948615283
1.3131313131313131,0.7756595982435198,1.3131313131313131,0.5011475569745772,0.7756595982435198,0.5011475569745772
1.4141414141414141,0.8152629091087805,1.4141414141414141,0.13677886344764628,0.8152629091087805,0.13677886344764628
1.5151515151515151,0.9422234739762922,1.5151515151515151,0.085770834399168,0.9422234739762922,0.085770834399168
1.6161616161616161,0.8976880596899144,1.6161616161616161,-0.048820907572409575,0.8976880596899144,-0.048820907572409575
1.7171717171717171,1.0207309697738676,1.7171717171717171,-0.2627210532760885,1.0207309697738676,-0.2627210532760885
1.8181818181818181,0.8787535416302026,1.8181818181818181,-0.13058760523357688,0.8787535416302026,-0.13058760523357688
