ax_00_shaded_x,ax_00_shaded_y_lower,ax_00_shaded_y_middle,ax_00_shaded_y_upper
0.0,-0.2,0.0,0.2
0.20408163265306123,0.0026679365482009387,0.20266793654820095,0.402667936548201
0.40816326530612246,0.19692414892492233,0.39692414892492234,0.5969241489249224
0.6122448979591837,0.3747060412161792,0.5747060412161792,0.7747060412161793
0.8163265306122449,0.5286347834693503,0.7286347834693504,0.9286347834693505
1.0204081632653061,0.6523215697196183,0.8523215697196184,1.0523215697196184
1.2244897959183674,0.7406327851124868,0.9406327851124867,1.1406327851124867
1.4285714285714286,0.789903076372124,0.9899030763721239,1.189903076372124
1.6326530612244898,0.7980874821347184,0.9980874821347183,1.1980874821347183
1.836734693877551,0.7648463089837632,0.9648463089837632,1.1648463089837633
2.0408163265306123,0.6915592304110036,0.8915592304110037,1.0915592304110038
2.2448979591836737,0.5812680235262637,0.7812680235262638,0.9812680235262639
2.4489795918367347,0.43855032022660206,0.6385503202266021,0.838550320226602
2.6530612244897958,0.26932961277720097,0.469329612777201,0.669329612777201
2.857142857142857,0.08062939951435683,0.28062939951435684,0.48062939951435685
3.0612244897959187,-0.11971832515718651,0.0802816748428135,0.2802816748428135
3.2653061224489797,-0.3233981373621787,-0.12339813736217871,0.0766018626378213
3.4693877551020407,-0.5219563150726187,-0.3219563150726187,-0.12195631507261867
3.673469387755102,-0.7071517094845143,-0.5071517094845144,-0.30715170948451437
3.8775510204081636,-0.8712977935519322,-0.6712977935519321,-0.4712977935519321
4.081632653061225,-1.0075816909683364,-0.8075816909683363,-0.6075816909683363
4.285714285714286,-1.1103469443107827,-0.9103469443107828,-0.7103469443107828
4.4897959183673475,-1.1753282860670455,-0.9753282860670456,-0.7753282860670456
4.6938775510204085,-1.1998286683840895,-0.9998286683840896,-0.7998286683840896
4.8979591836734695,-1.1828312039256306,-0.9828312039256306,-0.7828312039256307
5.1020408163265305,-1.1250413717382028,-0.9250413717382029,-0.7250413717382029
5.3061224489795915,-1.0288577363730427,-0.8288577363730427,-0.6288577363730428
5.510204081632653,-0.8982723955653995,-0.6982723955653996,-0.49827239556539954
5.714285714285714,-0.7387052883861562,-0.5387052883861563,-0.33870528838615627
5.918367346938775,-0.556779240898938,-0.3567792408989381,-0.15677924089893808
6.122448979591837,-0.3600450860432506,-0.16004508604325057,0.03995491395674944
6.326530612244898,-0.15666826663131656,0.04333173336868346,0.24333173336868347
6.530612244897959,0.0449100710119793,0.2449100710119793,0.4449100710119793
6.73469387755102,0.2363234264718193,0.4363234264718193,0.6363234264718194
6.938775510204081,0.4096271964908323,0.6096271964908323,0.8096271964908324
7.142857142857143,0.5576284153927202,0.7576284153927202,0.9576284153927201
7.346938775510204,0.6741842988197335,0.8741842988197335,1.0741842988197334
7.551020408163265,0.7544571997387519,0.9544571997387519,1.1544571997387518
7.755102040816327,0.7951153947776637,0.9951153947776636,1.1951153947776636
7.959183673469388,0.7944713672636168,0.9944713672636168,1.194471367263617
8.16326530612245,0.7525518475314603,0.9525518475314604,1.1525518475314604
8.36734693877551,0.6710967034823208,0.8710967034823207,1.0710967034823207
8.571428571428571,0.5534867274396376,0.7534867274396376,0.9534867274396377
8.775510204081632,0.4046033165061543,0.6046033165061543,0.8046033165061544
8.979591836734695,0.2306258703827373,0.4306258703827373,0.6306258703827373
9.183673469387756,0.03877531564403086,0.23877531564403087,0.4387753156440309
9.387755102040817,-0.16298559851493766,0.03701440148506237,0.23701440148506236
9.591836734693878,-0.3662827938487564,-0.1662827938487564,0.0337172061512436
9.795918367346939,-0.5626784288265488,-0.3626784288265488,-0.16267842882654882
10.0,-0.7440211108893697,-0.5440211108893698,-0.34402111088936976
