ax_00_violin_plot_violin_group,ax_00_violin_plot_violin_value
Group A,0.4967141530112327
Group A,-0.13826430117118466
Group A,0.6476885381006925
Group A,1.5230298564080254
Group A,-0.23415337472333597
Group A,-0.23413695694918055
Group A,1.5792128155073915
Group A,0.7674347291529088
Group A,-0.4694743859349521
Group A,0.5425600435859647
Group A,-0.46341769281246226
Group A,-0.46572975357025687
Group A,0.24196227156603412
Group A,-1.913280244657798
Group A,-1.7249178325130328
Group A,-0.5622875292409727
Group A,-1.0128311203344238
Group A,0.3142473325952739
Group A,-0.9080240755212109
Group A,-1.4123037013352915
Group A,1.465648768921554
Group A,-0.22577630048653566
Group A,0.06752820468792384
Group A,-1.4247481862134568
Group A,-0.5443827245251827
Group A,0.11092258970986608
Group A,-1.1509935774223028
Group A,0.37569801834567196
Group A,-0.600638689918805
Group A,-0.2916937497932768
Group A,-0.6017066122293969
Group A,1.8522781845089378
Group A,-0.013497224737933921
Group A,-1.0577109289559004
Group A,0.822544912103189
Group A,-1.2208436499710222
Group A,0.2088635950047554
Group A,-1.9596701238797756
Group A,-1.3281860488984305
Group A,0.19686123586912352
Group A,0.7384665799954104
Group A,0.1713682811899705
Group A,-0.11564828238824053
Group A,-0.3011036955892888
Group A,-1.4785219903674274
Group A,-0.7198442083947086
Group A,-0.4606387709597875
Group A,1.0571222262189157
Group A,0.3436182895684614
Group A,-1.763040155362734
Group A,0.324083969394795
Group A,-0.38508228041631654
Group A,-0.6769220003059587
Group A,0.6116762888408679
Group A,1.030999522495951
Group A,0.9312801191161986
Group A,-0.8392175232226385
Group A,-0.3092123758512146
Group A,0.33126343140356396
Group A,0.9755451271223592
Group A,-0.47917423784528995
Group A,-0.18565897666381712
Group A,-1.1063349740060282
Group A,-1.1962066240806708
Group A,0.812525822394198
Group A,1.356240028570823
Group A,-0.07201012158033385
Group A,1.0035328978920242
Group A,0.36163602504763415
Group A,-0.6451197546051243
Group A,0.36139560550841393
Group A,1.5380365664659692
Group A,-0.03582603910995154
Group A,1.5646436558140062
Group A,-2.6197451040897444
Group A,0.8219025043752238
Group A,0.08704706823817122
Group A,-0.29900735046586746
Group A,0.0917607765355023
Group A,-1.9875689146008928
Group A,-0.21967188783751193
Group A,0.3571125715117464
Group A,1.477894044741516
Group A,-0.5182702182736474
Group A,-0.8084936028931876
Group A,-0.5017570435845365
Group A,0.9154021177020741
Group A,0.32875110965968446
Group A,-0.5297602037670388
Group A,0.5132674331133561
Group A,0.09707754934804039
Group A,0.9686449905328892
Group A,-0.7020530938773524
Group A,-0.3276621465977682
Group A,-0.39210815313215763
Group A,-1.4635149481321186
Group A,0.29612027706457605
Group A,0.26105527217988933
Group A,0.00511345664246089
Group A,-0.23458713337514692
Group B,-0.12305611307562137
Group B,1.3690320158519613
Group B,1.4859282252098458
Group B,0.7965840961675716
Group B,1.7580714325009863
Group B,2.606076285221808
Group B,4.829278851815795
Group B,2.2618667192477586
Group B,2.386325586084147
Group B,1.8883311263507492
Group B,-0.8781568229485623
Group B,1.9602291868261748
Group B,2.0903453149115396
Group B,5.694863168727929
Group B,1.7114585528283162
Group B,2.4523210135004185
Group B,1.9479323454421351
Group B,0.24698294357070205
Group B,3.714234221772531
Group B,3.127899549030161
Group B,3.1865479205645704
Group B,0.6359188178078916
Group B,4.104191466404149
Group B,-0.10277659418842156
Group B,2.8802856407004054
Group B,5.285683438714968
Group B,0.5141955123039674
Group B,1.1505534055958422
Group B,2.149477047631462
Group B,1.2447865188257012
Group B,-0.32599514659919926
Group B,2.102844462209041
Group B,0.4065444294108427
Group B,2.710388645952772
Group B,0.6208636486492953
Group B,4.324901607526309
Group B,0.8251200614956444
Group B,1.5169077256914867
Group B,3.220275826054505
Group B,0.15370352534906706
Group B,2.341189901906194
Group B,3.960714131423642
Group B,-0.4112248518418413
Group B,2.2769507877984565
Group B,2.3898241913726355
Group B,3.1727343076659658
Group B,0.14457393368287708
Group B,0.019315080373585536
Group B,2.7829123484253464
Group B,2.445477009849779
Group B,2.3757392755188147
Group B,2.5196723142454633
Group B,0.9799629176322637
Group B,2.3483805457415055
Group B,2.439608709948022
Group B,0.9284728729604483
Group B,4.798661766717135
Group B,2.7107493813676813
Group B,0.21304475419602698
Group B,2.9848304129507444
Group B,0.5379774946590179
Group B,3.180626905613678
Group B,3.737893368511106
Group B,0.7689765224724343
Group B,3.4450641938664828
Group B,2.6191713904047473
Group B,3.2330902399917347
Group B,4.845189473980922
Group B,1.6319178259956941
Group B,0.8693957534637655
Group B,0.6657283555617151
Group B,0.7762845725518426
Group B,1.8843474358788437
Group B,2.511727962224966
Group B,2.4150361989950286
Group B,3.240774873554036
Group B,2.0195028378168605
Group B,4.1803011157359755
Group B,1.6030147501430658
Group B,6.080253749884428
Group B,2.938501021647509
Group B,0.7142636653755763
Group B,0.3936612529083314
Group B,2.7237086228647778
Group B,1.6648058220112236
Group B,3.071000741138138
Group B,2.709856436860317
Group B,1.8907566310146908
Group B,0.7298094228973926
Group B,-0.2722708370287972
Group B,1.3302275718994685
Group B,3.2845981914852085
Group B,2.321140616195306
Group B,0.13139183193201798
Group B,2.259771388776773
Group B,2.577976069593255
Group B,0.6742138456983005
Group B,2.230587658918292
Group B,2.0873130776689997
Group B,0.28554455325406547
Group C,5.286229888278626
Group C,5.448627621094587
Group C,5.866440994540222
Group C,5.843041641627923
Group C,3.897864505634327
Group C,4.249739968067901
Group C,5.412028213766928
Group C,5.411028760729767
Group C,5.412038149044839
Group C,8.082185192523777
Group C,5.456712408554534
Group C,5.908452512144479
Group C,5.7632014107945615
Group C,5.521113001044639
Group C,4.747784604287723
Group C,5.607175376394614
Group C,4.381739828369943
Group C,4.810545114607993
Group C,4.611709161736718
Group C,5.065499311509058
Group C,6.851726853338807
Group C,3.5061878459266014
Group C,5.549008152299611
Group C,3.7098273030482787
Group C,4.622454507368453
Group C,5.871160477573893
Group C,5.05142401527637
Group C,4.137804177656555
Group C,4.427757032592026
Group C,5.543678199147741
Group C,4.415706694626291
Group C,5.17316687166558
Group C,5.036457471923051
Group C,4.478719721915346
Group C,6.715155271460261
Group C,5.507135217854409
Group C,3.379885930673914
Group C,5.149163451815542
Group C,4.47057082818529
Group C,5.681946667836979
Group C,4.36598340925384
Group C,4.9082108468264805
Group C,5.403989823184366
Group C,5.692604155336097
Group C,4.039762874355379
Group C,4.732399011327241
Group C,4.620043751071235
Group C,4.477336613941031
Group C,6.4123633922248775
Group C,5.323985368768764
Group C,3.9912928365319638
Group C,5.734289557643821
Group C,6.697724957610107
Group C,5.825972208440918
Group C,3.784504027236789
Group C,4.612612741706998
Group C,6.013528919349298
Group C,4.433864427504975
Group C,5.355055542516983
Group C,5.61970724274347
Group C,4.258455622737534
Group C,4.95237971515056
Group C,2.4069861279447418
Group C,4.180489886932568
Group C,4.797945478885472
Group C,4.00177345442812
Group C,6.3059290431453086
Group C,3.8558868976314935
Group C,4.6479644106424125
Group C,5.104592461828873
Group C,6.153018631252893
Group C,3.8513102790564484
Group C,5.930531001723968
Group C,5.008186448815669
Group C,4.214793079161639
Group C,5.369682779410617
Group C,5.159247756458776
Group C,4.519826498272964
Group C,5.0558416679920155
Group C,4.691749122510592
Group C,5.090813876200999
Group C,5.529704539616837
Group C,6.268813452916282
Group C,4.009747600938521
Group C,6.7064266997250135
Group C,3.4383297603819987
Group C,4.878571923971533
Group C,5.470653765187661
Group C,5.2247934941880265
Group C,4.501840384143525
Group C,4.83350219971418
Group C,4.605599252272934
Group C,4.528508194444631
Group C,5.67968167761682
Group C,5.285612388772038
Group C,4.445672323791476
Group C,5.7196799003466
Group C,5.2458396167012875
Group C,5.650289695071168
Group C,5.503703073538889
