ax_00_mean_std_mean_std_x,ax_00_mean_std_mean_std_y_lower,ax_00_mean_std_mean_std_y_middle,ax_00_mean_std_mean_std_y_upper
0.0,-0.14319313276519105,0.025121803867596833,0.1934367405003847
0.5263157894736842,0.36850878233804285,0.5000675205720863,0.6316262588061297
1.0526315789473684,0.6694075083222155,0.8789581614744746,1.0885088146267337
1.5789473684210527,0.7371380513694831,0.914466715557346,1.091795379745209
2.1052631578947367,0.6997852505567559,0.8439871713779684,0.9881890921991809
2.631578947368421,0.4124542673397995,0.5784799125621295,0.7445055577844595
3.1578947368421053,-0.19576850881560334,0.018998021066381637,0.2337645509483666
3.6842105263157894,-0.6147538097375108,-0.44349306907180697,-0.2722323284061031
4.2105263157894735,-0.990796453799138,-0.8988411805885118,-0.8068859073778856
4.7368421052631575,-1.2334908398160243,-1.0835719666145691,-0.9336530934131141
5.263157894736842,-1.0988236415837584,-0.9488731355384286,-0.7989226294930987
5.789473684210526,-0.5633690424049567,-0.39515285534012545,-0.22693666827529427
6.315789473684211,-0.10946882113338637,-0.02203045527421736,0.06540791058495164
6.842105263157895,0.30337349437728584,0.5531141766848655,0.8028548589924451
7.368421052631579,0.6025875613537185,0.8193721092954013,1.036156657237084
7.894736842105263,0.8238951158586716,1.016292970536724,1.2086908252147766
8.421052631578947,0.6589808402535107,0.8218166691415266,0.9846524980295426
8.947368421052632,0.25450536999712753,0.4314352097076101,0.6083650494180928
9.473684210526315,-0.22893947299867012,-0.07387643705259507,0.08118659889347997
10.0,-0.8276666434297513,-0.5581657547428538,-0.28866486605595637
