ax-row-0-col-0_trace-id-brain-activity_variable-row,ax-row-0-col-0_trace-id-brain-activity_variable-col,ax-row-0-col-0_trace-id-brain-activity_variable-value
0,0,37.454011884736246
0,1,95.07143064099162
0,2,73.1993941811405
0,3,59.86584841970366
0,4,15.601864044243651
0,5,15.599452033620265
0,6,5.8083612168199465
0,7,86.61761457749351
0,8,60.11150117432088
0,9,70.80725777960456
0,10,2.0584494295802447
0,11,96.99098521619943
0,12,83.24426408004217
0,13,21.233911067827616
0,14,18.182496720710063
0,15,18.34045098534338
0,16,30.42422429595377
0,17,52.475643163223786
0,18,43.194501864211574
0,19,29.122914019804192
0,20,61.18528947223795
0,21,13.949386065204184
0,22,29.214464853521815
0,23,36.63618432936917
0,24,45.606998421703594
0,25,78.51759613930136
0,26,19.967378215835975
0,27,51.42344384136116
0,28,59.24145688620425
0,29,4.645041271999773
0,30,60.75448519014384
0,31,17.052412368729154
0,32,6.505159298527952
0,33,94.88855372533332
0,34,96.56320330745594
0,35,80.83973481164611
0,36,30.46137691733707
0,37,9.767211400638388
0,38,68.42330265121569
0,39,44.01524937396013
0,40,12.203823484477883
0,41,49.51769101112702
0,42,3.4388521115218396
0,43,90.9320402078782
0,44,25.87799816000169
0,45,66.2522284353982
0,46,31.171107608941096
0,47,52.00680211778108
0,48,54.67102793432797
0,49,18.485445552552704
0,50,96.95846277645586
0,51,77.51328233611146
0,52,93.9498941564189
0,53,89.48273504276489
0,54,59.78999788110851
0,55,92.18742350231169
0,56,8.84925020519195
0,57,19.59828624191452
0,58,4.522728891053807
0,59,32.53303307632643
0,60,38.8677289689482
0,61,27.134903177389592
0,62,82.87375091519293
0,63,35.67533266935893
1,0,28.093450968738075
1,1,54.26960831582485
1,2,14.092422497476264
1,3,80.21969807540397
1,4,7.455064367977082
1,5,98.68869366005173
1,6,77.22447692966574
1,7,19.87156815341724
1,8,0.5522117123602399
1,9,81.54614284548342
1,10,70.68573438476172
1,11,72.90071680409874
1,12,77.12703466859458
1,13,7.4044651734090365
1,14,35.84657285442726
1,15,11.586905952512971
1,16,86.31034258755935
1,17,62.329812682755794
1,18,33.08980248526492
1,19,6.355835028602364
1,20,31.09823217156622
1,21,32.518332202674706
1,22,72.96061783380641
1,23,63.75574713552131
1,24,88.72127425763266
1,25,47.22149251619493
1,26,11.959424593830171
1,27,71.3244787222995
1,28,76.07850486168974
1,29,56.127719756949624
1,30,77.0967179954561
1,31,49.379559636439076
1,32,52.27328293819941
1,33,42.75410183585496
1,34,2.541912674409519
1,35,10.789142699330444
1,36,3.142918568673425
1,37,63.64104112637804
1,38,31.435598107632668
1,39,50.85706911647028
1,40,90.7566473926093
1,41,24.929222914887493
1,42,41.038292303562976
1,43,75.55511385430486
1,44,22.879816549162246
1,45,7.697990982879299
1,46,28.9751452913768
1,47,16.122128725400444
1,48,92.96976523425731
1,49,80.8120379564417
1,50,63.34037565104234
1,51,87.14605901877177
1,52,80.36720768991145
1,53,18.657005888603585
1,54,89.25589984899777
1,55,53.93422419156507
1,56,80.74401551640625
1,57,89.60912999234932
1,58,31.800347497186387
1,59,11.005192452767677
1,60,22.793516254194166
1,61,42.71077886262563
1,62,81.80147659224932
1,63,86.07305832563435
2,0,0.6952130531190703
2,1,51.07473025775657
2,2,41.7411003148779
2,3,22.210781047073024
2,4,11.98653673336828
2,5,33.7615171403628
2,6,94.29097039125192
2,7,32.320293202075526
2,8,51.87906217433661
2,9,70.30189588951778
2,10,36.3629602379294
2,11,97.17820827209607
2,12,96.24472949421113
2,13,25.178229582536417
2,14,49.72485058923854
2,15,30.087830981676966
2,16,28.484049437746762
2,17,3.6886947354532795
2,18,60.956433397989684
2,19,50.26790232288615
2,20,5.147875124998935
2,21,27.864646423661142
2,22,90.82658859666537
2,23,23.95618906669724
2,24,14.48948720912231
2,25,48.9452760277563
2,26,98.56504541106007
2,27,24.20552715115004
2,28,67.21355474058785
2,29,76.16196153287176
2,30,23.763754399239968
2,31,72.82163486118596
2,32,36.77831327192532
2,33,63.23058305935795
2,34,63.35297107608947
2,35,53.57746840747585
2,36,9.02897700544083
2,37,83.5302495589238
2,38,32.07800649717358
2,39,18.651851039985424
2,40,4.077514155476392
2,41,59.08929431882418
2,42,67.75643618422824
2,43,1.6587828927856152
2,44,51.2093058299281
2,45,22.649577519793795
2,46,64.51727904094498
2,47,17.436642900499145
2,48,69.09377381024659
2,49,38.67353463005374
2,50,93.67299887367345
2,51,13.752094414599325
2,52,34.10663510502585
2,53,11.347352124058908
2,54,92.46936182785628
2,55,87.7339353380981
2,56,25.79416277151556
2,57,65.99840460341791
2,58,81.72222002012158
2,59,55.52008115994623
2,60,52.965057835600646
2,61,24.18522909004517
2,62,9.310276780589922
2,63,89.72157579533267
3,0,90.04180571633304
3,1,63.31014572732679
3,2,33.90297910487007
3,3,34.92095746126609
3,4,72.59556788702393
3,5,89.71102599525771
3,6,88.70864242651173
3,7,77.98755458576238
3,8,64.20316461542878
3,9,8.413996499504883
3,10,16.162871409461378
3,11,89.85541885270793
3,12,60.642905965958995
3,13,0.9197051616629648
3,14,10.147154286603211
3,15,66.35017691080559
3,16,0.5061583846218687
3,17,16.080805141749867
3,18,54.87337893665861
3,19,69.18951976926932
3,20,65.19612595026005
3,21,22.42693094605598
3,22,71.2179221347536
3,23,23.724908749680008
3,24,32.539969815926774
3,25,74.64914051180241
3,26,64.96328990472146
3,27,84.9223410494178
3,28,65.76128923003434
3,29,56.830860333547164
3,30,9.367476782809248
3,31,36.77158030594335
3,32,26.520236768172545
3,33,24.398964337908357
3,34,97.30105547524455
3,35,39.30977246667604
3,36,89.20465551771133
3,37,63.11386259972629
3,38,79.48113035416485
3,39,50.26370931051921
3,40,57.69038846263591
3,41,49.25176938188639
3,42,19.52429877980445
3,43,72.24521152615053
3,44,28.07723624408558
3,45,2.431596643145384
3,46,64.54722959071678
3,47,17.711067940704893
3,48,94.04585843529144
3,49,95.39285770025873
3,50,91.48643902204485
3,51,37.01587002554444
3,52,1.5456616528867428
3,53,92.83185625877253
3,54,42.81841483173143
3,55,96.66548190436696
3,56,96.36199770892529
3,57,85.300945546736
3,58,29.444889206958567
3,59,38.50977286019253
3,60,85.11366715168569
3,61,31.692200515627768
3,62,16.94927466860925
3,63,55.68012624583501
4,0,93.6154774160781
4,1,69.6029796674973
4,2,57.0061170089365
4,3,9.717649377076853
4,4,61.500722669916975
4,5,99.00538501042632
4,6,14.008401523652402
4,7,51.832965236373674
4,8,87.73730719279554
4,9,74.07686177542044
4,10,69.7015740995268
4,11,70.24840839871092
4,12,35.94911512197552
4,13,29.359184426449335
4,14,80.93611554785136
4,15,81.01133946791808
4,16,86.70723185801037
4,17,91.32405525564712
4,18,51.13423988609378
4,19,50.15162946871996
4,20,79.82951789667752
4,21,64.99639307777652
4,22,70.19668772577033
4,23,79.57926694361011
4,24,89.00053418175663
4,25,33.79951568515358
4,26,37.5582952639944
4,27,9.3981939840869
4,28,57.8280140996174
4,29,3.5942273796742086
4,30,46.55980181324602
4,31,54.26446347075766
4,32,28.65412521282844
4,33,59.08332605690107
4,34,3.050024993904943
4,35,3.7348188749214417
4,36,82.26005606596583
4,37,36.019064141126286
4,38,12.706051265188478
4,39,52.224326005480435
4,40,76.99935530986109
4,41,21.582102749684317
4,42,62.28904758190003
4,43,8.5347464993768
4,44,5.16817211686077
4,45,53.1354631568148
4,46,54.06351216101065
4,47,63.742990149820656
4,48,72.60913337226616
4,49,97.58520794625346
4,50,51.630034830119534
4,51,32.2956472941246
4,52,79.51861947687037
4,53,27.083225126207424
4,54,43.89714207056361
4,55,7.845638134226595
4,56,2.535074341545751
4,57,96.26484146779251
4,58,83.59801205122058
4,59,69.59742060936979
4,60,40.89529444142699
4,61,17.329432007084577
4,62,15.643704267108605
4,63,25.024289816459532
5,0,54.92266647061205
5,1,71.45959227000624
5,2,66.01973767177313
5,3,27.993389694594285
5,4,95.48652806631941
5,5,73.78969166957685
5,6,55.43540525114007
5,7,61.17207462343522
5,8,41.96000624277899
5,9,24.773098950115745
5,10,35.597267865126156
5,11,75.78461104643691
5,12,1.4393488629755868
5,13,11.607264050691624
5,14,4.600264202175275
5,15,4.072880231897013
5,16,85.54605840110072
5,17,70.36578593800236
5,18,47.41738290873252
5,19,9.783416065100148
5,20,49.16158751168324
5,21,47.34717707805657
5,22,17.320186991001517
5,23,43.385164923797305
5,24,39.85047343973734
5,25,61.585009805221645
5,26,63.50936508676438
5,27,4.530400977204452
5,28,37.46126146264712
5,29,62.58599157142364
5,30,50.31362585800877
5,31,85.64898411883223
5,32,65.8693631618945
5,33,16.29344270814297
5,34,7.056874740042984
5,35,64.24192782063156
5,36,2.6511310541621813
5,37,58.57755812734633
5,38,94.02302414249576
5,39,57.5474177875879
5,40,38.816992620652194
5,41,64.32882184423532
5,42,45.825289049151664
5,43,54.56167893159349
5,44,94.14648087765252
5,45,38.610263780077425
5,46,96.11905638239142
5,47,90.53506419560637
5,48,19.579113478929642
5,49,6.9361300875165455
5,50,10.077800137742665
5,51,1.8221825651549728
5,52,9.44429607559284
5,53,68.30067734163569
5,54,7.118864846022898
5,55,31.89756302937613
5,56,84.48753109694546
5,57,2.3271935735825866
5,58,81.44684825889358
5,59,28.185477477339994
5,60,11.816482762165625
5,61,69.67371653641507
5,62,62.8942846779884
5,63,87.74720135270529
6,0,73.50710438038858
6,1,80.34809303848486
6,2,28.203457257130648
6,3,17.743954377972283
6,4,75.06147516408583
6,5,80.6834739267264
6,6,99.05051420006733
6,7,41.26176769114265
6,8,37.201808579278314
6,9,77.64129607419969
6,10,34.08035402530179
6,11,93.07573256035647
6,12,85.84127518430118
6,13,42.89940273750184
6,14,75.08710677914974
6,15,75.45428740846823
6,16,10.31238688359326
6,17,90.25529066795667
6,18,50.525237244785714
6,19,82.64574661077417
6,20,32.00496010306117
6,21,89.55232284962005
6,22,38.92016787341631
6,23,1.083765148029836
6,24,90.53819764192636
6,25,9.128667678613356
6,26,31.93136375904149
6,27,95.0061967050805
6,28,95.06071469375561
6,29,57.34378881232861
6,30,63.183721216979926
6,31,44.84455219783198
6,32,29.321077169806454
6,33,32.8664545369916
6,34,67.25184560770384
6,35,75.237452943768
6,36,79.15790437258485
6,37,78.96181427945538
6,38,9.120610304869036
6,39,49.442030470258146
6,40,5.755876001664428
6,41,54.95288823237355
6,42,44.1530501373377
6,43,88.77041827582998
6,44,35.09150125520787
6,45,11.706701642760587
6,46,14.299168205283586
6,47,76.15106317174723
6,48,61.82180633162611
6,49,10.112267612279025
6,50,8.410680611499743
6,51,70.096913145912
6,52,7.276300636419353
6,53,82.18600592903562
6,54,70.62422271564962
6,55,8.134878064189976
6,56,8.483771408519193
6,57,98.66395785011754
6,58,37.427079575612034
6,59,37.06421470668909
6,60,81.27995672575025
6,61,94.72485773838586
6,62,98.6001063822871
6,63,75.33781852589416
7,0,37.62595855309158
7,1,8.350071669866876
7,2,77.71469159274368
7,3,55.840424973580504
7,4,42.42220092469763
7,5,90.6354385094736
7,6,11.119748230615134
7,7,49.262510429085914
7,8,1.1353644767419069
7,9,46.86606419941263
7,10,5.630327568183735
7,11,11.881791626807193
7,12,11.752624677710488
7,13,64.92103021160635
7,14,74.60448792654233
7,15,58.336876509715964
7,16,96.21725484745419
7,17,37.48705795237041
7,18,28.571208628186074
7,19,86.85991281894603
7,20,22.359583851945263
7,21,96.32225394406113
7,22,1.2154474689816341
7,23,96.98788267076391
7,24,4.315991195057611
7,25,89.11431136980711
7,26,52.77011090862999
7,27,99.29647961193004
7,28,7.379656473539886
7,29,55.38542844013208
7,30,96.9302535619099
7,31,52.30978441701488
