ax_00_scatter_data_scatter_x,ax_00_scatter_data_scatter_y
0.4967141530112327,0.2857429349972582
-0.13826430117118466,-0.48685126372504883
0.6476885381006925,1.1240198179380003
1.5230298564080254,2.6449210782052415
-0.23415337472333597,-0.5489496052796765
-0.23413695694918055,-0.2662484854910919
1.5792128155073915,4.101518581620048
0.7674347291529088,1.622158364721737
-0.4694743859349521,-0.8101735765085221
0.5425600435859647,1.0478971292888457
-0.46341769281246226,-1.8862209932744451
-0.46572975357025687,-0.9447164448651222
0.24196227156603412,0.5140396481025814
-1.913280244657798,-2.5949394330729527
-1.7249178325130328,-3.5460161474166267
-0.5622875292409727,-0.9738013873151392
-1.0128311203344238,-2.043018125521469
0.3142473325952739,0.04415564638078173
-0.9080240755212109,-1.2446367437849115
-1.4123037013352915,-2.448640886327196
1.465648768921554,3.3268135113646315
-0.22577630048653566,-0.9062463283704407
0.06752820468792384,0.8364535648438973
-1.4247481862134568,-3.550421903823054
-0.5443827245251827,-0.7953369021502301
0.11092258970986608,1.3170729923247215
-1.1509935774223028,-2.7972553174099497
0.37569801834567196,0.46824717188995796
-0.600638689918805,-1.1514516972937894
-0.2916937497932768,-0.8351253266446532
-0.6017066122293969,-1.9787449399918602
1.8522781845089378,3.738837856420889
-0.013497224737933921,-0.5581463063389203
-1.0577109289559004,-1.8786256425942098
0.822544912103189,1.1853777070894764
-1.2208436499710222,-1.6667200974332748
0.2088635950047554,0.026100543841392265
-1.9596701238797756,-4.080371005862389
-1.3281860488984305,-2.249613489112026
0.19686123586912352,-0.22170968647873057
0.7384665799954104,1.5906631272928855
0.1713682811899705,0.996307939521155
-0.11564828238824053,-1.0350381820570949
-0.3011036955892888,-0.5098904619124255
-1.4785219903674274,-2.827102583610643
-0.7198442083947086,-1.048776980900762
-0.4606387709597875,-1.5397528973586159
1.0571222262189157,1.4540161458956933
0.3436182895684614,0.9482073619453717
-1.763040155362734,-3.377587974108875
0.324083969394795,0.7734143639625283
-0.38508228041631654,-0.5969404560841453
-0.6769220003059587,-1.6938563614011628
0.6116762888408679,1.3394794262622376
1.030999522495951,2.2085352816412427
0.9312801191161986,1.5053845292192132
-0.8392175232226385,-0.7455477908728988
-0.3092123758512146,-0.3815082912465354
0.33126343140356396,0.06687511420580361
0.9755451271223592,2.2793670585616335
-0.47917423784528995,-1.4456893108042406
-0.18565897666381712,0.022224348543591788
-1.1063349740060282,-1.6333721585083545
-1.1962066240806708,-2.802754407337197
0.812525822394198,2.106739709410557
1.356240028570823,2.918870520609895
-0.07201012158033385,0.2670098368365773
1.0035328978920242,2.955462287111022
0.36163602504763415,0.600577992093833
-0.6451197546051243,-1.6671075913889934
0.36139560550841393,0.2780339962040662
1.5380365664659692,2.668167990449219
-0.03582603910995154,-0.11020293292695518
1.5646436558140062,3.2998632990363346
-2.6197451040897444,-5.101144808514479
0.8219025043752238,2.0573966332684597
0.08704706823817122,0.18059508241529595
-0.29900735046586746,0.1287523376469235
0.0917607765355023,0.051193136452026555
-1.9875689146008928,-2.615053245906976
-0.21967188783751193,-0.12651010179252076
0.3571125715117464,0.28564636481535155
1.477894044741516,2.420341840452476
-0.5182702182736474,-0.7953042289257022
-0.8084936028931876,-1.7287185984493008
-0.5017570435845365,-0.646513840123027
0.9154021177020741,2.067423047690921
0.32875110965968446,0.6210877629909325
-0.5297602037670388,-1.4829172665682802
0.5132674331133561,0.2691112538837799
0.09707754934804039,-0.029102377337429763
0.9686449905328892,2.3654893782275144
-0.7020530938773524,-1.2970593156896029
-0.3276621465977682,-1.2781936825515303
-0.39210815313215763,-0.6976258433387242
-1.4635149481321186,-2.734371206399819
0.29612027706457605,0.1503118360285856
0.26105527217988933,0.5989730973325427
0.00511345664246089,0.039331272507921726
-0.23458713337514692,-1.0406594156656053
