ax0_trace-ax0-line-0_x,ax0_trace-ax0-line-0_y
0.0,0.04967141530112327
1.0,0.1127660234566308
2.0,0.3159168409911485
3.0,0.5239654413011301
4.0,0.4627813986281351
5.0,0.5694942333597224
6.0,0.8480002930328512
7.0,0.8528899372070478
8.0,0.8027779913560191
9.0,0.9638879997131148
10.0,0.9085604721628276
11.0,0.9382347776551824
12.0,1.0230635663396113
13.0,0.8055267514861626
14.0,0.8063106629634754
15.0,0.8887720657905712
16.0,0.7947106622578934
17.0,0.8639945878942988
18.0,0.6649471668021372
19.0,0.5255386303827626
20.0,0.7136247407549263
21.0,0.435648891678757
22.0,0.34877296379446127
23.0,0.07783571416519514
24.0,0.04061777085166417
25.0,-0.020635674527081246
26.0,-0.2731007537155804
27.0,-0.24416275500686263
28.0,-0.46099440439849426
29.0,-0.5428467665527341
30.0,-0.678329647443545
31.0,-0.5274663529279692
32.0,-0.7971115630046255
33.0,-0.9717964966800289
34.0,-0.8400998028942624
35.0,-1.0859265235570443
36.0,-0.9689350823804571
37.0,-1.1958411400618527
38.0,-1.126657069351097
39.0,-0.9521254447366293
40.0,-0.8603012022655657
41.0,-0.8643165353285849
42.0,-0.8261407802891599
43.0,-0.7647020782164621
44.0,-0.7906398087232823
45.0,-0.6126252382950683
46.0,-0.4758587891851507
47.0,-0.2063212230765955
48.0,-0.1548894154035636
49.0,-0.23972793519283792
50.0,0.09583231659604442
51.0,0.15074301631877848
52.0,0.24434124566789156
53.0,0.49096254097325825
54.0,0.6437407697051929
55.0,0.735915621598159
56.0,0.6506699563352696
57.0,0.7836547144652142
58.0,0.9145797065879384
59.0,1.0317023729773425
60.0,0.9238941445390128
61.0,0.9752725667948724
62.0,0.8892406302732723
63.0,0.8702007794728657
64.0,1.0450947407993618
65.0,1.0579782969616638
66.0,0.8588243916264049
67.0,0.8961151303200343
68.0,0.7488577738836264
69.0,0.5536470107600932
70.0,0.5498169521242472
71.0,0.5547341920532104
72.0,0.27814995293043476
73.0,0.3144657615547512
74.0,-0.23024657691090744
75.0,-0.012865792866660439
76.0,-0.2116058259627232
77.0,-0.37192087837225474
78.0,-0.44905044407386063
79.0,-0.7658167553228601
80.0,-0.6887361893000424
81.0,-0.7200383172030842
82.0,-0.6847804501606201
83.0,-0.9478207961187006
84.0,-1.0258501790039871
85.0,-1.0289781505732325
86.0,-0.905314564181735
87.0,-0.9659922282170396
88.0,-1.037783773388912
89.0,-0.9035754981327381
90.0,-0.8999242404197143
91.0,-0.7528609308962255
92.0,-0.8463517736794925
93.0,-0.7228452261418884
94.0,-0.6321187443678562
95.0,-0.632548230913681
96.0,-0.3420504279538691
97.0,-0.22504245996308986
98.0,-0.1260811079095032
99.0,-0.02345871333751518
