ax-row-0-col-0_trace-id-potential-field_variable-x,ax-row-0-col-0_trace-id-potential-field_variable-y,ax-row-0-col-0_trace-id-potential-field_variable-z
-2.0,-2.0,-0.0006709252558050237
-1.9183673469387754,-2.0,-0.0008861194530056126
-1.836734693877551,-2.0,-0.0011527499117035453
-1.7551020408163265,-2.0,-0.0014768317791299247
-1.6734693877551021,-2.0,-0.0018629373013483127
-1.5918367346938775,-2.0,-0.002313356771658752
-1.510204081632653,-2.0,-0.0028271911885147196
-1.4285714285714286,-2.0,-0.003399450824568467
-1.3469387755102042,-2.0,-0.004020256304452488
-1.2653061224489797,-2.0,-0.004674254956327179
-1.183673469387755,-2.0,-0.005340370909594314
-1.1020408163265307,-2.0,-0.00599199892366445
-1.0204081632653061,-2.0,-0.006597726807777915
-0.9387755102040818,-2.0,-0.007122629142150916
-0.8571428571428572,-2.0,-0.0075301180697598365
-0.7755102040816328,-2.0,-0.007784270258006014
-0.6938775510204083,-2.0,-0.007852480347156096
-0.6122448979591837,-2.0,-0.0077082296779616725
-0.5306122448979593,-2.0,-0.007333714674873734
-0.44897959183673475,-2.0,-0.00672206070693194
-0.3673469387755104,-2.0,-0.005878860586575654
-0.2857142857142858,-2.0,-0.004822824042511404
-0.20408163265306145,-2.0,-0.0035854025715954287
-0.12244897959183687,-2.0,-0.0022093551762368572
-0.04081632653061229,-2.0,-0.0007463326914656686
0.04081632653061229,-2.0,0.0007463326914656686
0.12244897959183643,-2.0,0.002209355176236849
0.204081632653061,-2.0,0.0035854025715954243
0.2857142857142856,-2.0,0.0048228240425114005
0.36734693877551017,-2.0,0.0058788605865756505
0.4489795918367343,-2.0,0.006722060706931933
0.5306122448979589,-2.0,0.007333714674873734
0.6122448979591835,-2.0,0.007708229677961677
0.693877551020408,-2.0,0.007852480347156092
0.7755102040816326,-2.0,0.007784270258006019
0.8571428571428568,-2.0,0.007530118069759839
0.9387755102040813,-2.0,0.007122629142150918
1.020408163265306,-2.0,0.006597726807777913
1.1020408163265305,-2.0,0.005991998923664449
1.1836734693877546,-2.0,0.005340370909594316
1.2653061224489792,-2.0,0.004674254956327181
1.3469387755102038,-2.0,0.004020256304452494
1.4285714285714284,-2.0,0.0033994508245684665
1.510204081632653,-2.0,0.0028271911885147196
1.591836734693877,-2.0,0.002313356771658755
1.6734693877551017,-2.0,0.0018629373013483153
1.7551020408163263,-2.0,0.0014768317791299245
1.8367346938775508,-2.0,0.0011527499117035462
1.9183673469387754,-2.0,0.0008861194530056126
2.0,-2.0,0.0006709252558050237
-2.0,-1.9183673469387754,-0.000923826663771809
-1.9183673469387754,-1.9183673469387754,-0.0012201370732291723
-1.836734693877551,-1.9183673469387754,-0.0015872723464770181
-1.7551020408163265,-1.9183673469387754,-0.002033515005823943
-1.6734693877551021,-1.9183673469387754,-0.0025651607791327717
-1.5918367346938775,-1.9183673469387754,-0.003185363272561761
-1.510204081632653,-1.9183673469387754,-0.0038928846111132673
-1.4285714285714286,-1.9183673469387754,-0.004680854218476562
-1.3469387755102042,-1.9183673469387754,-0.005535668745684018
-1.2653061224489797,-1.9183673469387754,-0.006436188419738791
-1.183673469387755,-1.9183673469387754,-0.007353392942101844
-1.1020408163265307,-1.9183673469387754,-0.008250648380095978
-1.0204081632653061,-1.9183673469387754,-0.009084701898714333
-0.9387755102040818,-1.9183673469387754,-0.00980746314249551
-0.8571428571428572,-1.9183673469387754,-0.01036855267260302
-0.7755102040816328,-1.9183673469387754,-0.010718506063276996
-0.6938775510204083,-1.9183673469387754,-0.010812427552369677
-0.6122448979591837,-1.9183673469387754,-0.010613802424882359
-0.5306122448979593,-1.9183673469387754,-0.010098116150082529
-0.44897959183673475,-1.9183673469387754,-0.009255902744494657
-0.3673469387755104,-1.9183673469387754,-0.008094863198970218
