ax_00_sns_strip_strip_A,ax_00_sns_strip_strip_B,ax_00_sns_strip_strip_C
0.4967141530112327,,
-0.13826430117118466,,
0.6476885381006925,,
1.5230298564080254,,
-0.23415337472333597,,
-0.23413695694918055,,
1.5792128155073915,,
0.7674347291529088,,
-0.4694743859349521,,
0.5425600435859647,,
-0.46341769281246226,,
-0.46572975357025687,,
0.24196227156603412,,
-1.913280244657798,,
-1.7249178325130328,,
-0.5622875292409727,,
-1.0128311203344238,,
0.3142473325952739,,
-0.9080240755212109,,
-1.4123037013352915,,
1.465648768921554,,
-0.22577630048653566,,
0.06752820468792384,,
-1.4247481862134568,,
-0.5443827245251827,,
0.11092258970986608,,
-1.1509935774223028,,
0.37569801834567196,,
-0.600638689918805,,
-0.2916937497932768,,
,1.398293387770603,
,3.852278184508938,
,1.986502775262066,
,0.9422890710440996,
,2.822544912103189,
,0.7791563500289778,
,2.2088635950047553,
,0.04032987612022443,
,0.6718139511015695,
,2.1968612358691235,
,2.7384665799954107,
,2.1713682811899706,
,1.8843517176117595,
,1.6988963044107113,
,0.5214780096325726,
,1.2801557916052912,
,1.5393612290402126,
,3.0571222262189157,
,2.3436182895684614,
,0.23695984463726605,
,2.324083969394795,
,1.6149177195836835,
,1.3230779996940414,
,2.6116762888408678,
,3.030999522495951,
,2.931280119116199,
,1.1607824767773613,
,1.6907876241487854,
,2.331263431403564,
,2.975545127122359,
,,3.281238643232065
,,3.7215115350042742
,,2.3404975389909577
,,2.205690063878994
,,5.218788733591297
,,6.0343600428562345
,,3.891984817629499
,,5.5052993468380365
,,4.542454037571451
,,3.0323203680923134
,,4.5420934082626205
,,6.307054849698954
,,3.9462609413350727
,,6.346965483721009
,,0.07038234386538367
,,5.232853756562836
,,4.130570602357257
,,3.551488974301199
,,4.137641164803253
,,1.0186466280986606
,,3.670492168243732
,,4.53566885726762
,,6.216841067112274
,,3.222594672589529
,,2.7872595956602186
,,3.2473644346231954
,,5.373103176553111
,,4.493126664489527
,,3.2053596943494416
,,4.769901149670034
