ax0_trace-ax0-line-0_x,ax0_trace-ax0-line-0_y
0.0,0.04967141530112327
0.05025125628140704,0.0865069759968601
0.10050251256281408,0.2644230756393263
0.15075376884422112,0.44926306170925145
0.20100502512562815,0.3678535957884555
0.2512562814070352,0.45821530860139126
0.30150753768844224,0.7250496337757314
0.35175879396984927,0.7236475686730259
0.4020100502512563,0.6732036790915398
0.45226130653266333,0.8403861946844039
0.5025125628140704,0.7978336667209838
0.5527638190954774,0.8471280718905657
0.6030150753768845,0.9584034260816925
0.6532663316582915,0.7739570681251793
0.7035175879396985,0.8141292989416339
0.7537688442211056,0.9417710865423482
0.8040201005025126,0.8980234150490741
0.8542713567839196,1.0219526908750203
0.9045226130653267,0.8809503190817771
0.9547738693467337,0.8019399484377706
1.0050251256281408,1.0516340712930905
1.0552763819095479,0.8352562503651328
1.105527638190955,0.8086939079496855
1.155778894472362,0.5954800813439592
1.206030150753769,0.6120828103858837
1.256281407035176,0.5994528234256121
1.306532663316583,0.3891628030158873
1.35678391959799,0.452644416185011
1.407035175879397,0.26163415977127746
1.4572864321608041,0.19590540940339776
1.5075376884422111,0.06600936648367249
1.5577889447236182,0.2112396483662942
1.6080402010050252,-0.07576860839065515
1.6582914572864322,-0.2798696402124966
1.7085427135678393,-0.1897666704345889
1.7587939698492463,-0.48928283382662613
1.8090452261306533,-0.4377835556408486
1.8592964824120604,-0.741479359734703
1.9095477386934674,-0.759667934296401
1.9597989949748744,-0.682173864105843
2.0100502512562817,-0.6959406374554393
2.0603015075376887,-0.8128088848092299
2.1105527638190957,-0.8932929342143083
2.1608040201005028,-0.9547222429996735
2.21105527638191,-1.1060164204102882
2.261306532663317,-1.0540309517356932
2.311557788944724,-1.0420816527282148
2.361809045226131,-0.8942247315841267
2.412060301507538,-0.9594026843080726
2.462311557788945,-1.153866762198032
2.512562814070352,-0.9190867698298537
2.562814070351759,-0.9543330823133529
2.613065326633166,-0.9386040031173237
2.663316582914573,-0.7560416583310972
2.71356783919598,-0.6521593339341913
2.763819095477387,-0.592559003337463
2.814070351758794,-0.6931163678874431
2.864321608040201,-0.5574753055807338
2.9145728643216082,-0.40547305894465396
2.9648241206030153,-0.24866376610735746
3.0150753768844223,-0.298260455909975
3.0653266331658293,-0.1705071571824362
3.1155778894472363,-0.16263955425130244
3.1658291457286434,-0.07116665816508894
3.2160804020100504,0.2296776373712465
3.2663316582914574,0.3825221652558468
3.3165829145728645,0.3356784980988668
3.3668341708542715,0.5357537201818634
3.4170854271356785,0.5596907805189517
3.4673366834170856,0.5418583799821062
3.5175879396984926,0.7192334486917991
3.5678391959798996,0.9067271192387625
3.6180904522613067,0.8115717369582375
3.6683417085427137,1.0256228386120032
3.7185929648241207,0.6524163251518563
3.7688442211055277,1.0325851823248369
3.819095477386935,0.9855121062842863
3.869346733668342,0.963460941854937
3.919597989949749,1.0090667718616884
3.969849246231156,0.7975716674075131
