ax_0_0_plot_000_x,ax_0_0_plot_000_y,ax_0_0_plot_001_x,ax_0_0_plot_001_y,ax_0_0_plot_002_x,ax_0_0_plot_002_y,ax_0_0_plot_003_x,ax_0_0_plot_003_y
0.0,0.0,0.0,0.4075117078135725,0.0,0.5890296893655275,0.0,0.54862224263223
0.0634665182543392,0.0634239196565645,0.0634665182543392,0.4540020219169853,0.0634665182543392,0.6118314450595155,0.0634665182543392,0.5499852253905074
0.1269330365086785,0.1265924535737492,0.1269330365086785,0.4986642301153232,0.1269330365086785,0.6321695714663448,0.1269330365086785,0.5491336117599954
0.1903995547630178,0.1892512443604102,0.1903995547630178,0.5413184934594193,0.1903995547630178,0.6499621741291903,0.1903995547630178,0.5460708308882125
0.253866073017357,0.2511479871810792,0.253866073017357,0.5817930582853436,0.253866073017357,0.6651376085169168,0.253866073017357,0.5408092155127397
0.3173325912716963,0.3120334456984871,0.3173325912716963,0.6199249478057873,0.3173325912716963,0.6776347685113201,0.3173325912716963,0.53336995230164
0.3807991095260356,0.3716624556603276,0.3807991095260356,0.6555606183600647,0.3807991095260356,0.6874033324598972,0.3807991095260356,0.5237829965422227
0.4442656277803748,0.4297949120891716,0.4442656277803748,0.6885565776802415,0.4442656277803748,0.6944039658033813,0.4442656277803748,0.5120869515216746
0.5077321460347141,0.4861967361004687,0.5077321460347141,0.7187799626838532,0.5077321460347141,0.6986084794621278,0.5077321460347141,0.4983289130852474
0.5711986642890533,0.5406408174555976,0.5711986642890533,0.7461090744666463,0.5711986642890533,0.69999994334359,0.5711986642890533,0.4825642799979104
0.6346651825433925,0.5929079290546404,0.6346651825433925,0.7704338683411107,0.6346651825433925,0.6985727545138257,0.6346651825433925,0.4648565308730777
0.6981317007977318,0.6427876096865393,0.6981317007977318,0.7916563969475987,0.6981317007977318,0.694332659758535,0.6981317007977318,0.445276968566635
0.7615982190520711,0.690079011482112,0.7615982190520711,0.809691204653771,0.7615982190520711,0.6872967324427824,0.7615982190520711,0.423904433065506
0.8250647373064104,0.7345917086575333,0.8250647373064104,0.8244656716542678,0.8250647373064104,0.6774933037625818,0.8250647373064104,0.4008249840268502
0.8885312555607496,0.7761464642917568,0.8885312555607496,0.8359203063850342,0.8885312555607496,0.6649618486651692,0.8885312555607496,0.3761315542461989
0.9519977738150888,0.8145759520503357,0.9519977738150888,0.8440089850748516,0.9519977738150888,0.6497528268973228,0.9519977738150888,0.3499235754498864
1.015464292069428,0.8497254299495144,1.015464292069428,0.8486991374694844,1.015464292069428,0.6319274798217727,1.015464292069428,0.3223065779185829
1.0789308103237674,0.8814533634475821,1.0789308103237674,0.8499718779805999,1.0789308103237674,0.6115575838198463,1.0789308103237674,0.2933917655540994
1.1423973285781066,0.9096319953545184,1.1423973285781066,0.8478220817313655,1.1423973285781066,0.5887251612733159,1.1423973285781066,0.2632955681005249
1.205863846832446,0.9341478602651068,1.205863846832446,0.8422584051925197,1.205863846832446,0.5635221502892153,1.205863846832446,0.23213917232274
1.269330365086785,0.954902241444074,1.269330365086785,0.8333032513258194,1.269330365086785,0.5360500344975314,1.269330365086785,0.2000480340300858
1.3327968833411243,0.9718115683235417,1.3327968833411243,0.82099267937522,1.3327968833411243,0.5064194344124453,1.3327968833411243,0.1671513729100992
1.3962634015954636,0.984807753012208,1.3962634015954636,0.8053762596690272,1.3962634015954636,0.474749662002564,1.3962634015954636,0.1335816522064392
1.4597299198498028,0.993838464461254,1.4597299198498028,0.7865168740176796,1.4597299198498028,0.4411682402637335,1.4597299198498028,0.0994740453361558
1.5231964381041423,0.998867339183008,1.5231964381041423,0.7644904625108923,1.5231964381041423,0.4058103897289422,1.5231964381041423,0.064965891594048
1.5866629563584815,0.9998741276738752,1.5866629563584815,0.7393857177337186,1.5866629563584815,0.3688184839829608,1.5866629563584815,0.0301961431357976
1.6501294746128208,0.9968547759519424,1.6501294746128208,0.7113037276328134,1.6501294746128208,0.3303414763741659,1.6501294746128208,-0.0046951945333198
1.71359599286716,0.9898214418809328,1.71359599286716,0.6803575684709491,1.71359599286716,0.290534300231978,1.71359599286716,-0.0395676263111913
1.7770625111214993,0.9788024462147789,1.7770625111214993,0.6466718495088165,1.7770625111214993,0.2495572450050265,1.7770625111214993,-0.074280733223055
1.8405290293758385,0.963842158559942,1.8405290293758385,0.6103822112475116,1.8405290293758385,0.2075753108321143,1.8405290293758385,-0.1086947378391513
1.9039955476301775,0.9450008187146683,1.9039955476301775,0.5716347792521113,1.9039955476301775,0.164757544144894,1.9039955476301775,-0.1426710671090997
1.967462065884517,0.9223542941045814,1.967462065884517,0.5305855757555961,1.967462065884517,0.1212763569775508,1.967462065884517,-0.1760729103466637
2.030928584138856,0.8959937742913359,2.030928584138856,0.4873998914123855,2.030928584138856,0.0773068327243932,2.030928584138856,-0.2087657701180986
2.094395102393196,0.8660254037844385,2.094395102393196,0.4422516197312118,2.094395102393196,0.0330260211408193,2.094395102393196,-0.2406180038158455
2.1578616206475347,0.8325698546347714,2.1578616206475347,0.3953225568673344,2.1578616206475347,-0.0113877745735599,2.1578616206475347,-0.2715013537368509
2.221328138901874,0.795761840530832,2.221328138901874,0.3468016695935849,2.221328138901874,-0.0557557157389758,2.221328138901874,-0.3012914635310693
2.284794657156213,0.7557495743542583,2.284794657156213,0.2968843343978707,2.284794657156213,-0.099899148315743,2.284794657156213,-0.3298683789405926
2.3482611754105527,0.7126941713788627,2.3482611754105527,0.2457715507710118,2.3482611754105527,-0.1436403222810249,2.3482611754105527,-0.3571170308131111
2.411727693664892,0.6667690005162917,2.411727693664892,0.1936691318527358,2.411727693664892,-0.1868031073654375,2.411727693664892,-0.3829276984447757
2.475194211919231,0.6181589862206051,2.475194211919231,0.1407868756948018,2.475194211919231,-0.2292137022674825,2.475194211919231,-0.4071964513867485
2.53866073017357,0.5670598638627709,2.53866073017357,0.0873377204782956,2.53866073017357,-0.2707013344900441,2.53866073017357,-0.4298255679364367
2.6021272484279097,0.5136773915734063,2.6021272484279097,0.0335368870867272,2.6021272484279097,-0.3110989479809636,2.6021272484279097,-0.4507239286283012
2.6655937666822487,0.4582265217274105,2.6655937666822487,-0.0203989875125036,2.6655937666822487,-0.3502438758087988,2.6655937666822487,-0.4698073831397814
2.729060284936588,0.4009305354066136,2.729060284936588,-0.0742527225887176,2.729060284936588,-0.3879784951651457,2.729060284936588,-0.4869990891349462
2.792526803190927,0.3420201433256689,2.792526803190927,-0.1278074681581023,2.792526803190927,-0.4241508620560547,2.792526803190927,-0.5022298216814584
2.855993321445266,0.2817325568414296,2.855993321445266,-0.180847578162064,2.855993321445266,-0.4586153231268678,2.855993321445266,-0.5154382519949452
2.9194598396996057,0.2203105327865408,2.9194598396996057,-0.2331594787977927,2.9194598396996057,-0.4912331021568695,2.9194598396996057,-0.5265711943883679
2.982926357953945,0.1580013959733499,2.982926357953945,-0.2845325285045881,2.982926357953945,-0.5218728588621481,2.982926357953945,-0.5355838204320102
3.0463928762082846,0.0950560433041824,3.0463928762082846,-0.3347598661430785,3.0463928762082846,-0.5504112177565624,3.0463928762082846,-0.5424398394617452
3.109859394462624,0.0317279334980676,3.109859394462624,-0.3836392439520192,3.109859394462624,-0.5767332649412804,3.109859394462624,-0.547111644708729
3.173325912716963,-0.0317279334980678,3.173325912716963,-0.430973841928646,3.173325912716963,-0.6007330108224924,3.173325912716963,-0.5495804244621165
3.236792430971302,-0.0950560433041826,3.236792430971302,-0.4765730603533579,3.236792430971302,-0.6223138168940947,3.236792430971302,-0.5498362378171813
3.3002589492256416,-0.15800139597335,3.3002589492256416,-0.5202532872675192,3.3002589492256416,-0.6413887848668485,3.3002589492256416,-0.5478780547038303
3.3637254674799806,-0.2203105327865405,3.3637254674799806,-0.5618386378140098,3.3637254674799806,-0.6578811065771184,3.3637254674799806,-0.5437137600343325
3.42719198573432,-0.2817325568414298,3.42719198573432,-0.6011616624634699,3.42719198573432,-0.6717243732662395,3.42719198573432,-0.5373601219535601
3.490658503988659,-0.3420201433256686,3.490658503988659,-0.6380640212744522,3.490658503988659,-0.6828628429851493,3.490658503988659,-0.5288427243195872
3.5541250222429985,-0.4009305354066138,3.5541250222429985,-0.6723971214724829,3.5541250222429985,-0.6912516650475434,3.5541250222429985,-0.5181958636865235
3.6175915404973376,-0.4582265217274103,3.6175915404973376,-0.7040227157807178,3.6175915404973376,-0.6968570606277588,3.6175915404973376,-0.5054624112043955
3.681058058751677,-0.5136773915734064,3.681058058751677,-0.7328134590929348,3.681058058751677,-0.6996564587761835,3.681058058751677,-0.4906936399921555
3.744524577006016,-0.5670598638627706,3.744524577006016,-0.7586534212473283,3.744524577006016,-0.6996385873045039,3.744524577006016,-0.4739490186789298
3.807991095260356,-0.6181589862206053,3.807991095260356,-0.7814385538363564,3.807991095260356,-0.6968035181748289,3.807991095260356,-0.4552959719448371
3.8714576135146954,-0.6667690005162915,3.8714576135146954,-0.8010771091729539,3.8714576135146954,-0.6911626672099237,3.8714576135146954,-0.4348096090255988
3.934924131769034,-0.7126941713788629,3.934924131769034,-0.8174900097260859,3.934924131769034,-0.6827387481257208,3.934924131769034,-0.4125724212741565
3.998390650023373,-0.7557495743542582,3.998390650023373,-0.8306111665380559,3.998390650023373,-0.6715656810712024,3.998390650023373,-0.3886739499971084
4.0618571682777125,-0.7957618405308321,4.0618571682777125,-0.8403877453414129,4.0618571682777125,-0.6576884560439324,4.0618571682777125,-0.3632104259034704
4.125323686532052,-0.8325698546347713,4.125323686532052,-0.8467803793038979,4.125323686532052,-0.6411629517312163,4.125323686532052,-0.336284381617576
4.188790204786391,-0.8660254037844388,4.188790204786391,-0.8497633275447846,4.188790204786391,-0.6220557105063469,4.188790204786391,-0.3080042388163843
4.25225672304073,-0.895993774291336,4.25225672304073,-0.8493245787843198,4.25225672304073,-0.6004436704859555,4.25225672304073,-0.2784838716536563
4.3157232412950695,-0.9223542941045814,4.3157232412950695,-0.8454658997089083,4.3157232412950695,-0.5764138557273691,4.3157232412950695,-0.2478421482289262
4.3791897595494085,-0.9450008187146683,4.3791897595494085,-0.8382028278572901,4.3791897595494085,-0.5500630258134473,4.3791897595494085,-0.21620245194762
4.442656277803748,-0.9638421585599422,4.442656277803748,-0.8275646090563554,4.442656277803748,-0.5214972862358919,4.442656277803748,-0.1836921846996286
4.506122796058087,-0.9788024462147789,4.506122796058087,-0.8135940796585232,4.506122796058087,-0.4908316611458824,4.506122796058087,-0.1504422538568642
4.569589314312426,-0.9898214418809328,4.569589314312426,-0.7963474940548667,4.569589314312426,-0.4581896301924148,4.569589314312426,-0.1165865451554742
4.6330558325667655,-0.9968547759519424,4.6330558325667655,-0.775894298158537,4.6330558325667655,-0.4237026313133373,4.6330558325667655,-0.0822613835852378
4.696522350821105,-0.9998741276738752,4.696522350821105,-0.7523168497705806,4.696522350821105,-0.387509531481164,4.696522350821105,-0.0476049844569459
4.759988869075444,-0.998867339183008,4.759988869075444,-0.7257100869541424,4.759988869075444,-0.349756067534791,4.759988869075444,-0.0127568968581291
4.823455387329783,-0.993838464461254,4.823455387329783,-0.6961811457523932,4.823455387329783,-0.31059425934868,4.823455387329783,0.0221425582618682
4.886921905584122,-0.984807753012208,4.886921905584122,-0.6638489287894964,4.886921905584122,-0.2701817977024805,4.886921905584122,0.0569528531148229
4.950388423838462,-0.9718115683235417,4.950388423838462,-0.6288436264917067,4.950388423838462,-0.2286814093159143,4.950388423838462,0.0915338189294394
5.013854942092801,-0.954902241444074,5.013854942092801,-0.5913061928564749,5.013854942092801,-0.1862602016057121,5.013854942092801,0.1257462103615176
5.07732146034714,-0.9341478602651068,5.07732146034714,-0.5513877778804462,5.07732146034714,-0.1430889898030211,5.07732146034714,0.1594522661858113
5.14078797860148,-0.9096319953545182,5.14078797860148,-0.5092491189317728,5.14078797860148,-0.0993416091407601,5.14078797860148,0.1925162640118589
5.204254496855819,-0.881453363447582,5.204254496855819,-0.4650598935174651,5.204254496855819,-0.0551942148804919,5.204254496855819,0.2248050667901462
5.267721015110158,-0.8497254299495144,5.267721015110158,-0.418998036051954,5.267721015110158,-0.010824572997354,5.267721015110158,0.256188658908017
5.331187533364497,-0.8145759520503358,5.331187533364497,-0.3712490213780077,5.331187533364497,0.0335886556207784,5.331187533364497,0.2865406697166561
5.394654051618837,-0.7761464642917566,5.394654051618837,-0.3220051179250003,5.394654051618837,0.0778666345776334,5.394654051618837,0.3157388823810905
5.458120569873176,-0.7345917086575332,5.458120569873176,-0.2714646135118094,5.458120569873176,0.1218310720795872,5.458120569873176,0.3436657260042469
5.521587088127515,-0.690079011482112,5.521587088127515,-0.2198310169117503,5.521587088127515,0.1653049388537942,5.521587088127515,0.3702087490434608
5.585053606381854,-0.6427876096865396,5.585053606381854,-0.1673122383945751,5.585053606381854,0.208113180982585,5.585053606381854,0.3952610721131477
5.648520124636194,-0.5929079290546402,5.648520124636194,-0.1141197525451963,5.648520124636194,0.25008342478381,5.648520124636194,0.4187218183503678
5.711986642890533,-0.5406408174555974,5.711986642890533,-0.0604677467301743,5.711986642890533,0.2910466708988166,5.711986642890533,0.4404965196103473
