ax0_trace-ax0-line-0_x,ax0_trace-ax0-line-0_y
0.0,-0.3
0.10101010101010101,-0.19916157974189538
0.20202020202020202,-0.09935114347731458
0.30303030303030304,-0.0015861955523588933
0.40404040404040403,0.0931366121483298
0.5050505050505051,0.18385164043793467
0.6060606060606061,0.26963410690896567
0.7070707070707071,0.3496095135057065
0.8080808080808081,0.4229625614794605
0.9090909090909091,0.4889454628442574
1.0101010101010102,0.5468855636029835
1.1111111111111112,0.5961922010299563
1.2121212121212122,0.6363627251042847
1.3131313131313131,0.6669876227092997
1.4141414141414141,0.6877546923600839
1.5151515151515151,0.6984522269003894
1.6161616161616161,0.6989711717233569
1.7171717171717171,0.6893062365143401
1.8181818181818181,0.6695559491823238
1.9191919191919191,0.6399216514301311
2.0202020202020203,0.6007054462029555
2.121212121212121,0.5523071179396752
2.2222222222222223,0.4952200570230491
2.323232323232323,0.4300262299764464
2.4242424242424243,0.35739024668277547
2.525252525252525,0.2780525851065732
2.6262626262626263,0.1928220425889235
2.727272727272727,0.10256749066949655
2.8282828282828283,0.008209017490076853
2.929292929292929,-0.0892914519228071
3.0303030303030303,-0.18893996187587025
3.131313131313131,-0.2897206587594653
3.2323232323232323,-0.39060614703340774
3.3333333333333335,-0.4905679628754854
3.4343434343434343,-0.5885870587204325
3.5353535353535355,-0.6836641918061124
3.6363636363636362,-0.7748301108222395
3.7373737373737375,-0.8611554368152017
3.8383838383838382,-0.9417601376193878
3.9393939393939394,-1.0158224992291902
4.040404040404041,-1.0825875026542022
4.141414141414141,-1.14137452086087
4.242424242424242,-1.1915842573351403
4.343434343434343,-1.2327048555318336
4.444444444444445,-1.2643171169287781
4.545454545454545,-1.2860987744909296
4.646464646464646,-1.2978277779792127
4.747474747474747,-1.2993845576124357
4.848484848484849,-1.2907532430056772
4.94949494949495,-1.2720218249588333
5.05050505050505,-1.2433812584459996
5.151515151515151,-1.2051235159501368
5.252525252525253,-1.1576386109880517
5.353535353535354,-1.1014106221689697
5.454545454545454,-1.0370127583189133
5.555555555555555,-0.9651015149788225
5.656565656565657,-0.8864099818472351
5.757575757575758,-0.8017403693939114
5.858585858585858,-0.7119558308308628
5.959595959595959,-0.6179716628106187
6.0606060606060606,-0.5207459745550633
6.161616161616162,-0.4212699205371668
6.262626262626262,-0.32055759628726005
6.363636363636363,-0.21963570032971824
6.4646464646464645,-0.11953306764008906
6.565656565656566,-0.02127018132244274
6.666666666666667,0.07415123057121997
6.767676767676767,0.1657584070256517
6.8686868686868685,0.2526174707464059
6.96969696969697,0.3338429484489058
7.070707070707071,0.4086067976992182
7.171717171717171,0.4761468482835805
7.2727272727272725,0.5357745720522589
7.373737373737374,0.5868821020290789
7.474747474747475,0.6289484292312513
7.575757575757575,0.6615447140268236
7.6767676767676765,0.6843386578838235
7.777777777777778,0.6970978909438748
7.878787878787879,0.6996923408861118
7.979797979797979,0.6920955589323228
8.080808080808081,0.6743849894755358
8.181818181818182,0.6467411805833543
8.282828282828282,0.6094459434244626
8.383838383838384,0.5628794793817835
8.484848484848484,0.5075165041395626
8.585858585858587,0.4439214082568444
8.686868686868687,0.37274250356226474
8.787878787878787,0.2947054140244975
8.88888888888889,0.21060567847428296
8.98989898989899,0.1213006405886069
9.09090909090909,0.02770070881349984
9.191919191919192,-0.06923992467494822
9.292929292929292,-0.16853301135704157
9.393939393939394,-0.269166320938859
9.494949494949495,-0.37011396040064676
9.595959595959595,-0.4703468323280965
9.696969696969697,-0.5688431259103841
9.797979797979798,-0.6645987336558887
9.8989898989899,-0.7566374876337738
10.0,-0.8440211108893698
