ax_00_plot_line_0_line_x,ax_00_plot_line_0_line_y
0.0,0.0
0.06279040531731951,0.002002002002002002
0.12520711420365782,0.004004004004004004
0.18700423504710992,0.006006006006006006
0.24793881631482095,0.008008008008008008
0.30777180069339666,0.01001001001001001
0.3662689619330633,0.012012012012012012
0.4232018207282413,0.014014014014014014
0.4783485360573639,0.016016016016016016
0.5314947685089053,0.018018018018018018
0.5824345122382182,0.02002002002002002
0.6309708923304524,0.022022022022022022
0.6769169244879705,0.024024024024024024
0.7200962341157114,0.026026026026026026
0.7603437320442524,0.028028028028028028
0.7975062443071756,0.03003003003003003
0.8314430935760758,0.03203203203203203
0.8620266300523569,0.03403403403403403
0.8891427098190907,0.036036036036036036
0.9126911188678156,0.03803803803803804
0.9325859412333866,0.04004004004004004
0.9487558698939804,0.04204204204204204
0.9611444593222064,0.044044044044044044
0.9697103188060673,0.04604604604604605
0.9744272458943257,0.04804804804804805
0.9752842995587185,0.050050050050050046
0.9722858129044847,0.05205205205205205
0.9654513454998873,0.05405405405405406
0.9548155756338571,0.056056056056056056
0.940428133047648,0.058058058058058054
0.9223533729205132,0.06006006006006006
0.9006700921199882,0.062062062062062065
0.875471188953485,0.06406406406406406
0.8468632678786838,0.06606606606606606
0.8149661908447883,0.06806806806806806
0.7799125771442484,0.07007007007007007
0.7418472538542706,0.07207207207207207
0.7009266591384973,0.07407407407407407
0.657318200860996,0.07607607607607608
0.6111995731363554,0.07807807807807808
0.5627580336006629,0.08008008008008008
0.5121896443377831,0.08208208208208208
0.4596984795330908,0.08408408408408408
0.4054958030521613,0.08608608608608609
0.3497992192543498,0.08808808808808809
0.292831800450346,0.09009009009009009
0.2348211944982557,0.0920920920920921
0.1759987161042661,0.0940940940940941
0.11659842545118458,0.0960960960960961
0.05685619782100755,0.0980980980980981
-0.002991212094111986,0.10010010010010009
-0.06270710748449343,0.1021021021021021
-0.12205578461225311,0.1041041041041041
-0.1808034622061416,0.1061061061061061
-0.23871920140097627,0.10810810810810811
-0.2955758126054626,0.11011011011011011
-0.35115074574105914,0.11211211211211211
-0.40522696036737843,0.11411411411411411
-0.4575937722960546,0.11611611611611611
-0.5080476733947217,0.11811811811811812
-0.5563931213952638,0.12012012012012012
-0.6024432966454247,0.12212212212212212
-0.6460208228795767,0.12412412412412413
-0.6869584492325048,0.12612612612612611
-0.7250996908787439,0.12812812812812813
-0.7602994258487374,0.13013013013013014
-0.7924244457511522,0.13213213213213212
-0.8213539583173667,0.13413413413413414
-0.8469800398786774,0.13613613613613612
-0.8692080360884171,0.13813813813813813
-0.8879569094090243,0.14014014014014015
-0.9031595320974601,0.14214214214214213
-0.9147629236402378,0.14414414414414414
-0.9227284318109457,0.14614614614614616
-0.9270318567475686,0.14814814814814814
-0.9276635176732858,0.15015015015015015
-0.9246282621118019,0.15215215215215216
-0.9179454176758141,0.15415415415415415
-0.9076486867339739,0.15615615615615616
-0.8937859844868123,0.15815815815815815
-0.8764192212046442,0.16016016016016016
-0.855624029599623,0.16216216216216217
-0.8314894385189544,0.16416416416416416
-0.8041174943560314,0.16616616616616617
-0.7736228317800432,0.16816816816816815
-0.7401321955816735,0.17017017017017017
-0.7037839156220881,0.17217217217217218
-0.6647273370537308,0.17417417417417416
-0.6231222081538605,0.17617617617617617
-0.5791380282745834,0.1781781781781782
-0.5329533585657035,0.18018018018018017
-0.484755098268522,0.18218218218218218
-0.4347377295091731,0.1841841841841842
-0.38310253363866786,0.18618618618618618
-0.3300567822731907,0.1881881881881882
-0.2758129062818453,0.19019019019019018
-0.22058764604968345,0.1921921921921922
-0.16460118641120222,0.1941941941941942
-0.10807627970326227,0.1961961961961962
-0.051237360426435466,0.1981981981981982
0.0056903449700086645,0.20020020020020018
0.06248170965208401,0.2022022022022022
0.1189125957882969,0.2042042042042042
0.17476073825005578,0.2062062062062062
0.22980661914471784,0.2082082082082082
0.2838343297438792,0.21021021021021022
0.33663241642624797,0.2122122122122122
0.3879947073243157,0.21421421421421422
0.43772111644693573,0.21621621621621623
0.4856184221453774,0.2182182182182182
0.5315010168980742,0.22022022022022023
0.5751916255086439,0.2222222222222222
0.6165219889424277,0.22422422422422422
0.6553335111680669,0.22622622622622623
0.6914778665221482,0.22822822822822822
0.7248175652758588,0.23023023023023023
0.755226475252418,0.23223223223223222
0.7825902975220278,0.23423423423423423
0.8068069943864653,0.23623623623623624
0.8277871680575819,0.23823823823823823
0.8454543886319619,0.24024024024024024
0.8597454701671641,0.24224224224224225
0.8706106938724316,0.24424424424424424
0.8780139776377068,0.24624624624624625
0.8819329913383761,0.24824824824824826
0.8823592175685743,0.2502502502502503
0.8792979576722013,0.25225225225225223
0.8727682831572232,0.25425425425425424
0.8628029327944804,0.25625625625625625
0.8494481559162423,0.25825825825825827
0.8327635026413178,0.2602602602602603
0.8128215619617892,0.26226226226226224
0.7897076488305914,0.26426426426426425
0.763519441588414,0.26626626626626626
0.7343665712619397,0.2682682682682683
0.7023701644525702,0.2702702702702703
0.6676623417147206,0.27227227227227224
0.6303856734948654,0.27427427427427425
0.5906925958660617,0.27627627627627627
0.548744788447073,0.2782782782782783
0.504712517039879,0.2802802802802803
0.4587739436536912,0.2822822822822823
0.41111440670713767,0.28428428428428426
0.36192567431252487,0.2862862862862863
0.3114051736466756,0.2882882882882883
0.259755199501266,0.2902902902902903
0.207182105181752,0.2922922922922923
0.1538954789873049,0.29429429429429427
0.10010730955474198,0.2962962962962963
0.04603114338687093,0.2982982982982983
-0.008118762090129182,0.3003003003003003
-0.062128286584641916,0.3023023023023023
-0.11578429275954609,0.30430430430430433
-0.16887546647638024,0.3063063063063063
-0.22119314815466043,0.3083083083083083
-0.27253215197902025,0.3103103103103103
-0.32269156974139723,0.3123123123123123
-0.3714755561726051,0.31431431431431434
-0.4186940926970926,0.3163163163163163
-0.4641637266360769,0.3183183183183183
-0.5077082829871824,0.3203203203203203
-0.5491595460228674,0.32232232232232233
-0.5883579080746573,0.32432432432432434
-0.6251529830051394,0.3263263263263263
-0.6594041820142424,0.3283283283283283
-0.6909812495798062,0.3303303303303303
-0.7197647574944375,0.33233233233233234
-0.745646555130261,0.33433433433433435
-0.7685301742398978,0.3363363363363363
-0.7883311867850342,0.3383383383383383
-0.8049775144725625,0.34034034034034033
-0.8184096888717607,0.34234234234234234
-0.8285810611834857,0.34434434434434436
-0.8354579609331869,0.34634634634634637
-0.8390198030628097,0.3483483483483483
-0.8392591431016245,0.35035035035035034
-0.8361816803018125,0.35235235235235235
-0.8298062088304896,0.35435435435435436
-0.8201645173149216,0.3563563563563564
-0.8073012372411691,0.35835835835835833
-0.7912736409075012,0.36036036036036034
-0.7721513898318672,0.36236236236236236
-0.7500162347066671,0.36436436436436437
-0.7249616681833636,0.3663663663663664
-0.697092531953289,0.3683683683683684
-0.6665245797686732,0.37037037037037035
-0.6333839982187242,0.37237237237237236
-0.597806887238916,0.3743743743743744
-0.5599387024867524,0.3763763763763764
-0.5199336618637522,0.3783783783783784
-0.4779541186004602,0.38038038038038036
-0.4341699034486139,0.38238238238238237
-0.3887576386415871,0.3843843843843844
-0.3419000263904272,0.3863863863863864
-0.2937851147779353,0.3883883883883884
-0.24460554399679751,0.39039039039039036
-0.19455777594955911,0.3923923923923924
-0.14384131028795522,0.3943943943943944
-0.09265789001652727,0.3963963963963964
-0.041210699820438394,0.3983983983983984
0.010296439700147058,0.40040040040040037
0.061659878696973786,0.4024024024024024
0.11267694245253347,0.4044044044044044
0.16314673029694063,0.4064064064064064
0.21287090591683663,0.4084084084084084
0.2616544759506467,0.41041041041041043
0.30930655381701255,0.4124124124124124
0.3556411057876595,0.4144144144144144
0.40047767639211856,0.4164164164164164
0.4436420903292158,0.4184184184184184
0.48496712815870746,0.42042042042042044
0.5242931731555165,0.4224224224224224
0.5614688268282139,0.4244244244244244
0.5963514907321831,0.4264264264264264
0.628807912345876,0.42842842842842843
0.6587146929249801,0.43043043043043044
0.6859587554037859,0.43243243243243246
0.7104377705747356,0.4344344344344344
0.7320605399455624,0.4364364364364364
0.7507473338477991,0.43843843843843844
0.7664301835501331,0.44044044044044045
0.7790531263143048,0.44244244244244246
0.7885724025193326,0.4444444444444444
0.7949566041709966,0.44644644644644643
0.7981867743069663,0.44844844844844844
0.7982564570029952,0.45045045045045046
0.795171697881374,0.45245245245245247
0.7889509952186283,0.4544544544544544
0.7796252019444632,0.45645645645645644
0.7672373790174202,0.45845845845845845
0.7518426008538786,0.46046046046046046
0.7335077136751387,0.4624624624624625
0.7123110478216408,0.46446446446446443
0.6883420852631728,0.46646646646646645
0.6617010837085071,0.46846846846846846
0.6324986588865886,0.47047047047047047
0.6008553267335494,0.4724724724724725
0.5669010073747768,0.4744744744744745
0.530774492938459,0.47647647647647645
0.4926228813758683,0.47847847847847846
0.45260097859362985,0.4804804804804805
0.41087067132381816,0.4824824824824825
0.3676002732684954,0.4844844844844845
0.32296384715585824,0.48648648648648646
0.27714050543504454,0.48848848848848847
0.23031369241564062,0.4904904904904905
0.18267045072559318,0.4924924924924925
0.13440067501749153,0.4944944944944945
0.08569635589769029,0.4964964964964965
0.036750817085427157,0.4984984984984985
-0.01224205117015487,0.5005005005005005
-0.06108855937844875,0.5025025025025025
-0.10959598376797923,0.5045045045045045
-0.15757332590102338,0.5065065065065065
-0.20483206395136389,0.5085085085085085
-0.25118689269320793,0.5105105105105106
-0.29645644929972315,0.5125125125125125
-0.34046402211167426,0.5145145145145145
-0.3830382396094329,0.5165165165165165
-0.4240137369055694,0.5185185185185185
-0.46323179716929846,0.5205205205205206
-0.5005409654983466,0.5225225225225225
-0.5357976328676487,0.5245245245245245
-0.5688665879072207,0.5265265265265265
-0.5996215343932478,0.5285285285285285
-0.6279455724760684,0.5305305305305306
-0.6537316418160249,0.5325325325325325
-0.6768829249523179,0.5345345345345345
-0.6973132093904942,0.5365365365365365
-0.7149472070603226,0.5385385385385385
-0.72972082996703,0.5405405405405406
-0.7415814210342201,0.5425425425425425
-0.7504879393159625,0.5445445445445445
-0.7564110989374301,0.5465465465465466
-0.759333461307605,0.5485485485485485
-0.7592494803331409,0.5505505505505506
-0.7561655005487062,0.5525525525525525
-0.7500997082653708,0.5545545545545546
-0.7410820360240353,0.5565565565565566
-0.7291540208248393,0.5585585585585585
-0.7143686167852064,0.5605605605605606
-0.6967899630579565,0.5625625625625625
-0.6764931080160052,0.5645645645645646
-0.6535636908810466,0.5665665665665666
-0.6280975821393145,0.5685685685685685
-0.6002004842477988,0.5705705705705706
-0.5699874942880977,0.5725725725725725
-0.5375826303722017,0.5745745745745746
-0.5031183237441054,0.5765765765765766
-0.4667348786527966,0.5785785785785785
-0.4285799021954187,0.5805805805805806
-0.38880770644359525,0.5825825825825826
-0.3475786852708703,0.5845845845845846
-0.30505866839431284,0.5865865865865866
-0.26141825522835704,0.5885885885885885
-0.21683213122350908,0.5905905905905906
-0.17147836942648426,0.5925925925925926
-0.1255377200511084,0.5945945945945946
-0.07919289089134034,0.5965965965965966
-0.03262782143807228,0.5985985985985985
0.013973046419343474,0.6006006006006006
0.06042549821815383,0.6026026026026026
0.106546274389009,0.6046046046046046
0.15215379249450056,0.6066066066066066
0.1970688613961335,0.6086086086086087
0.24111538454370365,0.6106106106106106
0.28412104962990026,0.6126126126126126
0.3259180019122019,0.6146146146146146
