ax_0_0_plot_000_x,ax_0_0_plot_000_y
0.0,0.0496714153011232
0.1282282715750936,0.1140507315673875
0.2564565431501872,0.3184234377195766
0.3846848147252807,0.5275699905201766
0.5129130863003744,0.4673022145316042
0.6411413578754679,0.5746968347962979
0.7693696294505615,0.8536038321542255
0.8975979010256552,0.8585749553833206
1.0258261726007487,0.8081953244118508
1.1540544441758422,0.9686686273744088
1.2822827157509358,0.9123260837554144
1.4105109873260295,0.9406088080574244
1.538739258901123,1.0236824433572913
1.6669675304762166,0.8040510884834184
1.7951958020513104,0.8024361289305203
1.923424073626404,0.8822396691256632
2.0516523452014974,0.7853161943395577
2.179880616776591,0.8515969878564835
2.3081088883516845,0.6494755895231946
2.436337159926778,0.5069980251742596
2.564565431501872,0.6920997781027045
2.692793703076965,0.4113061090689046
2.821021974652059,0.3218610384924132
2.9492502462271526,0.0486838100800268
3.077478517802246,0.0096319475281949
3.20570678937734,-0.0529779610097259
3.333935060952433,-0.3062579864436021
3.4621633325275267,-0.277538416189053
3.5903916041026207,-0.4939476081094385
3.718619875677714,-0.5747042761898762
3.846848147252808,-0.7083990565307279
3.975076418827901,-0.5550501786244215
4.103304690402995,-0.821521977070749
4.231532961978089,-0.99237039926859
4.359761233553182,-0.8562139308394413
4.487989505128276,-1.097012277178926
4.616217776703369,-0.9744927534487224
4.744446048278463,-1.1954532285886654
4.872674319853556,-1.1200003883042933
5.00090259142865,-0.9389817294497484
5.129130863003743,-0.8405659650162718
5.257359134578837,-0.8380059348863493
5.385587406153931,-0.793396310706854
5.513815677729024,-0.7257929201624158
5.642043949304118,-0.745962729527959
5.770272220879211,-0.5627019728434095
5.898500492454305,-0.4213308819753533
6.026728764029398,-0.1479423612876167
6.154957035604492,-0.0935153327276605
6.283185307179586,-0.1763040155362736
