ax-row-0-col-0_trace-id-flow-field_variable-x,ax-row-0-col-0_trace-id-flow-field_variable-y,ax-row-0-col-0_trace-id-flow-field_variable-u,ax-row-0-col-0_trace-id-flow-field_variable-v
-2.0,-2.0,-7.0,-5.0
-1.8620689655172413,-2.0,-6.467300832342449,-4.862068965517241
-1.7241379310344827,-2.0,-5.972651605231866,-4.724137931034482
-1.5862068965517242,-2.0,-5.516052318668253,-4.586206896551724
-1.4482758620689655,-2.0,-5.097502972651606,-4.448275862068965
-1.3103448275862069,-2.0,-4.717003567181926,-4.310344827586206
-1.1724137931034484,-2.0,-4.374554102259216,-4.172413793103448
-1.0344827586206897,-2.0,-4.070154577883472,-4.0344827586206895
-0.896551724137931,-2.0,-3.8038049940546967,-3.896551724137931
-0.7586206896551724,-2.0,-3.5755053507728896,-3.7586206896551726
-0.6206896551724137,-2.0,-3.38525564803805,-3.6206896551724137
-0.48275862068965525,-2.0,-3.2330558858501783,-3.4827586206896552
-0.3448275862068966,-2.0,-3.1189060642092747,-3.344827586206897
-0.2068965517241379,-2.0,-3.0428061831153386,-3.206896551724138
-0.06896551724137945,-2.0,-3.004756242568371,-3.0689655172413794
0.06896551724137945,-2.0,-3.004756242568371,-2.9310344827586206
0.2068965517241379,-2.0,-3.0428061831153386,-2.793103448275862
0.34482758620689635,-2.0,-3.1189060642092743,-2.6551724137931036
0.48275862068965525,-2.0,-3.2330558858501783,-2.5172413793103448
0.6206896551724137,-2.0,-3.38525564803805,-2.3793103448275863
0.7586206896551726,-2.0,-3.5755053507728896,-2.2413793103448274
0.896551724137931,-2.0,-3.8038049940546967,-2.103448275862069
1.0344827586206895,-2.0,-4.070154577883471,-1.9655172413793105
1.1724137931034484,-2.0,-4.374554102259216,-1.8275862068965516
1.3103448275862069,-2.0,-4.717003567181926,-1.6896551724137931
1.4482758620689653,-2.0,-5.097502972651604,-1.5517241379310347
1.5862068965517242,-2.0,-5.516052318668253,-1.4137931034482758
1.7241379310344827,-2.0,-5.972651605231866,-1.2758620689655173
1.862068965517241,-2.0,-6.467300832342449,-1.137931034482759
2.0,-2.0,-7.0,-1.0
-2.0,-1.8620689655172413,-6.862068965517241,-4.467300832342449
-1.8620689655172413,-1.8620689655172413,-6.32936979785969,-4.329369797859691
-1.7241379310344827,-1.8620689655172413,-5.834720570749107,-4.191438763376932
-1.5862068965517242,-1.8620689655172413,-5.378121284185494,-4.053507728894173
-1.4482758620689655,-1.8620689655172413,-4.959571938168847,-3.915576694411415
-1.3103448275862069,-1.8620689655172413,-4.5790725326991675,-3.7776456599286563
-1.1724137931034484,-1.8620689655172413,-4.236623067776457,-3.639714625445898
-1.0344827586206897,-1.8620689655172413,-3.9322235434007133,-3.5017835909631394
-0.896551724137931,-1.8620689655172413,-3.665873959571938,-3.3638525564803805
-0.7586206896551724,-1.8620689655172413,-3.4375743162901307,-3.2259215219976216
-0.6206896551724137,-1.8620689655172413,-3.247324613555291,-3.087990487514863
-0.48275862068965525,-1.8620689655172413,-3.0951248513674194,-2.9500594530321047
-0.3448275862068966,-1.8620689655172413,-2.9809750297265163,-2.812128418549346
-0.2068965517241379,-1.8620689655172413,-2.90487514863258,-2.6741973840665874
-0.06896551724137945,-1.8620689655172413,-2.8668252080856123,-2.536266349583829
0.06896551724137945,-1.8620689655172413,-2.8668252080856123,-2.39833531510107
0.2068965517241379,-1.8620689655172413,-2.90487514863258,-2.2604042806183116
0.34482758620689635,-1.8620689655172413,-2.980975029726516,-2.122473246135553
0.48275862068965525,-1.8620689655172413,-3.0951248513674194,-1.9845422116527942
0.6206896551724137,-1.8620689655172413,-3.247324613555291,-1.8466111771700358
0.7586206896551726,-1.8620689655172413,-3.4375743162901307,-1.7086801426872769
0.896551724137931,-1.8620689655172413,-3.665873959571938,-1.5707491082045184
1.0344827586206895,-1.8620689655172413,-3.9322235434007133,-1.43281807372176
1.1724137931034484,-1.8620689655172413,-4.236623067776457,-1.294887039239001
1.3103448275862069,-1.8620689655172413,-4.5790725326991675,-1.1569560047562426
1.4482758620689653,-1.8620689655172413,-4.959571938168846,-1.0190249702734842
1.5862068965517242,-1.8620689655172413,-5.378121284185494,-0.8810939357907253
1.7241379310344827,-1.8620689655172413,-5.834720570749107,-0.7431629013079668
1.862068965517241,-1.8620689655172413,-6.32936979785969,-0.6052318668252084
2.0,-1.8620689655172413,-6.862068965517241,-0.46730083234244946
-2.0,-1.7241379310344827,-6.724137931034482,-3.9726516052318663
-1.8620689655172413,-1.7241379310344827,-6.191438763376931,-3.8347205707491074
-1.7241379310344827,-1.7241379310344827,-5.696789536266349,-3.696789536266349
-1.5862068965517242,-1.7241379310344827,-5.240190249702735,-3.5588585017835905
-1.4482758620689655,-1.7241379310344827,-4.821640903686088,-3.4209274673008316
-1.3103448275862069,-1.7241379310344827,-4.441141498216409,-3.282996432818073
-1.1724137931034484,-1.7241379310344827,-4.098692033293698,-3.1450653983353147
-1.0344827586206897,-1.7241379310344827,-3.794292508917955,-3.007134363852556
-0.896551724137931,-1.7241379310344827,-3.5279429250891794,-2.8692033293697974
-0.7586206896551724,-1.7241379310344827,-3.2996432818073718,-2.731272294887039
-0.6206896551724137,-1.7241379310344827,-3.1093935790725324,-2.59334126040428
-0.48275862068965525,-1.7241379310344827,-2.957193816884661,-2.4554102259215216
-0.3448275862068966,-1.7241379310344827,-2.8430439952437574,-2.317479191438763
-0.2068965517241379,-1.7241379310344827,-2.7669441141498217,-2.1795481569560042
-0.06896551724137945,-1.7241379310344827,-2.7288941736028534,-2.041617122473246
0.06896551724137945,-1.7241379310344827,-2.7288941736028534,-1.9036860879904869
0.2068965517241379,-1.7241379310344827,-2.7669441141498217,-1.7657550535077284
0.34482758620689635,-1.7241379310344827,-2.8430439952437574,-1.62782401902497
