ax-row-0-col-0_trace-id-random-image_variable-row,ax-row-0-col-0_trace-id-random-image_variable-col,ax-row-0-col-0_trace-id-random-image_variable-value
0,0,0.3745401188473625
0,1,0.9507143064099162
0,2,0.7319939418114051
0,3,0.5986584841970366
0,4,0.15601864044243652
0,5,0.15599452033620265
0,6,0.05808361216819946
0,7,0.8661761457749352
0,8,0.6011150117432088
0,9,0.7080725777960455
0,10,0.020584494295802447
0,11,0.9699098521619943
0,12,0.8324426408004217
0,13,0.21233911067827616
0,14,0.18182496720710062
0,15,0.18340450985343382
0,16,0.3042422429595377
0,17,0.5247564316322378
0,18,0.43194501864211576
0,19,0.2912291401980419
1,0,0.6118528947223795
1,1,0.13949386065204183
1,2,0.29214464853521815
1,3,0.3663618432936917
1,4,0.45606998421703593
1,5,0.7851759613930136
1,6,0.19967378215835974
1,7,0.5142344384136116
1,8,0.5924145688620425
1,9,0.046450412719997725
1,10,0.6075448519014384
1,11,0.17052412368729153
1,12,0.06505159298527952
1,13,0.9488855372533332
1,14,0.9656320330745594
1,15,0.8083973481164611
1,16,0.3046137691733707
1,17,0.09767211400638387
1,18,0.6842330265121569
1,19,0.4401524937396013
2,0,0.12203823484477883
2,1,0.4951769101112702
2,2,0.034388521115218396
2,3,0.9093204020787821
2,4,0.2587799816000169
2,5,0.662522284353982
2,6,0.31171107608941095
2,7,0.5200680211778108
2,8,0.5467102793432796
2,9,0.18485445552552704
2,10,0.9695846277645586
2,11,0.7751328233611146
2,12,0.9394989415641891
2,13,0.8948273504276488
2,14,0.5978999788110851
2,15,0.9218742350231168
2,16,0.0884925020519195
2,17,0.1959828624191452
2,18,0.045227288910538066
2,19,0.32533033076326434
3,0,0.388677289689482
3,1,0.2713490317738959
3,2,0.8287375091519293
3,3,0.3567533266935893
3,4,0.28093450968738076
3,5,0.5426960831582485
3,6,0.14092422497476265
3,7,0.8021969807540397
3,8,0.07455064367977082
3,9,0.9868869366005173
3,10,0.7722447692966574
3,11,0.1987156815341724
3,12,0.005522117123602399
3,13,0.8154614284548342
3,14,0.7068573438476171
3,15,0.7290071680409873
3,16,0.7712703466859457
3,17,0.07404465173409036
3,18,0.3584657285442726
3,19,0.11586905952512971
4,0,0.8631034258755935
4,1,0.6232981268275579
4,2,0.3308980248526492
4,3,0.06355835028602363
4,4,0.3109823217156622
4,5,0.32518332202674705
4,6,0.7296061783380641
4,7,0.6375574713552131
4,8,0.8872127425763265
4,9,0.4722149251619493
4,10,0.1195942459383017
4,11,0.713244787222995
4,12,0.7607850486168974
4,13,0.5612771975694962
4,14,0.770967179954561
4,15,0.49379559636439074
4,16,0.5227328293819941
4,17,0.42754101835854963
4,18,0.02541912674409519
4,19,0.10789142699330445
5,0,0.03142918568673425
5,1,0.6364104112637804
5,2,0.3143559810763267
5,3,0.5085706911647028
5,4,0.907566473926093
5,5,0.24929222914887494
5,6,0.41038292303562973
5,7,0.7555511385430487
5,8,0.22879816549162246
5,9,0.07697990982879299
5,10,0.289751452913768
5,11,0.16122128725400442
5,12,0.9296976523425731
5,13,0.808120379564417
5,14,0.6334037565104235
5,15,0.8714605901877177
5,16,0.8036720768991145
5,17,0.18657005888603584
5,18,0.8925589984899778
5,19,0.5393422419156507
6,0,0.8074401551640625
6,1,0.8960912999234932
6,2,0.3180034749718639
6,3,0.11005192452767676
6,4,0.22793516254194168
6,5,0.4271077886262563
6,6,0.8180147659224931
6,7,0.8607305832563434
6,8,0.006952130531190703
6,9,0.5107473025775657
6,10,0.417411003148779
6,11,0.22210781047073025
6,12,0.1198653673336828
6,13,0.33761517140362796
6,14,0.9429097039125192
6,15,0.32320293202075523
6,16,0.5187906217433661
6,17,0.7030189588951778
6,18,0.363629602379294
6,19,0.9717820827209607
7,0,0.9624472949421112
7,1,0.25178229582536416
7,2,0.49724850589238545
7,3,0.30087830981676966
7,4,0.2848404943774676
7,5,0.036886947354532795
7,6,0.6095643339798968
7,7,0.5026790232288615
7,8,0.05147875124998935
7,9,0.27864646423661144
7,10,0.9082658859666537
7,11,0.23956189066697242
7,12,0.1448948720912231
7,13,0.489452760277563
7,14,0.9856504541106007
7,15,0.2420552715115004
7,16,0.6721355474058786
7,17,0.7616196153287176
7,18,0.23763754399239967
7,19,0.7282163486118596
8,0,0.3677831327192532
8,1,0.6323058305935795
8,2,0.6335297107608947
8,3,0.5357746840747585
8,4,0.0902897700544083
8,5,0.835302495589238
8,6,0.32078006497173583
8,7,0.18651851039985423
8,8,0.040775141554763916
8,9,0.5908929431882418
8,10,0.6775643618422824
8,11,0.016587828927856152
8,12,0.512093058299281
8,13,0.22649577519793795
8,14,0.6451727904094499
8,15,0.17436642900499144
8,16,0.690937738102466
8,17,0.3867353463005374
8,18,0.9367299887367345
8,19,0.13752094414599325
9,0,0.3410663510502585
9,1,0.11347352124058907
9,2,0.9246936182785628
9,3,0.877339353380981
9,4,0.2579416277151556
9,5,0.659984046034179
9,6,0.8172222002012158
9,7,0.5552008115994623
9,8,0.5296505783560065
9,9,0.24185229090045168
9,10,0.09310276780589921
9,11,0.8972157579533268
9,12,0.9004180571633305
9,13,0.6331014572732679
9,14,0.3390297910487007
9,15,0.3492095746126609
9,16,0.7259556788702394
9,17,0.8971102599525771
9,18,0.8870864242651173
9,19,0.7798755458576239
10,0,0.6420316461542878
10,1,0.08413996499504883
10,2,0.16162871409461377
10,3,0.8985541885270792
10,4,0.6064290596595899
10,5,0.009197051616629648
10,6,0.1014715428660321
10,7,0.6635017691080558
10,8,0.005061583846218687
10,9,0.16080805141749865
10,10,0.5487337893665861
10,11,0.6918951976926933
10,12,0.6519612595026005
10,13,0.22426930946055978
10,14,0.7121792213475359
10,15,0.23724908749680007
10,16,0.3253996981592677
10,17,0.7464914051180241
10,18,0.6496328990472147
10,19,0.8492234104941779
11,0,0.6576128923003434
11,1,0.5683086033354716
11,2,0.09367476782809248
11,3,0.3677158030594335
11,4,0.26520236768172545
11,5,0.24398964337908358
11,6,0.9730105547524456
11,7,0.3930977246667604
11,8,0.8920465551771133
11,9,0.6311386259972629
11,10,0.7948113035416484
11,11,0.5026370931051921
11,12,0.5769038846263591
11,13,0.4925176938188639
11,14,0.1952429877980445
