ax-row-0-col-0_trace-id-sns-histplot-0_variable-bin-centers,ax-row-0-col-0_trace-id-sns-histplot-0_variable-bin-counts,ax-row-0-col-0_trace-id-sns-histplot-0_variable-bin-widths,ax-row-0-col-0_trace-id-sns-histplot-0_variable-bin-edges-left,ax-row-0-col-0_trace-id-sns-histplot-0_variable-bin-edges-right
-2.4111770548326827,0,0.31492727710107005,-2.5686406933832178,-2.2537134162821477
-2.0962497777316127,0,0.31492727710107005,-2.2537134162821477,-1.9387861391810777
-1.7813225006305426,1,0.31492727710107005,-1.9387861391810777,-1.6238588620800076
-1.4663952235294726,0,0.31492727710107005,-1.6238588620800076,-1.3089315849789376
-1.1514679464284026,0,0.31492727710107005,-1.3089315849789376,-0.9940043078778675
-0.8365406693273325,0,0.31492727710107005,-0.9940043078778675,-0.6790770307767975
-0.5216133922262625,2,0.31492727710107005,-0.6790770307767975,-0.36414975367572744
-0.20668611512519242,3,0.31492727710107005,-0.36414975367572744,-0.04922247657465739
0.10824116197587763,4,0.31492727710107005,-0.04922247657465739,0.26570480052641265
0.4231684390769477,2,0.31492727710107005,0.26570480052641265,0.5806320776274827
0.7380957161780177,3,0.31492727710107005,0.5806320776274827,0.8955593547285527
1.0530229932790878,4,0.31492727710107005,0.8955593547285527,1.2104866318296228
1.3679502703801578,1,0.31492727710107005,1.2104866318296228,1.5254139089306928
1.6828775474812279,4,0.31492727710107005,1.5254139089306928,1.8403411860317629
1.997804824582298,4,0.31492727710107005,1.8403411860317629,2.155268463132833
2.312732101683368,2,0.31492727710107005,2.155268463132833,2.470195740233903
2.627659378784438,1,0.31492727710107005,2.470195740233903,2.785123017334973
2.942586655885508,0,0.31492727710107005,2.785123017334973,3.100050294436043
3.257513932986578,0,0.31492727710107005,3.100050294436043,3.414977571537113
0.4231684390769477,1,-5.983618264920331,3.414977571537113,-2.5686406933832178
-2.4111770548326827,0,0.31492727710107005,-2.5686406933832178,-2.2537134162821477
-2.0962497777316127,0,0.31492727710107005,-2.2537134162821477,-1.9387861391810777
-1.7813225006305426,0,0.31492727710107005,-1.9387861391810777,-1.6238588620800076
-1.4663952235294726,0,0.31492727710107005,-1.6238588620800076,-1.3089315849789376
-1.1514679464284026,0,0.31492727710107005,-1.3089315849789376,-0.9940043078778675
-0.8365406693273325,1,0.31492727710107005,-0.9940043078778675,-0.6790770307767975
-0.5216133922262625,0,0.31492727710107005,-0.6790770307767975,-0.36414975367572744
-0.20668611512519242,1,0.31492727710107005,-0.36414975367572744,-0.04922247657465739
0.10824116197587763,1,0.31492727710107005,-0.04922247657465739,0.26570480052641265
0.4231684390769477,0,0.31492727710107005,0.26570480052641265,0.5806320776274827
0.7380957161780177,1,0.31492727710107005,0.5806320776274827,0.8955593547285527
1.0530229932790878,5,0.31492727710107005,0.8955593547285527,1.2104866318296228
1.3679502703801578,3,0.31492727710107005,1.2104866318296228,1.5254139089306928
1.6828775474812279,5,0.31492727710107005,1.5254139089306928,1.8403411860317629
1.997804824582298,6,0.31492727710107005,1.8403411860317629,2.155268463132833
2.312732101683368,4,0.31492727710107005,2.155268463132833,2.470195740233903
2.627659378784438,1,0.31492727710107005,2.470195740233903,2.785123017334973
2.942586655885508,3,0.31492727710107005,2.785123017334973,3.100050294436043
3.257513932986578,1,0.31492727710107005,3.100050294436043,3.414977571537113
0.4231684390769477,3,-5.983618264920331,3.414977571537113,-2.5686406933832178
-2.4111770548326827,1,0.31492727710107005,-2.5686406933832178,-2.2537134162821477
-2.0962497777316127,0,0.31492727710107005,-2.2537134162821477,-1.9387861391810777
-1.7813225006305426,0,0.31492727710107005,-1.9387861391810777,-1.6238588620800076
-1.4663952235294726,1,0.31492727710107005,-1.6238588620800076,-1.3089315849789376
-1.1514679464284026,3,0.31492727710107005,-1.3089315849789376,-0.9940043078778675
-0.8365406693273325,1,0.31492727710107005,-0.9940043078778675,-0.6790770307767975
-0.5216133922262625,4,0.31492727710107005,-0.6790770307767975,-0.36414975367572744
-0.20668611512519242,7,0.31492727710107005,-0.36414975367572744,-0.04922247657465739
0.10824116197587763,2,0.31492727710107005,-0.04922247657465739,0.26570480052641265
0.4231684390769477,3,0.31492727710107005,0.26570480052641265,0.5806320776274827
0.7380957161780177,4,0.31492727710107005,0.5806320776274827,0.8955593547285527
1.0530229932790878,3,0.31492727710107005,0.8955593547285527,1.2104866318296228
1.3679502703801578,2,0.31492727710107005,1.2104866318296228,1.5254139089306928
1.6828775474812279,2,0.31492727710107005,1.5254139089306928,1.8403411860317629
1.997804824582298,0,0.31492727710107005,1.8403411860317629,2.155268463132833
2.312732101683368,0,0.31492727710107005,2.155268463132833,2.470195740233903
2.627659378784438,0,0.31492727710107005,2.470195740233903,2.785123017334973
2.942586655885508,0,0.31492727710107005,2.785123017334973,3.100050294436043
3.257513932986578,0,0.31492727710107005,3.100050294436043,3.414977571537113
3.572441210087648,0,0.31492727710107005,3.414977571537113,3.729904848638183
