ax-row-0-col-0_trace-id-stx-joyplot-0_variable-joyplot-group00,ax-row-0-col-0_trace-id-stx-joyplot-0_variable-joyplot-group01,ax-row-0-col-0_trace-id-stx-joyplot-0_variable-joyplot-group02,ax-row-0-col-0_trace-id-stx-joyplot-0_variable-joyplot-group03,ax-row-0-col-0_trace-id-stx-joyplot-0_variable-joyplot-group04
-0.7999028611401885,1.2961632516696562,2.022936720247096,-0.14404950165884367,4.0259712860134025
-0.10115508719904892,3.3070228229561063,1.9755564469966354,1.414356385632385,3.6216199962104287
-1.3317745282823694,2.68593037081978,2.1129753758138317,3.8556062810996403,4.328333639282992
-0.8083392710304557,-0.6886406223273114,1.3257192998378913,2.801369669718748,5.212117433917337
-1.0067546015147553,1.7221813882775439,1.0279949129277441,3.328148072021452,5.730982134178023
0.827700132615332,1.538598280980629,1.0873473753514609,2.306595690408633,3.469626891663951
0.2347532605734462,0.7644729774561599,2.5265883130041247,3.732355024669068,3.8957691826383534
0.0791166142055089,0.6951823085136302,0.6351490084102036,2.3014588819265893,3.517308456244317
0.09483586777206056,-0.842497910883724,2.408759211166229,3.340066670951496,2.8301084693098177
-1.1494150503795275,1.0983295505757849,2.0561520573654315,2.9286788578260494,4.920231317058807
-0.586637341292121,1.4028816348850612,0.8684996738253217,3.8159065357842534,4.2438719631763355
-0.925366319265964,3.0909026734061236,2.1776282221724563,2.69344393373197,1.5174665045681994
-1.8872370294820442,0.926448924065085,3.041892102776315,3.0103686885137657,3.0986648430238337
1.1003549329423132,0.6249341042928445,2.6248121555248627,3.884567481402483,4.305357001278962
-1.3232173506375375,0.5073631081851921,1.6951456312889728,1.9549874385055162,2.373275991897457
2.2170731678086826,1.270104415062229,1.8298276194874823,3.4293811451363188,1.5977414098769591
-1.1551751206103895,0.146008990642312,0.30549931235227,2.4633623979834236,3.5152037167512717
-0.4203893839255615,-1.4817865145986202,1.1339189447383107,1.330985864493431,3.621882620954796
-1.2780613973554322,1.4583740266733223,2.9607466790841133,4.703198152837594,5.1088975941801715
