ax-row-0-col-0_trace-id-stx-image-0_variable-0,ax-row-0-col-0_trace-id-stx-image-0_variable-1,ax-row-0-col-0_trace-id-stx-image-0_variable-2,ax-row-0-col-0_trace-id-stx-image-0_variable-3,ax-row-0-col-0_trace-id-stx-image-0_variable-4,ax-row-0-col-0_trace-id-stx-image-0_variable-5,ax-row-0-col-0_trace-id-stx-image-0_variable-6,ax-row-0-col-0_trace-id-stx-image-0_variable-7,ax-row-0-col-0_trace-id-stx-image-0_variable-8,ax-row-0-col-0_trace-id-stx-image-0_variable-9
0.7370123278687021,0.6860054840164784,0.7252892388434998,0.39106737089159793,0.5980673444912954,0.7901042536944061,0.8913555547653703,0.05777729605689341,0.30803223685899495,0.13661818874082898
0.13960963586637243,0.6214962400410274,0.5860520910815891,0.6453722072030017,0.7245987588658214,0.408333622761308,0.15586129922597092,0.8700386895690705,0.3083162923204258,0.7916603303523945
0.9924176533317426,0.8701741688507522,0.04972880055587303,0.6520307799562556,0.6947977767019775,0.2608949287865111,0.11329313948060027,0.2568267513637552,0.9347623886054075,0.05401955686607973
0.78495528523473,0.413369965098046,0.7146728690783476,0.39644820668699976,0.26620315239640535,0.3731706732301302,0.9395647180930696,0.027294988611883397,0.9750266660896497,0.674611236070466
0.43903521628381537,0.5383141630864535,0.08245239788649295,0.10296462132711104,0.15222851143895622,0.6513493740428351,0.6639540904463045,0.29141875289797126,0.6510567881447172,0.13979029296896794
0.7696210421511129,0.08452433405448123,0.22981846242866266,0.5060195789026227,0.42536986374895513,0.6720063313509199,0.7082031653353327,0.9249938822980522,0.42048782703245113,0.15857148978037794
0.4858961607859098,0.4451450796188303,0.5648040458439688,0.47548752274957173,0.8962339478999486,0.06658601508418704,0.9826529231216204,0.10797351825035495,0.5332052248792246,0.6883709613461267
0.35676851869787574,0.973355835379786,0.4358712703072348,0.09901873391031568,0.4992792179071961,0.5123656508457074,0.631422906174524,0.7480792798683193,0.010541588553643289,0.26077256118954595
0.8385013037391421,0.757124189805259,0.5953988533128733,0.47217425992188766,0.45890826731023526,0.8709550247575006,0.86987670640565,0.601653228282094,0.6604502105715365,0.3374692697092141
0.4685559841793292,0.5064756236537091,0.5288886356338289,0.17574356143097847,0.09689857599583451,0.1788030077445868,0.11954801917765645,0.18899887379407454,0.7971544637987097,0.21193001459620098
