ax-row-0-col-0_trace-id-stx-violin-0_variable-group,ax-row-0-col-0_trace-id-stx-violin-0_variable-value
A,0.4749596593044491
A,-0.1891992501558947
A,-0.22653267913696656
A,-0.11081791681327792
A,1.310997526679998
A,0.7582303625302029
A,0.9084105774191359
A,0.3367554876311447
A,-1.0607247931905814
A,-0.4317310230261805
A,-0.8315084089411611
A,0.25750565788958313
A,0.2556398969100922
A,0.3559016082051318
A,0.36699838180976385
A,-0.18725183046900176
A,0.34369744015909176
A,0.35051674445909864
A,-0.08456492153988746
A,0.09838156890729104
A,-0.5292670270375696
A,-0.36034913902030036
A,0.5860271526133728
A,-0.0009530563392280881
A,0.36011452483480416
A,0.2540802719668637
A,-0.5069482331614636
A,-0.22098581917772386
A,0.06520685469852999
A,0.4035231122553008
A,-0.4137081198124183
A,0.8771703467104959
A,-0.11807105290190975
A,-0.05178436622136516
A,-0.5215100410606288
A,0.4473184338155122
A,0.5609906832220957
A,-0.0454113317471826
A,0.3905319642399154
A,-0.08477002234074998
A,-0.3998123434913864
A,0.1016623164139276
A,0.3388135706618792
A,-0.0908122541615553
A,-1.538216157921286
A,-0.00869328972644864
A,0.1121648947058947
A,0.7954369526311281
A,0.17537360043280548
A,-0.5319421632193334
A,-0.47821284549302334
A,-0.5681751171528623
A,0.3083424992672273
A,0.027451511129350764
A,0.08827980616236229
A,-0.9456352203818345
A,-0.5761242248033424
A,-0.23329437368131686
A,-0.7840498796334326
A,0.49975952757209813
A,0.5290030455602234
A,-0.12540558593046292
A,0.41263351542949706
A,0.4239440354042006
A,-0.39479835179784467
A,-0.4097825078576523
A,0.07733152186451812
A,0.04689455148460217
A,0.22178800269756363
A,0.6076852482049764
A,-0.024833008802543206
A,0.23543342391226932
A,0.3618793545263801
A,0.8901381392698305
A,0.2717698889482051
A,-0.07612605465280282
A,0.35650211937927423
A,-0.7580061439972043
A,-0.2108135869941134
A,-0.39464805266495384
A,-0.2249930052771096
A,-0.1847463025673419
A,0.20578045434964534
A,-0.6496454306837838
A,-0.37276761111586193
A,-1.599664516422453
A,0.6031936935002915
A,0.3274063198672144
A,-0.3423548264982348
A,0.22698585376499344
A,0.16879708179921207
A,0.18260554101143472
A,0.3296000577995182
A,-0.15549947227747266
A,0.07647118449048042
A,0.401717269639374
A,1.0130507379628482
A,-0.040306711129812094
A,0.14620943411308285
A,-0.6699480609414314
B,1.0733322023401648
B,0.8762134763263557
B,-0.15024855775136325
B,1.2271096532834205
B,0.507360110175402
B,1.264275823872746
B,1.414090134477611
B,1.25765313729732
B,0.19442969824986645
B,0.10464502061352787
B,1.6125905381591907
B,1.1991241592691453
B,0.9929412635493083
B,1.364748782349689
B,0.43051400314749066
B,0.48518098869797155
B,0.08501091658644777
B,0.20598938132030886
B,1.3022507541974637
B,0.8728021020467001
B,0.7833675885115334
B,0.2625404757495443
B,1.6801563403776199
B,0.3722043035299467
B,2.5390468966763384
B,0.26533527781282396
B,1.3758584792552084
B,1.248371343627173
B,1.529165000469119
B,0.6834094517526239
B,0.999295179309709
B,1.2150472766458786
B,0.8974342051511545
B,0.13703453744371408
B,1.0332714412369748
B,0.7998623066700734
B,1.9198409234780411
B,0.7465228245440685
B,0.7406684560549002
B,0.8082043087889085
B,1.689513523337812
B,0.0382152381285229
B,1.7362236214622004
B,1.1890983894298377
B,0.9175572810035929
B,1.9568589505079985
B,1.6386833508383507
B,1.643264510821841
B,0.5105726833795535
B,2.561200984195229
B,0.5193024449560157
B,1.3360102551931954
B,2.436366741046492
B,1.3542071349119842
B,1.077839175495027
B,1.0275639412293351
B,1.0128044222526025
B,0.46118238977068815
B,0.5881719918453538
B,1.1161646193495274
B,1.1992962407587127
B,1.1878986973047372
B,1.3669123125780067
B,1.545793458920712
B,1.3801888718603026
B,2.0436582910127115
B,1.9282426021491998
B,1.5627964505749201
B,1.980024454181963
B,1.5875551208397645
B,0.9366329638450018
B,0.541352050284775
B,0.12004963454793482
B,0.8467151568753701
B,2.05940008737682
B,0.7108826894972227
B,1.412915138555845
B,0.8901695948586696
B,-0.010655489905892601
B,0.930954443466834
B,1.3229463435113553
B,1.2654355508498194
B,1.308185055369171
B,2.6833881021466603
B,0.5006772281228946
B,2.0666776737847536
B,0.8069581104808607
B,1.4134284043128478
B,1.7609043737594285
B,1.0322066259645775
B,0.08895415901329784
B,0.895733091884892
B,1.5355428076321194
B,0.8173592873651798
B,1.1771188954752059
B,1.9642347966697722
B,0.3670651867641461
B,0.03539693933031762
B,0.8504368381686835
B,1.2644341611106635
C,1.6266667838107651
C,1.8595744342141958
C,0.7501960704515998
C,1.7707443222826904
C,1.5904667243847035
C,1.4173368918288456
C,0.732218446303001
C,2.3374350288885752
C,2.8253226751003293
C,3.2846058386524044
C,4.3352628960037105
C,1.3375616584374828
C,1.9074207246586483
C,2.142384497720673
C,0.10394978861544679
C,0.9834107052306627
C,1.9142203498113692
C,3.7898598626239144
C,1.7519093661334673
C,1.5495556174233274
C,1.0164845643949996
C,2.3429091006920357
C,0.9254137400595728
C,1.0934572622397212
C,3.32056191034037
C,2.1141444136347687
C,3.8513401601683697
C,0.2766930801254026
C,0.8770916673983147
C,0.8551024459769012
C,3.0746430330550263
C,2.5710601652248424
C,2.604091799116569
C,1.9101883962968897
C,3.256695482138242
C,2.7174753970691996
C,1.4343370074925335
C,1.2250173604602181
C,1.4140171777852386
C,1.85186546431905
C,2.6391380851474624
C,2.9068619351517757
C,2.4972120468526837
C,2.4783425584923813
C,1.9692714449282092
C,2.145350554565725
C,3.2325405123186988
C,2.402835770678489
C,2.153260666928243
C,0.9934598520590852
C,1.1625469218605695
C,2.011989057036866
C,2.2317595270803725
C,3.2451905841443325
C,2.4704326401538763
