ax-row-0-col-0_trace-id-stx-scatter-0_variable-x,ax-row-0-col-0_trace-id-stx-scatter-0_variable-y
4.999720430388712,7.665324022605992
4.253524957594573,10.368647832756384
6.343721562994059,14.286109139067468
2.6167175790808628,1.4153732504473724
9.752493612494884,21.063554211967233
8.301764081101119,14.890812608398448
3.441478228124982,6.281546619641032
4.27735464231806,7.878394018790804
7.815600764770277,19.075177096706913
2.4750467244849474,3.387637588826381
8.851064007520424,15.814005123804625
4.035601454343115,7.381188207260781
2.8864224330494634,5.856432841038936
7.790821649797911,13.605095928254618
9.641745981007691,21.333722484024932
7.730812441796272,15.030903406419197
8.930320197683098,19.11750383748737
7.524183249308772,14.439674487544993
1.0864896924975476,6.073675965118829
3.7135793584409815,10.3559118818828
7.6767348618898845,14.972723705768026
1.4162647684308205,7.56502899334256
2.623021338228293,7.153141105923807
9.156930817728558,17.052055920387037
6.68440977268002,15.952393823620977
1.132610850452419,2.5225273090966143
6.808714160929096,13.067708552236768
1.4162610998205993,1.3582394632138666
1.459049187971172,3.765313335106498
2.3117377958439436,1.6483970734075513
0.059540926491807866,0.634147815082509
0.4807931628305995,-1.1619913432223
5.793921223956594,14.756331558440923
4.044469358334808,8.016473992962116
5.766787634395828,11.621919876261268
9.044567406674268,19.637557723344145
2.9120140421292753,1.346691468588065
6.277637653584753,10.667959993632374
2.7770706949403143,5.820808628044894
8.903802504239959,21.902654604355753
4.739500824660485,8.643063330788303
1.0900013999196512,4.618722623715046
4.30190755947293,7.066169554919942
8.433240016637134,15.118784680590295
9.25388904257399,20.491382178616604
6.864834050332588,16.305567324972113
9.957861246318975,22.57241145592841
1.7714721036351377,7.472714868838438
5.314630685743183,13.236629824046771
2.569366668782278,4.819707910706294
