ax-row-0-col-0_trace-id-quiver-0_variable-quiver-x,ax-row-0-col-0_trace-id-quiver-0_variable-quiver-y,ax-row-0-col-0_trace-id-quiver-0_variable-quiver-u,ax-row-0-col-0_trace-id-quiver-0_variable-quiver-v
0.0,0.0,1.0,0.0
0.5,0.0,0.8775825618903728,0.0
1.0,0.0,0.5403023058681398,0.0
1.5,0.0,0.0707372016677029,0.0
2.0,0.0,-0.4161468365471424,0.0
2.5,0.0,-0.8011436155469337,0.0
3.0,0.0,-0.9899924966004454,0.0
3.5,0.0,-0.9364566872907963,0.0
4.0,0.0,-0.6536436208636119,0.0
4.5,0.0,-0.2107957994307797,0.0
0.0,0.5,1.0,0.479425538604203
0.5,0.5,0.8775825618903728,0.479425538604203
1.0,0.5,0.5403023058681398,0.479425538604203
1.5,0.5,0.0707372016677029,0.479425538604203
2.0,0.5,-0.4161468365471424,0.479425538604203
2.5,0.5,-0.8011436155469337,0.479425538604203
3.0,0.5,-0.9899924966004454,0.479425538604203
3.5,0.5,-0.9364566872907963,0.479425538604203
4.0,0.5,-0.6536436208636119,0.479425538604203
4.5,0.5,-0.2107957994307797,0.479425538604203
0.0,1.0,1.0,0.8414709848078965
0.5,1.0,0.8775825618903728,0.8414709848078965
1.0,1.0,0.5403023058681398,0.8414709848078965
1.5,1.0,0.0707372016677029,0.8414709848078965
2.0,1.0,-0.4161468365471424,0.8414709848078965
2.5,1.0,-0.8011436155469337,0.8414709848078965
3.0,1.0,-0.9899924966004454,0.8414709848078965
3.5,1.0,-0.9364566872907963,0.8414709848078965
4.0,1.0,-0.6536436208636119,0.8414709848078965
4.5,1.0,-0.2107957994307797,0.8414709848078965
0.0,1.5,1.0,0.9974949866040544
0.5,1.5,0.8775825618903728,0.9974949866040544
1.0,1.5,0.5403023058681398,0.9974949866040544
1.5,1.5,0.0707372016677029,0.9974949866040544
2.0,1.5,-0.4161468365471424,0.9974949866040544
2.5,1.5,-0.8011436155469337,0.9974949866040544
3.0,1.5,-0.9899924966004454,0.9974949866040544
3.5,1.5,-0.9364566872907963,0.9974949866040544
4.0,1.5,-0.6536436208636119,0.9974949866040544
4.5,1.5,-0.2107957994307797,0.9974949866040544
0.0,2.0,1.0,0.9092974268256817
0.5,2.0,0.8775825618903728,0.9092974268256817
1.0,2.0,0.5403023058681398,0.9092974268256817
1.5,2.0,0.0707372016677029,0.9092974268256817
2.0,2.0,-0.4161468365471424,0.9092974268256817
2.5,2.0,-0.8011436155469337,0.9092974268256817
3.0,2.0,-0.9899924966004454,0.9092974268256817
3.5,2.0,-0.9364566872907963,0.9092974268256817
4.0,2.0,-0.6536436208636119,0.9092974268256817
4.5,2.0,-0.2107957994307797,0.9092974268256817
0.0,2.5,1.0,0.5984721441039565
0.5,2.5,0.8775825618903728,0.5984721441039565
1.0,2.5,0.5403023058681398,0.5984721441039565
1.5,2.5,0.0707372016677029,0.5984721441039565
2.0,2.5,-0.4161468365471424,0.5984721441039565
2.5,2.5,-0.8011436155469337,0.5984721441039565
3.0,2.5,-0.9899924966004454,0.5984721441039565
3.5,2.5,-0.9364566872907963,0.5984721441039565
4.0,2.5,-0.6536436208636119,0.5984721441039565
4.5,2.5,-0.2107957994307797,0.5984721441039565
0.0,3.0,1.0,0.1411200080598672
0.5,3.0,0.8775825618903728,0.1411200080598672
1.0,3.0,0.5403023058681398,0.1411200080598672
1.5,3.0,0.0707372016677029,0.1411200080598672
2.0,3.0,-0.4161468365471424,0.1411200080598672
2.5,3.0,-0.8011436155469337,0.1411200080598672
3.0,3.0,-0.9899924966004454,0.1411200080598672
3.5,3.0,-0.9364566872907963,0.1411200080598672
4.0,3.0,-0.6536436208636119,0.1411200080598672
4.5,3.0,-0.2107957994307797,0.1411200080598672
0.0,3.5,1.0,-0.35078322768961984
0.5,3.5,0.8775825618903728,-0.35078322768961984
1.0,3.5,0.5403023058681398,-0.35078322768961984
1.5,3.5,0.0707372016677029,-0.35078322768961984
2.0,3.5,-0.4161468365471424,-0.35078322768961984
2.5,3.5,-0.8011436155469337,-0.35078322768961984
3.0,3.5,-0.9899924966004454,-0.35078322768961984
3.5,3.5,-0.9364566872907963,-0.35078322768961984
4.0,3.5,-0.6536436208636119,-0.35078322768961984
4.5,3.5,-0.2107957994307797,-0.35078322768961984
0.0,4.0,1.0,-0.7568024953079282
0.5,4.0,0.8775825618903728,-0.7568024953079282
1.0,4.0,0.5403023058681398,-0.7568024953079282
1.5,4.0,0.0707372016677029,-0.7568024953079282
2.0,4.0,-0.4161468365471424,-0.7568024953079282
2.5,4.0,-0.8011436155469337,-0.7568024953079282
3.0,4.0,-0.9899924966004454,-0.7568024953079282
3.5,4.0,-0.9364566872907963,-0.7568024953079282
4.0,4.0,-0.6536436208636119,-0.7568024953079282
4.5,4.0,-0.2107957994307797,-0.7568024953079282
0.0,4.5,1.0,-0.977530117665097
0.5,4.5,0.8775825618903728,-0.977530117665097
1.0,4.5,0.5403023058681398,-0.977530117665097
1.5,4.5,0.0707372016677029,-0.977530117665097
2.0,4.5,-0.4161468365471424,-0.977530117665097
2.5,4.5,-0.8011436155469337,-0.977530117665097
3.0,4.5,-0.9899924966004454,-0.977530117665097
3.5,4.5,-0.9364566872907963,-0.977530117665097
4.0,4.5,-0.6536436208636119,-0.977530117665097
4.5,4.5,-0.2107957994307797,-0.977530117665097
