ax-row-0-col-0_trace-id-fill-0_variable-x,ax-row-0-col-0_trace-id-fill-0_variable-y00
1.0,0.0
1.0914082428980956,0.06936103491360707
1.1683961749681824,0.14910975441845647
1.2218853482882013,0.2354990981258878
1.2452376167662347,0.3230945199490933
1.2350565767647568,0.4056316964953416
1.1915604700466624,0.47702885312568166
1.1184808834779494,0.5323992291776315
1.0225068497091128,0.5689075325955654
0.9123560854581055,0.5863356534059794
0.7976053891773836,0.5872644060515837
0.6874436540501625,0.576833716568653
0.5895192283185575,0.5621054488371421
0.5090374669125983,0.55111203502966
0.4482266939659801,0.5517216592412666
0.40623693901976776,0.5704799579142404
0.3794735048768161,0.6115946722894584
0.362305617311057,0.6762122900042067
0.3480379193380862,0.7620967396888485
0.3299968447302341,0.8637650538145785
0.3025699315370401,0.9730713343564403
0.26204575898401683,1.080167330500214
0.2071338467816153,1.1747144194800547
0.13909281102072615,1.2471854094156654
0.06145411269589507,1.2900805898145886
-0.02061078238195078,1.2988929175306203
-0.10117891826112704,1.2726907609113225
-0.17458115180808434,1.2142385818974024
-0.23636803457376102,1.1296390524459616
-0.28408591005034894,1.027545532402283
-0.31774102737206816,0.9180524070907995
-0.3398758582643641,0.8114142938135995
-0.355239657170832,0.7167675122854199
-0.37009618943233424,0.6410254037844383
-0.3912665698102317,0.5880934315264124
-0.42504622667933906,0.5585042228298249
-0.47615605111589276,0.5495133763618006
-0.5468855968041602,0.5556324026478238
-0.6365609067865354,0.5695147269810938
-0.7414246368487604,0.5830627790141594
-0.8549579532481647,0.588595513709646
-0.9686104849345653,0.5799101703794524
-1.0728454549883382,0.5530902732719719
-1.1583605217579518,0.5069510060895135
-1.217317594305405,0.44306736997570845
-1.244410989199815,0.36539203453270536
-1.237623491777702,0.2795295925228052
-1.1985614708421408,0.19178339816732898
-1.1323174135404732,0.10812320333191612
-1.0468730970733087,0.03323185083328094
-0.9521199876930607,-0.030224016162854545
-0.8586264316056962,-0.08198888327644896
-0.7763163065106473,-0.12421939377937088
-0.7132360819931124,-0.1610914730502763
-0.6745749580291797,-0.19807307915015404
-0.6620676472664114,-0.24097291667562915
-0.6738563931061877,-0.294910064723714
-0.7048254423215085,-0.3633627701828488
-0.7473563415353884,-0.44744461276736014
-0.7923952096115006,-0.5455242140158952
-0.8306815526368146,-0.6532551934270511
-0.8539679925649736,-0.764023274051489
-0.8560641786084828,-0.8697559401099022
-0.8335654167746773,-0.9619857723467156
-0.7861731475959943,-1.0330194582318393
-0.7165735579219891,-1.0770462777431302
-0.6299038105676651,-1.0910254037844385
-0.5328935680407161,-1.075220036297252
-0.43281439312189335,-1.0332942943955636
-0.3363948992627755,-0.9719492303385376
-0.24886171732972057,-0.9001387847176003
-0.1732453015566203,-0.8279658399835957
-0.11004852473848609,-0.7654043018644626
-0.05732099545245023,-0.7210187909925623
-0.011121145287664981,-0.7008553378171297
0.03370971895158943,-0.7076540885514273
0.08258358878129583,-0.7404915195068427
0.14016250855224516,-0.7949010865443614
0.20947211203483793,-0.8634558061468692
0.2912708191195098,-0.9367331485317075
0.3837755984535092,-1.0045306667156344
0.48279210666568734,-1.0571672510201886
0.5822365322343085,-1.086694436890957
0.6749774303441887,-1.0878561876095703
0.7538768801226283,-1.0586719461864311
0.8128786402030652,-1.0005712693422466
0.8479813562016658,-0.9180713822854062
0.8579488478915829,-0.8180525741270822
0.8446452321877933,-0.7087415028044259
0.8129351258847339,-0.598551452057697
0.7701509802042568,-0.4949459815052155
0.7251919044304569,-0.40348593960537205
0.6873721930952931,-0.32719059500071207
0.6651753959854826,-0.26629605819497315
0.6650856587171341,-0.2184351949016326
0.6906597860264778,-0.17920145441306531
0.7419720462372124,-0.14300339059493233
0.8155134506934085,-0.1040751527290419
0.9045651100456739,-0.057486804399522
0.9999999999999997,-2.4492935982947054e-16
