ax-row-0-col-0_trace-id-violinplot-0_variable-group,ax-row-0-col-0_trace-id-violinplot-0_variable-value
0,-0.39838293825844445
0,0.47958086045030873
0,-0.35389930351812776
0,-0.02733996319820744
0,0.9204794003861739
0,-0.13373079815923491
0,0.4188997651633879
0,0.8667381292482608
0,0.9868455439143242
0,-1.6128387469062906
0,0.9810067293414686
0,-1.7841665036095056
0,0.08357385476475002
0,-0.4212127723781037
0,1.8743951889666386
0,-1.381543457481518
0,0.14103155737357195
0,0.17073609188375716
0,-1.2160241513238663
0,1.025283343942128
0,1.6104133759770514
0,-0.12950531940452573
0,0.16474769681743734
0,-0.24428684898338243
0,-0.4305806085939309
0,-0.21798273420809003
0,0.9820700588190352
0,0.4319911651613062
0,-1.6224916571006853
0,-0.7302168985713099
0,0.06790862693598222
0,1.292537874474237
0,-1.7117863595544178
0,-0.07069674802402522
0,0.6528243594481022
0,-1.6713926261447367
0,-0.42985616183287606
0,0.19569746281715913
0,1.2387847334945903
0,-1.1431008229034134
0,0.7315083802378327
0,0.4871134769820284
0,-0.556962114688151
0,-1.1682060266181316
0,-0.7128392943165609
0,-1.6764241287048471
0,-0.05907816867686153
0,-0.4621401379547201
0,-0.011703673628035873
0,0.9824043537153926
0,0.100523459829053
0,-0.39683075409538693
0,0.09052139004775692
0,-1.112728460133599
0,0.6021086540303809
0,0.7080370194373063
0,-0.004645511153095987
0,1.5567753696461406
0,-0.2530383797044862
0,1.360043922092191
0,-0.9215355355489006
0,1.4126498765301487
0,-1.522349692244651
0,0.4796544848505691
0,0.21908238474942532
0,-1.3285058870658824
0,-0.4036514200865538
0,-1.1128619523265548
0,0.2618879030813911
0,1.0743205105712763
0,-0.22076743915101382
0,1.3006422480373048
0,-0.6489410439972211
0,-0.4449532063811337
0,0.33871149802291256
0,0.8464346682706525
0,-0.1811090661928427
0,0.2372621789741941
0,-0.1693738615698768
0,0.6815169014764595
0,0.5613314723880646
0,-0.2830657306982456
0,-0.475515991590827
0,0.20202396723475394
0,1.1160598752811421
0,1.4437141377144074
0,-0.2447039118196066
0,-0.624041053151343
0,0.4056775917443609
0,-0.9767322890277329
0,1.0263658929855426
0,0.4488921706372306
0,-0.41760616660099376
0,-0.8989577174606596
0,0.21741490877911523
0,0.6047752537330958
0,0.1605793003681863
0,-0.9083404439570273
0,0.9559221253373178
0,-0.7525823749885937
1,1.6990218062970004
1,1.5906666884187914
1,1.420098046160424
1,2.0972272394481393
1,0.8510959410858333
1,1.5529265101176817
1,1.9824756756032391
1,0.516868212517717
1,2.200537807748354
1,1.302031142586299
1,2.8774704495300156
1,1.7215790660046455
1,-0.5503314810431881
1,0.6127777981380425
1,0.12713350817334101
1,-0.21518963557729243
1,0.3086081003566816
1,3.224550916174498
1,-0.8324719183023628
