ax-row-0-col-0_trace-id-scatter-0_variable-x,ax-row-0-col-0_trace-id-scatter-0_variable-y
4.193147597615722,9.578788230716558
6.823730267983277,7.6864118461971564
5.648622677145277,4.65605354433793
0.07081114039400926,7.730345931980137
7.313770615553082,7.608596704291476
8.301864530979392,1.3669847038520022
8.4430841591453,6.228481838700999
8.31970523013857,8.925167666058071
7.396487293939444,1.0284063912993213
2.55223798611671,5.790256236243595
5.159922920879162,5.838843056305922
3.5698048584037534,6.803929416473057
9.916827262554603,5.852827760455802
3.184164175230743,5.047762833916241
7.211356616115441,9.403124352389865
5.641128018797947,4.894640729495361
2.9283794746046556,5.550496603733054
7.220645244131761,5.501859872691908
8.59419640637598,6.923230290751143
8.1389433144582,3.7145394652732424
4.365755507764154,3.6785843876959765
2.5145961429803467,9.334365786166568
9.674565086063614,7.671113331172251
6.766716818904911,1.8170907833556127
3.789956131257466,7.362626820409769
4.19453044746856,4.233477093013439
9.02594342278947,7.21871513343846
8.321403015875193,0.6196528418084701
9.320161456576718,0.22269631710511661
8.550846754459105,9.641463924976936
7.788044945197301,7.921601151618862
7.7556842921423765,3.2149994606651933
8.873607027454455,7.815856601415458
1.4158399463770566,1.0031088165169766
2.672387311765252,3.0921332632336664
3.936250199040363,7.18656153797029
3.0243505586933095,3.6985200003703698
5.502256613123427,9.768114193241429
9.74114537856248,6.4474930278584335
4.836861372058516,0.003309507757479624
2.894184897592006,2.0750638127368104
0.15173775680013546,4.571718435344156
0.9236729206454408,6.774296672278358
3.377954318338563,4.301492077232996
2.553042335939306,2.9663827851310542
9.859771230991628,8.908126507553618
9.404624830410295,7.778954389195211
6.043214435053904,1.7534122905829908
6.321578598730577,9.646963430672415
2.168508220424752,3.8764633089115765
