ax-row-0-col-0_trace-id-a_variable-kde_x,ax-row-0-col-0_trace-id-a_variable-kde_density,ax-row-0-col-0_trace-id-a_variable-kde_n,ax-row-0-col-0_trace-id-b_variable-kde_x,ax-row-0-col-0_trace-id-b_variable-kde_density,ax-row-0-col-0_trace-id-b_variable-kde_n
-2.2820653636374786,0.00011674550783454074,49,-0.5212816170997527,0.00018811936858772338,51
-2.278197956207915,0.00011760271690343077,49,-0.5161113697013909,0.00018957060190573024,51
-2.274330548778351,0.0001184701390908708,49,-0.5109411223030291,0.0001910279445721151,51
-2.2704631413487877,0.00011934806317683384,49,-0.5057708749046673,0.00019249151054373385,51
-2.266595733919224,0.00012023678242527632,49,-0.5006006275063056,0.00019396141741531307,51
-2.2627283264896603,0.00012113659454178676,49,-0.4954303801079438,0.00019543778641303722,51
-2.258860919060097,0.00012204780162838328,49,-0.490260132709582,0.00019692074238574726,51
-2.2549935116305333,0.0001229707101354437,49,-0.4850898853112202,0.00019841041379374137,51
-2.25112610420097,0.00012390563081074929,49,-0.4799196379128584,0.00019990693269515672,51
-2.247258696771406,0.00012485287864562956,49,-0.47474939051449666,0.00020141043472992451,51
-2.2433912893418424,0.00012581277281819,49,-0.46957914311613486,0.00020292105910128263,51
-2.239523881912279,0.00012678563663361705,49,-0.46440889571777305,0.0002044389485548413,51
-2.235656474482715,0.00012777179746154146,49,-0.4592386483194113,0.00020596424935518805,51
-2.2317890670531515,0.0001287715866704556,49,-0.4540684009210495,0.00020749711126003315,51
-2.227921659623588,0.0001297853395591754,49,-0.4488981535226877,0.00020903768749188498,51
-2.224054252194024,0.00013081339528533847,49,-0.4437279061243259,0.00021058613470725603,51
-2.2201868447644606,0.0001318560967909344,49,-0.43855765872596414,0.00021214261296340073,51
-2.216319437334897,0.00013291379072486446,49,-0.43338741132760233,0.00021370728568258086,51
-2.2124520299053336,0.0001339868273625262,49,-0.42821716392924053,0.0002152803196138688,51
-2.2085846224757697,0.00013507556052242377,49,-0.4230469165308788,0.00021686188479248615,51
-2.204717215046206,0.00013618034747980387,49,-0.417876669132517,0.0002184521544966929,51
-2.2008498076166427,0.00013730154887732162,49,-0.41270642173415517,0.00022005130520222653,51
-2.196982400187079,0.00013843952863273835,49,-0.40753617433579337,0.00022165951653431014,51
-2.1931149927575153,0.00013959465384365637,49,-0.4023659269374316,0.0002232769712172359,51
-2.189247585327952,0.00014076729468930283,49,-0.3971956795390698,0.00022490385502154273,51
-2.185380177898388,0.00014195782432936509,49,-0.39202543214070806,0.00022654035670879955,51
-2.1815127704688244,0.00014316661879989185,49,-0.38685518474234626,0.00022818666797401737,51
-2.177645363039261,0.0001443940569062743,49,-0.38168493734398445,0.00022984298338570562,51
