ax-row-0-col-0_trace-id-sns-boxplot-0_variable-data-a,ax-row-0-col-0_trace-id-sns-boxplot-0_variable-data-b,ax-row-0-col-0_trace-id-sns-boxplot-0_variable-data-c
-2.8275461421493504,,
-0.44146699934890954,,
0.5875186580486708,,
1.9838354443755442,,
,,1.8151165088180692
-0.76116238050168,,
,1.7696827575975083,
,2.6892384952024813,
0.035076847025466415,,
0.06554687815482106,,
,,3.7969879618631635
,1.900778963843239,
-0.5678617603382867,,
,,1.7472112935561044
,,2.193134899277353
,1.114145784272102,
,,2.3536550269202845
0.5455965693869764,,
,1.2754834357561053,
0.01959184895089891,,
,1.0627095720334374,
,,4.793167416622644
-2.2137956632474576,,
,0.1558084706685724,
,,2.1236723755889413
1.5682185576918473,,
,,2.590289336678973
,0.27853085805663436,
-0.20870863036799525,,
0.29677962461698587,,
,-0.5167008804109074,
,1.5207738257486654,
0.3175271151597971,,
,,1.3374276556691664
,,1.7515993860883519
0.7338627428815369,,
0.4505742259410552,,
,1.3103266178569914,
0.45399596499807243,,
-0.9599640954710681,,
,1.9297945288259317,
,,1.7929076091433058
,,1.2870148199784595
-0.6690141696804385,,
,0.6055094720720519,
,,3.477039795620861
,2.528219220811901,
,-0.6313214349387231,
,,2.4368395916539143
0.06061718260678485,,
1.6433099363353665,,
,0.7041191569948618,
0.8477220043550572,,
,0.2852964097064392,
,,2.631156499310932
,,1.418070973741006
,2.1085624618062706,
,,2.9866267354951423
,1.0390020319110838,
,1.298918593542722,
0.26100288566961294,,
1.4973558166315726,,
,,2.9991573272923304
,0.7377514605816546,
,0.8801253023042233,
0.168793961038558,,
-1.475170385068285,,
,,1.6642328284411678
-1.3784811704922577,,
,2.1496233289024564,
1.6988198421298337,,
,0.9132931530402028,
-0.5176537845889402,,
,0.5269078092724995,
-1.6143921462396977,,
,,2.3454896314208846
-1.1782305873754984,,
,0.7822542715918801,
,1.69537131373349,
,,2.3107293105715474
,,1.9696530652946902
,,1.1426235870845685
0.8517178121674823,,
,0.6004290873079844,
,,2.7736741294137377
-0.5899929526734381,,
0.8692872766731239,,
0.29262161619839616,,
,,0.91189810111141
,,2.1797862344794017
-0.7010208893113054,,
,0.7003915551182481,
,,1.7697394513256497
,1.6909618281075767,
0.07056248024544368,,
2.057886099154902,,
,,1.4410887532646166
,2.0943033544456164,
,0.5396802368734224,
,2.4541449514897327,
