ax-row-0-col-0_trace-id-sns-stripplot-0_variable-data-a,ax-row-0-col-0_trace-id-sns-stripplot-0_variable-data-b,ax-row-0-col-0_trace-id-sns-stripplot-0_variable-data-c
-0.2850301352363588,,
,,1.6265953373758573
,0.8232469028364634,
-2.113445823613791,,
,1.1896928827991207,
,,2.055832403407424
,,2.6772072428690814
-0.2552778139024517,,
-0.03954098210771091,,
-0.7706799924616355,,
,-0.1961170299833208,
,-0.13082400610784162,
1.2951851504529677,,
,,1.6959655990748215
,,2.7930506934016077
,,2.7662976786479856
,,3.622903356543098
,1.362296516210765,
,-0.25603852906349767,
,-0.8963537117678471,
0.1454809626298494,,
,1.5728601147450805,
,1.0124292400752473,
,,2.461327425232954
,0.7376576681190401,
0.015073896217652448,,
-1.9701842461655823,,
,,2.9181564568126888
-0.22440079244953753,,
,,1.45239490054342
,,1.796621933795973
,,1.555438150847492
,2.4267891221204545,
,,1.885263578460954
,,3.121164015529253
-1.9968185052140508,,
0.7823148282818716,,
,1.6246418692199471,
,,1.5618453995726198
,,3.2236531520224867
,,1.2727864180319752
,,2.9803745996032505
,,1.7790276348087724
,1.6332719432937397,
,0.6784762388308001,
-0.8489149525050879,,
,,1.2625815597916614
2.5749573783859727,,
0.6729338260044805,,
,,2.7601769875880615
0.6922667712237391,,
,,1.4284328709467928
-0.4678406570886415,,
1.0710227095143692,,
-0.23726489297259679,,
0.6969375879992329,,
1.3706938050152155,,
,,2.8185532414682113
0.09428629476379422,,
,,1.7795316017042564
1.013108575842816,,
-0.6658849062280082,,
,1.7866664323979196,
1.0249522328338398,,
,1.038049537751835,
-0.43378082238590904,,
,,1.7296209325134668
,1.663350213485225,
,-0.16226566059764536,
1.361378837502487,,
-0.38877922642061946,,
,,2.8071206134754942
0.15739402615303602,,
,1.999509498896885,
,0.3820472653528014,
,1.5677926569190483,
,2.1188477050315955,
,1.1459814052993014,
,1.5957466731413192,
1.5533902798755543,,
-1.2413215909496498,,
-0.3558942410231608,,
,,0.9165576650003446
,1.9655815435185446,
-0.45316507957049296,,
,0.5545363839521804,
0.45315530576477747,,
0.20584364904925573,,
,0.07416291638774153,
,,1.7632101647621872
-1.2187111138980171,,
,,2.3699281761276745
,1.5751609376130835,
,,2.626907032379475
,-0.6499591921113212,
0.5425297531815394,,
-0.23008328592162902,,
,,1.9695265401506115
-0.09286874256495044,,
,1.7144511320022742,
