ax-row-0-col-0_trace-id-stx-contour-0_variable-x,ax-row-0-col-0_trace-id-stx-contour-0_variable-y,ax-row-0-col-0_trace-id-stx-contour-0_variable-z
-3.0,-3.0,1.522997974471263e-08
-2.877551020408163,-3.0,3.127959480829972e-08
-2.7551020408163267,-3.0,6.234469483366605e-08
-2.63265306122449,-3.0,1.2059088441708413e-07
-2.510204081632653,-3.0,2.2636331692873323e-07
-2.387755102040816,-3.0,4.123577961050992e-07
-2.2653061224489797,-3.0,7.289856217342943e-07
-2.142857142857143,-3.0,1.250663015719018e-06
-2.020408163265306,-3.0,2.082275761635328e-06
-1.8979591836734695,-3.0,3.364439881725193e-06
-1.7755102040816326,-3.0,5.275503226318811e-06
-1.653061224489796,-3.0,8.02770871025589e-06
-1.5306122448979593,-3.0,1.1854845817425422e-05
-1.4081632653061225,-3.0,1.6989351682852734e-05
-1.2857142857142858,-3.0,2.36283989392166e-05
-1.163265306122449,-3.0,3.189101745118691e-05
-1.0408163265306123,-3.0,4.1771401569186476e-05
-0.9183673469387754,-3.0,5.3096551043622456e-05
-0.795918367346939,-3.0,6.549832111522357e-05
-0.6734693877551021,-3.0,7.840984878475243e-05
-0.5510204081632653,-3.0,9.109355613148116e-05
-0.4285714285714288,-3.0,0.00010270256461965522
-0.30612244897959195,-3.0,0.00011237029286752595
-0.18367346938775508,-3.0,0.00011931590202029478
-0.06122448979591866,-3.0,0.00012294807598910688
0.06122448979591821,-3.0,0.00012294807598910688
0.18367346938775508,-3.0,0.00011931590202029478
0.30612244897959195,-3.0,0.00011237029286752595
0.4285714285714284,-3.0,0.0001027025646196554
0.5510204081632653,-3.0,9.109355613148116e-05
0.6734693877551021,-3.0,7.840984878475243e-05
0.7959183673469385,-3.0,6.549832111522357e-05
0.9183673469387754,-3.0,5.3096551043622456e-05
1.0408163265306118,-3.0,4.1771401569186476e-05
1.1632653061224492,-3.0,3.1891017451186855e-05
1.2857142857142856,-3.0,2.362839893921664e-05
1.408163265306122,-3.0,1.6989351682852734e-05
1.5306122448979593,-3.0,1.1854845817425422e-05
1.6530612244897958,-3.0,8.02770871025589e-06
1.7755102040816322,-3.0,5.27550322631882e-06
1.8979591836734695,-3.0,3.364439881725193e-06
2.020408163265306,-3.0,2.082275761635328e-06
2.1428571428571423,-3.0,1.2506630157190225e-06
2.2653061224489797,-3.0,7.289856217342943e-07
2.387755102040816,-3.0,4.123577961050992e-07
2.5102040816326525,-3.0,2.2636331692873365e-07
2.63265306122449,-3.0,1.2059088441708413e-07
2.7551020408163263,-3.0,6.234469483366627e-08
2.8775510204081627,-3.0,3.127959480829972e-08
3.0,-3.0,1.522997974471263e-08
-3.0,-2.877551020408163,3.127959480829972e-08
-2.877551020408163,-2.877551020408163,6.424257075660799e-08
-2.7551020408163267,-2.877551020408163,1.2804460843233823e-07
-2.63265306122449,-2.877551020408163,2.476716361655326e-07
-2.510204081632653,-2.877551020408163,4.649088804895911e-07
-2.387755102040816,-2.877551020408163,8.469075464587448e-07
-2.2653061224489797,-2.877551020408163,1.4972032301514682e-06
-2.142857142857143,-2.877551020408163,2.568633250283763e-06
-2.020408163265306,-2.877551020408163,4.276613836319033e-06
-1.8979591836734695,-2.877551020408163,6.909944597515511e-06
-1.7755102040816326,-2.877551020408163,1.083491942176865e-05
-1.653061224489796,-2.877551020408163,1.648744646446673e-05
-1.5306122448979593,-2.877551020408163,2.4347686595753257e-05
-1.4081632653061225,-2.877551020408163,3.489302320837491e-05
-1.2857142857142858,-2.877551020408163,4.852841285256079e-05
-1.163265306122449,-2.877551020408163,6.549832111522369e-05
-1.0408163265306123,-2.877551020408163,8.579082425323194e-05
-0.9183673469387754,-2.877551020408163,0.00010905061137322277
-0.795918367346939,-2.877551020408163,0.00013452158042556538
-0.6734693877551021,-2.877551020408163,0.00016103949841552348
-0.5510204081632653,-2.877551020408163,0.0001870895151012295
-0.4285714285714288,-2.877551020408163,0.00021093229675445274
-0.30612244897959195,-2.877551020408163,0.00023078804360238497
-0.18367346938775508,-2.877551020408163,0.0002450530553513895
-0.06122448979591866,-2.877551020408163,0.00025251287682995314
0.06122448979591821,-2.877551020408163,0.00025251287682995314
0.18367346938775508,-2.877551020408163,0.0002450530553513895
