ax-row-0-col-0_trace-id-eventplot-0-0_variable-eventplot-events00,ax-row-0-col-0_trace-id-eventplot-0-1_variable-eventplot-events01,ax-row-0-col-0_trace-id-eventplot-0-2_variable-eventplot-events02,ax-row-0-col-0_trace-id-eventplot-0-3_variable-eventplot-events03,ax-row-0-col-0_trace-id-eventplot-0-4_variable-eventplot-events04
7.624365623213359,6.856404989232862,1.88892216759872,0.08425372891773808,5.243446009092474
9.338248769770223,0.5240158978515719,0.5111829560478176,0.2810827533789906,8.172932621581724
2.3284076068173976,4.9474105834673265,8.44056607187846,3.3022890704333308,1.8758420553637667
2.2020784288144357,1.166080335406241,1.8293586016982644,5.671298836360563,3.4613083655471497
1.421611389108477,6.898036950997054,0.026103587587031907,2.531423168832535,5.673161825629408
1.7921270505625608,4.430786588161092,1.5060285112345884,7.896488250162598,4.307897458254736
6.983326438851337,9.910373826665174,0.5045106972068891,6.3659931107653485,9.880343748207633
9.734685732480514,7.78031946315161,7.166958299086935,9.528686318550253,
5.538500640864795,1.988091520442794,1.0761774171843974,3.3092207073904345,
2.4661381925728953,5.734976286366957,9.863456668576665,3.1705683940708242,
4.800458762174504,0.9542773967151941,8.937745244858522,3.1591463578575327,
3.5484142365855362,5.3562468092123865,5.7810831369517715,1.7992750351369668,
,,6.448083532246544,5.0736285407988335,
