ax-row-0-col-0_trace-id-sns-scatterplot-0_variable-x,ax-row-0-col-0_trace-id-sns-scatterplot-0_variable-y,ax-row-0-col-0_trace-id-sns-scatterplot-0_variable-hue
2.022115743649524,4.007556187519251,A
3.9876537755011765,1.0976732983733395,B
1.28677061506146,4.268087452644579,A
5.769997471013527,5.594211695983052,C
3.8879959347728987,1.5123361071637542,A
4.872782307384536,8.743388851322445,A
7.723638165023015,1.3297903794687693,B
6.2622987221307405,0.7927562448202752,C
5.5720767681739005,4.75577002762353,B
6.987533419507809,9.195178358449072,A
9.008005902998232,1.9915630780226035,C
4.917873214319501,7.55768301018636,A
0.3342379548011465,6.731869110484585,A
6.836636209128359,1.8627187324847316,C
5.216479310887018,2.639923089310199,C
0.14707788428921287,4.447712989687149,B
9.160465300768006,8.476064906384778,C
9.42613967142005,9.408693733219751,C
8.194174179454977,1.8187210360562245,C
8.4952587941466,0.5781544061215771,C
6.355407424959756,3.2461230347485683,C
2.8414444163128127,6.507231130039025,C
6.781200075356946,4.060261514833645,B
1.2910627795234597,0.3299061924442037,C
2.229091140700683,0.8028589333940606,B
2.752896956579894,1.3032209213049217,C
4.052717251708026,6.307419656235177,A
5.846339943123785,8.442453389783031,A
1.3096588992322278,8.263241190087324,B
6.594318867529285,0.36080882164818195,A
3.292530654477229,6.954040652954177,C
4.666058772850121,5.456538659019696,C
8.757477849705381,6.084884900726278,C
2.0336906273104995,3.5362625939766135,C
8.944762556971849,6.323815884838533,B
0.22276073839095023,3.2657521645370857,C
1.08690613771817,4.865213858157772,C
1.6787401947990888,9.631996866805869,B
2.629728902637095,5.907465236835707,C
2.471400235044717,1.6619621844458343,B
8.000357909686782,0.4621709203055846,A
9.56968390297691,3.1475595211263974,A
1.8918236850493442,7.376299719457155,B
4.92978303005552,9.155003843628483,A
7.700926260432234,0.23715017820538975,A
2.9710246007020045,0.6616394721227636,A
4.315202675997294,6.421036584460556,B
9.101221846263638,8.359712220954005,C
5.446244344768045,5.780469261529895,B
6.749593043573593,2.5266895262223334,A
4.437797714058621,6.1639906804039,A
6.372380967012468,3.736153654601485,C
7.256739823646426,7.548404386538895,C
2.5246246823525986,5.178565454521928,C
3.8578655348102933,7.4553240428656835,C
3.703897910756443,3.9945227023388528,C
4.386867536477014,7.712124284891119,B
4.536881888727508,1.4271157153491765,B
9.29428190365605,9.674732325072954,B
4.555318928967318,9.96231227732171,A
6.454597201750305,8.078553168971244,A
4.719878844319768,8.192253615049083,A
6.166396795347704,7.660667806432322,A
7.375486468752822,7.458842547077902,C
6.445082886182338,4.671797452901908,B
8.996619397219645,1.5303301644886136,C
7.453273803482864,9.705369444081974,B
6.424002047365953,1.54442882211126,C
0.5798500668795992,9.87480522938683,C
1.7957416233690648,5.249893645198344,A
0.6688770516935716,8.06597292139499,C
9.69905581349979,3.3450314666783276,B
4.035067981970758,0.5722158527325438,B
9.70993343808211,1.4110672102693167,B
5.748497988144731,4.048756442131808,C
3.392772843636449,4.8631588759025615,C
5.959719603518357,4.511291729566404,B
1.162381393312547,2.3353056389992943,C
4.898622793389359,7.7630645912577645,C
9.645633367025413,2.9856248980936417,C
1.988820649672537,4.237214004017938,B
9.508830206784888,8.117685456163699,A
7.194925292119031,6.584011878019106,A
2.9704204787342126,5.953292447120625,B
7.707813683503341,1.4963428621020003,B
2.5573854047187328,6.835510350848121,C
1.4018563846512488,4.52385789969064,B
8.862438041365282,8.603471769931165,A
3.083268314232952,1.7513264173570453,B
0.9090026368484017,4.412303689591436,B
4.440370763411349,1.4050102425563338,B
0.9103715779892285,3.589929582676614,C
5.950514456669841,2.7654576607791546,C
0.5321304824240414,2.3070498124840153,A
2.861489649073948,3.091184195431377,B
8.238420319105472,9.700532160248626,B
8.803383546816406,0.4520626465137345,A
0.8673872262451288,8.231273171466837,B
0.24955490911513722,1.7597794295127045,C
9.27912298586823,3.722800616742888,B
