ax-row-0-col-0_trace-id-stx-mean-std-0_variable-x,ax-row-0-col-0_trace-id-stx-mean-std-0_variable-y_lower,ax-row-0-col-0_trace-id-stx-mean-std-0_variable-y_middle,ax-row-0-col-0_trace-id-stx-mean-std-0_variable-y_upper
0,-1.0202976719906736,0.011314007296375786,1.042925686583425
1,-0.8144895598549217,0.14984146336812312,1.114172486591168
2,-0.688473014755048,0.218473949091746,1.12542091293854
3,-0.872558838988408,0.14685583359937618,1.1662705061871603
4,-0.8628968009558181,0.13490276009420307,1.1327023211442242
5,-0.855661866951686,0.17638959796392759,1.2084410628795412
6,-0.6794045919222683,0.27407985874701657,1.2275643094163016
7,-0.7417627594432096,0.1883712470956176,1.1185052536344449
8,-0.8730736370492143,0.14932022142781068,1.1717140799048356
9,-0.3616536979037519,0.5214205779323998,1.4044948537685515
10,-0.48997515071120745,0.4949376652067009,1.4798504811246094
11,-0.46906916975282215,0.4143529430237221,1.2977750558002663
12,-0.17775126006512643,0.7793375578765596,1.7364263758182457
13,-0.4243230539075352,0.554590155954776,1.5335033658170873
14,-0.3274725411594255,0.7059476302203374,1.7393678016001002
15,-0.41629325599502554,0.6045001278759189,1.6252935117468632
16,-0.09411056851914545,0.8123270346124605,1.7187646377440664
17,-0.21938798765780754,0.7698365468720418,1.7590610814018912
18,-0.25616919911351277,0.6865788973412746,1.6293269937960622
19,-0.009359319119127907,0.9594509538275041,1.9282612267741361
20,-0.21241495403081445,0.7482004331659928,1.7088158203628
21,-0.316568444317893,0.6986688544258751,1.7139061531696433
22,0.0046429026570039555,0.9466525250352297,1.8886621474134553
23,-0.03969230343126273,0.9636201647184882,1.966932632868239
24,-0.08829988827967983,0.795673665474714,1.6796472192291079
25,0.08966644662907064,1.178024691849353,2.2663829370696353
26,-0.007860294725661743,0.9778835553718725,1.9636274054694067
27,0.3765287326536385,1.1601953550886197,1.9438619775236008
28,0.2432190638412881,1.3044947339989874,2.3657704041566867
29,0.2748844816337077,1.2814544210467136,2.2880243604597195
30,0.39292465261884424,1.2882728395859084,2.1836210265529727
31,0.4629146379377903,1.4250247228486197,2.387134807759449
32,0.4377441885791048,1.3015550477499962,2.1653659069208877
33,0.5298405210987333,1.4435827163846455,2.357324911670558
34,0.45178878646797815,1.4144951628346973,2.3772015392014163
35,0.42735608111394874,1.4228927990922018,2.4184295170704546
36,0.4037228144331142,1.5440294076217007,2.684336000810287
37,0.5316786826479603,1.438534976984701,2.3453912713214415
38,0.7049965421605966,1.6056579492513976,2.506319356342199
39,0.5770101456685317,1.5942868157397263,2.6115634858109207
40,0.663923030922065,1.6778421203835654,2.691761209845066
41,0.8043140998522981,1.6589577193402798,2.5136013388282614
42,0.7130325813708107,1.8091585313377856,2.9052844813047605
43,1.075305647175655,1.9151839908159984,2.755062334456342
44,0.8987042591081122,1.8049437539107311,2.71118324871335
45,0.6536869360193227,1.7011887628930815,2.7486905897668406
46,0.9014711103144406,1.8644422476276674,2.8274133849408942
47,0.7513464309754253,1.6719309861571516,2.592515541338878
48,0.8205048165691535,1.8714099306064358,2.9223150446437183
49,1.0299550798418158,2.094998388136364,3.1600416964309117
