ax-row-0-col-0_trace-id-stx-shaded-line-0_variable-x,ax-row-0-col-0_trace-id-stx-shaded-line-0_variable-y_lower,ax-row-0-col-0_trace-id-stx-shaded-line-0_variable-y_middle,ax-row-0-col-0_trace-id-stx-shaded-line-0_variable-y_upper
0.0,0.0,-0.2,0.2
0.10101010101010101,0.1008384202581046,-0.0991615797418954,0.3008384202581046
0.20202020202020202,0.2006488565226854,0.0006488565226853982,0.40064885652268545
0.30303030303030304,0.2984138044476411,0.09841380444764108,0.4984138044476411
0.40404040404040403,0.3931366121483298,0.19313661214832978,0.5931366121483298
0.5050505050505051,0.48385164043793466,0.28385164043793465,0.6838516404379347
0.6060606060606061,0.5696341069089657,0.36963410690896564,0.7696341069089656
0.7070707070707071,0.6496095135057065,0.4496095135057065,0.8496095135057065
0.8080808080808081,0.7229625614794605,0.5229625614794604,0.9229625614794605
0.9090909090909091,0.7889454628442574,0.5889454628442574,0.9889454628442573
1.0101010101010102,0.8468855636029834,0.6468855636029833,1.0468855636029835
1.1111111111111112,0.8961922010299563,0.6961922010299564,1.0961922010299563
1.2121212121212122,0.9363627251042848,0.7363627251042848,1.1363627251042847
1.3131313131313131,0.9669876227092996,0.7669876227092995,1.1669876227092997
1.4141414141414141,0.9877546923600838,0.7877546923600838,1.187754692360084
1.5151515151515151,0.9984522269003895,0.7984522269003895,1.1984522269003894
1.6161616161616161,0.9989711717233568,0.7989711717233567,1.1989711717233569
1.7171717171717171,0.9893062365143401,0.7893062365143402,1.18930623651434
1.8181818181818181,0.9695559491823237,0.7695559491823236,1.1695559491823238
1.9191919191919191,0.9399216514301312,0.7399216514301312,1.1399216514301311
2.0202020202020203,0.9007054462029555,0.7007054462029554,1.1007054462029555
2.121212121212121,0.8523071179396752,0.6523071179396751,1.0523071179396752
2.2222222222222223,0.7952200570230491,0.595220057023049,0.9952200570230492
2.323232323232323,0.7300262299764464,0.5300262299764464,0.9300262299764464
2.4242424242424243,0.6573902466827755,0.45739024668277545,0.8573902466827754
2.525252525252525,0.5780525851065732,0.3780525851065732,0.7780525851065732
2.6262626262626263,0.4928220425889235,0.29282204258892347,0.6928220425889235
2.727272727272727,0.40256749066949654,0.20256749066949653,0.6025674906694966
2.8282828282828283,0.30820901749007684,0.10820901749007683,0.5082090174900769
2.929292929292929,0.2107085480771929,0.010708548077192875,0.4107085480771929
3.0303030303030303,0.11106003812412972,-0.08893996187587029,0.31106003812412975
3.131313131313131,0.010279341240534697,-0.1897206587594653,0.2102793412405347
3.2323232323232323,-0.09060614703340773,-0.29060614703340776,0.10939385296659228
3.3333333333333335,-0.19056796287548539,-0.3905679628754854,0.009432037124514625
3.4343434343434343,-0.28858705872043244,-0.48858705872043245,-0.08858705872043243
3.5353535353535355,-0.38366419180611233,-0.5836641918061123,-0.18366419180611232
3.6363636363636362,-0.47483011082223947,-0.6748301108222394,-0.27483011082223946
3.7373737373737375,-0.5611554368152017,-0.7611554368152018,-0.36115543681520174
3.8383838383838382,-0.6417601376193878,-0.8417601376193877,-0.44176013761938776
3.9393939393939394,-0.7158224992291902,-0.9158224992291901,-0.5158224992291902
4.040404040404041,-0.7825875026542022,-0.9825875026542021,-0.5825875026542022
4.141414141414141,-0.8413745208608701,-1.04137452086087,-0.6413745208608701
4.242424242424242,-0.8915842573351402,-1.0915842573351402,-0.6915842573351403
4.343434343434343,-0.9327048555318336,-1.1327048555318335,-0.7327048555318336
