ax-row-0-col-0_trace-id-sns-lineplot-0_variable-0-a,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-0-b,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-1-a,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-1-b,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-2-a,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-2-b,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-3-a,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-3-b,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-4-a,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-4-b,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-5-a,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-5-b,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-6-a,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-6-b,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-7-a,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-7-b,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-8-a,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-8-b,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-9-a,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-9-b,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-10-a,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-10-b,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-11-a,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-11-b,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-12-a,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-12-b,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-13-a,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-13-b,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-14-a,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-14-b,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-15-a,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-15-b,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-16-a,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-16-b,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-17-a,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-17-b,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-18-a,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-18-b,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-19-a,ax-row-0-col-0_trace-id-sns-lineplot-0_variable-19-b
0.616988846438928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.19309516103512203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.444738910104455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1.2542584010712279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.781155581866647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1.0786775254639946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1.2155266122773718,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.41181582986678483,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.4104085821756478,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.5198933230838755,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0.29293056275007245,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-0.3493226269037036,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.12954775696249454,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9178503382746135,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.804475230095433,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3082926738460436,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9136843268585673,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9090501088655842,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.008429018573561,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7292044210776013,
0.13535203060807452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.785648100019186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1.0393399412793074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.8452939767783826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.971246773202181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.896427508849005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.9288153495660262,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.5023016363796466,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1.1478872530667377,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.48838861042668913,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-0.0809554439428854,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-0.5090027210978668,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-0.42480838212685024,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.49484716755648717,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.076594720449884,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.330878408153474,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8042791462242815,,,,,,,
