ax-row-0-col-0_trace-id-stx-kde-0_variable-kde_x,ax-row-0-col-0_trace-id-stx-kde-0_variable-kde_density,ax-row-0-col-0_trace-id-stx-kde-0_variable-kde_n
-3.467601390592086,0.0002147309202204186,500
-3.4592317399881045,0.00021937386998483108,500
-3.4508620893841226,0.00022409565813811522,500
-3.442492438780141,0.00022889703633975807,500
-3.4341227881761593,0.00023377874651025807,500
-3.425753137572178,0.00023874152020665021,500
-3.417383486968196,0.00024378607798693222,500
-3.4090138363642146,0.0002489131287635748,500
-3.4006441857602328,0.0002541233691463228,500
-3.3922745351562513,0.0002594174827745049,500
-3.38390488455227,0.00026479613963909773,500
-3.375535233948288,0.0002702599953947962,500
-3.3671655833443066,0.000275809690662368,500
-3.3587959327403247,0.0002814458503215936,500
-3.3504262821363433,0.00028716908279510133,500
-3.3420566315323614,0.00029297997932343155,500
-3.33368698092838,0.00029887911323168867,500
-3.325317330324398,0.00030486703918815327,500
-3.3169476797204167,0.0003109442924552416,500
-3.308578029116435,0.0003171113881332466,500
-3.3002083785124534,0.00032336882039726226,500
-3.291838727908472,0.0003297170617277858,500
-3.28346907730449,0.0003361565621354358,500
-3.2750994267005087,0.00034268774838031187,500
-3.266729776096527,0.00034931102318649004,500
-3.2583601254925454,0.000356026764452207,500
-3.2499904748885635,0.00036283532445628274,500
-3.241620824284582,0.00036973702906135014,500
-3.2332511736806,0.0003767321769145193,500
-3.224881523076619,0.0003838210386460472,500
-3.216511872472637,0.0003910038560667003,500
-3.2081422218686555,0.00039828084136442983,500
-3.199772571264674,0.0004056521763010494,500
-3.191402920660692,0.00041311801140961606,500
-3.1830332700567108,0.00042067846519321556,500
-3.174663619452729,0.000428333623325898,500
-3.1662939688487475,0.0004360835378564913,500
-3.1579243182447656,0.0004439282264160954,500
-3.149554667640784,0.000451867671429996,500
-3.1411850170368023,0.00045990181933484024,500
-3.132815366432821,0.0004680305798018587,500
-3.1244457158288395,0.0004762538249669862,500
-3.1160760652248576,0.00048457138866870794,500
-3.107706414620876,0.0004929830656945058,500
-3.0993367640168943,0.0005014886110367699,500
-3.090967113412913,0.0005100877391590526,500
-3.082597462808931,0.0005187801232735791,500
-3.0742278122049496,0.0005275653946308918,500
-3.0658581616009677,0.000536443141822577,500
-3.0574885109969863,0.0005454129100979695,500
-3.049118860393005,0.0005544742006957833,500
-3.040749209789023,0.0005636264701916,500
-3.0323795591850415,0.0005728691298621594,500
-3.0240099085810597,0.0005822015450674047,500
-3.0156402579770782,0.0005916230346512222,500
-3.0072706073730964,0.000601132870361854,500
-2.998900956769115,0.0006107302762929024,500
-2.990531306165133,0.0006204144283459182,500
-2.9821616555611516,0.0006301844537154966,500
-2.97379200495717,0.0006400394303978563,500
-2.9654223543531884,0.0006499783867238213,500
-2.9570527037492065,0.0006600003009171809,500
-2.948683053145225,0.0006701041006793207,500
-2.9403134025412436,0.0006802886628011009,500
-2.9319437519372618,0.0006905528128028581,500
-2.9235741013332803,0.0007008953246034508,500
-2.9152044507292985,0.0007113149202192605,500
-2.906834800125317,0.0007218102694940041,500
-2.8984651495213356,0.0007323799898602412,500
-2.8900954989173537,0.000743022646133415,500
-2.881725848313372,0.0007537367503392769,500
-2.8733561977093904,0.0007645207615754796,500
-2.864986547105409,0.0007753730859081601,500
-2.856616896501427,0.0007862920763042667,500
-2.8482472458974457,0.0007972760326003746,500
-2.839877595293464,0.0008083232015087316,500
-2.8315079446894824,0.0008194317766611868,500
-2.823138294085501,0.0008305998986917294,500
-2.814768643481519,0.0008418256553582254,500
-2.8063989928775372,0.0008531070817039772,500
-2.798029342273556,0.0008644421602596855,500
-2.7896596916695744,0.0008758288212863619,500
-2.7812900410655925,0.00088726494305967,500
