ax-row-0-col-0_trace-id-gaussian-2d_variable-x,ax-row-0-col-0_trace-id-gaussian-2d_variable-y,ax-row-0-col-0_trace-id-gaussian-2d_variable-z
-3.0,-3.0,0.00012340980408667956
-2.9393939393939394,-3.0,0.00014774564678844302
-2.878787878787879,-3.0,0.00017623189842322592
-2.8181818181818183,-3.0,0.00020943976451362841
-2.757575757575758,-3.0,0.0002479925061520282
-2.696969696969697,-3.0,0.0002925652693271049
-2.6363636363636362,-3.0,0.0003438838470372653
-2.5757575757575757,-3.0,0.00040272220773360164
-2.515151515151515,-3.0,0.0004698986277864072
-2.4545454545454546,-3.0,0.0005462702757230433
-2.393939393939394,-3.0,0.0006327261126271354
-2.333333333333333,-3.0,0.0007301779968647981
-2.2727272727272725,-3.0,0.000839549912568951
-2.212121212121212,-3.0,0.0009617652801876048
-2.1515151515151514,-3.0,0.0010977323537258536
-2.090909090909091,-3.0,0.001248327762605738
-2.0303030303030303,-3.0,0.0014143783155077026
-1.9696969696969697,-3.0,0.001596641247952768
-1.9090909090909092,-3.0,0.0017957831631803276
-1.8484848484848484,-3.0,0.0020123579851651875
-1.7878787878787878,-3.0,0.0022467843111728357
-1.7272727272727273,-3.0,0.0024993226165809872
-1.6666666666666665,-3.0,0.002770052824110058
-1.606060606060606,-3.0,0.0030588528003121893
-1.5454545454545454,-3.0,0.003365378381375459
-1.4848484848484849,-3.0,0.003689045555333455
-1.4242424242424243,-3.0,0.0040290154362041435
-1.3636363636363635,-3.0,0.004384182655364619
-1.303030303030303,-3.0,0.004753167765051387
-1.2424242424242424,-3.0,0.005134314197329744
-1.1818181818181817,-3.0,0.005525690248988666
-1.121212121212121,-3.0,0.005925096469173198
-1.0606060606060606,-3.0,0.00633007871358933
-1.0,-3.0,0.006737946999085467
-0.9393939393939394,-3.0,0.007145800148439478
-0.8787878787878789,-3.0,0.007550556061131679
-0.8181818181818183,-3.0,0.007948987286296174
-0.7575757575757573,-3.0,0.008337761413963994
-0.6969696969696968,-3.0,0.008713485645536237
-0.6363636363636362,-3.0,0.009072754759685945
-0.5757575757575757,-3.0,0.009412201561040834
-0.5151515151515151,-3.0,0.009728548791190091
-0.4545454545454546,-3.0,0.010018661399400254
-0.39393939393939403,-3.0,0.010279598017777928
-0.33333333333333304,-3.0,0.01050866046540279
-0.2727272727272725,-3.0,0.010703440119997281
-0.21212121212121193,-3.0,0.010861860044613836
-0.15151515151515138,-3.0,0.01098221183994852
-0.09090909090909083,-3.0,0.011063186308290248
-0.030303030303030276,-3.0,0.011103897159613376
0.030303030303030276,-3.0,0.011103897159613376
0.09090909090909083,-3.0,0.011063186308290248
0.15151515151515138,-3.0,0.01098221183994852
0.21212121212121238,-3.0,0.010861860044613836
0.27272727272727293,-3.0,0.010703440119997281
0.3333333333333335,-3.0,0.01050866046540279
0.39393939393939403,-3.0,0.010279598017777928
0.4545454545454546,-3.0,0.010018661399400254
0.5151515151515151,-3.0,0.009728548791190091
0.5757575757575757,-3.0,0.009412201561040834
0.6363636363636367,-3.0,0.009072754759685945
0.6969696969696972,-3.0,0.00871348564553623
0.7575757575757578,-3.0,0.008337761413963994
0.8181818181818183,-3.0,0.007948987286296174
0.8787878787878789,-3.0,0.007550556061131679
0.9393939393939394,-3.0,0.007145800148439478
1.0,-3.0,0.006737946999085467
1.0606060606060606,-3.0,0.00633007871358933
1.121212121212121,-3.0,0.005925096469173198
1.1818181818181817,-3.0,0.005525690248988666
1.2424242424242422,-3.0,0.005134314197329749
1.3030303030303028,-3.0,0.004753167765051387
1.3636363636363633,-3.0,0.004384182655364619
1.4242424242424248,-3.0,0.00402901543620414
1.4848484848484853,-3.0,0.003689045555333455
1.5454545454545459,-3.0,0.003365378381375459
1.6060606060606064,-3.0,0.0030588528003121867
1.666666666666667,-3.0,0.002770052824110055
1.7272727272727275,-3.0,0.0024993226165809872
1.787878787878788,-3.0,0.002246784311172834
1.8484848484848486,-3.0,0.0020123579851651857
1.9090909090909092,-3.0,0.0017957831631803276
1.9696969696969697,-3.0,0.001596641247952768
2.0303030303030303,-3.0,0.0014143783155077026
2.090909090909091,-3.0,0.001248327762605738
2.1515151515151514,-3.0,0.0010977323537258536
2.212121212121212,-3.0,0.0009617652801876048
2.2727272727272725,-3.0,0.000839549912568951
2.333333333333334,-3.0,0.0007301779968647968
2.3939393939393945,-3.0,0.0006327261126271347
2.454545454545455,-3.0,0.0005462702757230429
2.5151515151515156,-3.0,0.0004698986277864068
2.575757575757576,-3.0,0.00040272220773360126
2.6363636363636367,-3.0,0.00034388384703726505
2.6969696969696972,-3.0,0.0002925652693271049
2.757575757575758,-3.0,0.0002479925061520282
2.8181818181818183,-3.0,0.00020943976451362841
2.878787878787879,-3.0,0.00017623189842322592
2.9393939393939394,-3.0,0.00014774564678844302
3.0,-3.0,0.00012340980408667956
-3.0,-2.9393939393939394,0.00014774564678844302
-2.9393939393939394,-2.9393939393939394,0.000176880405138667
-2.878787878787879,-2.9393939393939394,0.00021098401387143238
-2.8181818181818183,-2.9393939393939394,0.00025074031759706193
-2.757575757575758,-2.9393939393939394,0.00029689548161330505
-2.696969696969697,-2.9393939393939394,0.00035025778757583986
-2.6363636363636362,-2.9393939393939394,0.0004116961515061897
-2.5757575757575757,-2.9393939393939394,0.0004821371648550653
-2.515151515151515,-2.9393939393939394,0.0005625604643091577
-2.4545454545454546,-2.9393939393939394,0.0006539922480657577
-2.393939393939394,-2.9393939393939394,0.0007574967762234997
-2.333333333333333,-2.9393939393939394,0.0008741657214017382
-2.2727272727272725,-2.9393939393939394,0.0010051052731317725
-2.212121212121212,-2.9393939393939394,0.0011514209461039357
-2.1515151515151514,-2.9393939393939394,0.001314200097813233
-2.090909090909091,-2.9393939393939394,0.0014944922249500773
-2.0303030303030303,-2.9393939393939394,0.0016932871790434146
-1.9696969696969697,-2.9393939393939394,0.0019114915189574525
-1.9090909090909092,-2.9393939393939394,0.002149903299007923
-1.8484848484848484,-2.9393939393939394,0.0024091856744160437
-1.7878787878787878,-2.9393939393939394,0.0026898397878924022
-1.7272727272727273,-2.9393939393939394,0.0029921774793547316
-1.6666666666666665,-2.9393939393939394,0.0033162944319143324
-1.606060606060606,-2.9393939393939394,0.003662044427972194
-1.5454545454545454,-2.9393939393939394,0.004029015436204147
-1.4848484848484849,-2.9393939393939394,0.004416508280184545
-1.4242424242424243,-2.9393939393939394,0.0048235186494948335
-1.3636363636363635,-2.9393939393939394,0.005248723201931041
-1.303030303030303,-2.9393939393939394,0.0056904704690094845
-1.2424242424242424,-2.9393939393939394,0.006146777215258923
-1.1818181818181817,-2.9393939393939394,0.0066153308145275825
-1.121212121212121,-2.9393939393939394,0.007093498094422496
-1.0606060606060606,-2.9393939393939394,0.007578340964743162
-1.0,-2.9393939393939394,0.008066638990099354
-0.9393939393939394,-2.9393939393939394,0.008554918894536185
-0.8787878787878789,-2.9393939393939394,0.009039490801563549
-0.8181818181818183,-2.9393939393939394,0.009516490821928974
-0.7575757575757573,-2.9393939393939394,0.009981929409827159
-0.6969696969696968,-2.9393939393939394,0.010431744722464251
-0.6363636363636362,-2.9393939393939394,0.010861860044613836
-0.5757575757575757,-2.9393939393939394,0.011268244185546603
-0.5151515151515151,-2.9393939393939394,0.011646973626647622
-0.4545454545454546,-2.9393939393939394,0.011994295099675705
-0.39393939393939403,-2.9393939393939394,0.012306687212590175
-0.33333333333333304,-2.9393939393939394,0.012580919715669986
-0.2727272727272725,-2.9393939393939394,0.012814109017462248
-0.21212121212121193,-2.9393939393939394,0.013003768618657383
-0.15151515151515138,-2.9393939393939394,0.013147853231508596
-0.09090909090909083,-2.9393939393939394,0.01324479549057009
-0.030303030303030276,-2.9393939393939394,0.013293534333521487
0.030303030303030276,-2.9393939393939394,0.013293534333521487
0.09090909090909083,-2.9393939393939394,0.01324479549057009
0.15151515151515138,-2.9393939393939394,0.013147853231508596
0.21212121212121238,-2.9393939393939394,0.013003768618657383
0.27272727272727293,-2.9393939393939394,0.012814109017462248
0.3333333333333335,-2.9393939393939394,0.012580919715669986
0.39393939393939403,-2.9393939393939394,0.012306687212590175
0.4545454545454546,-2.9393939393939394,0.011994295099675705
0.5151515151515151,-2.9393939393939394,0.011646973626647622
0.5757575757575757,-2.9393939393939394,0.011268244185546603
0.6363636363636367,-2.9393939393939394,0.010861860044613836
0.6969696969696972,-2.9393939393939394,0.010431744722464241
0.7575757575757578,-2.9393939393939394,0.009981929409827159
0.8181818181818183,-2.9393939393939394,0.009516490821928974
0.8787878787878789,-2.9393939393939394,0.009039490801563549
0.9393939393939394,-2.9393939393939394,0.008554918894536185
1.0,-2.9393939393939394,0.008066638990099354
1.0606060606060606,-2.9393939393939394,0.007578340964743162
1.121212121212121,-2.9393939393939394,0.007093498094422496
1.1818181818181817,-2.9393939393939394,0.0066153308145275825
1.2424242424242422,-2.9393939393939394,0.006146777215258928
1.3030303030303028,-2.9393939393939394,0.0056904704690094845
1.3636363636363633,-2.9393939393939394,0.005248723201931045
1.4242424242424248,-2.9393939393939394,0.00482351864949483
1.4848484848484853,-2.9393939393939394,0.004416508280184541
1.5454545454545459,-2.9393939393939394,0.0040290154362041435
1.6060606060606064,-2.9393939393939394,0.003662044427972191
1.666666666666667,-2.9393939393939394,0.0033162944319143294
1.7272727272727275,-2.9393939393939394,0.0029921774793547316
1.787878787878788,-2.9393939393939394,0.0026898397878924022
1.8484848484848486,-2.9393939393939394,0.0024091856744160416
1.9090909090909092,-2.9393939393939394,0.002149903299007923
1.9696969696969697,-2.9393939393939394,0.0019114915189574525
2.0303030303030303,-2.9393939393939394,0.0016932871790434146
2.090909090909091,-2.9393939393939394,0.0014944922249500773
2.1515151515151514,-2.9393939393939394,0.001314200097813233
2.212121212121212,-2.9393939393939394,0.0011514209461039357
2.2727272727272725,-2.9393939393939394,0.0010051052731317725
2.333333333333334,-2.9393939393939394,0.0008741657214017359
2.3939393939393945,-2.9393939393939394,0.0007574967762234991
2.454545454545455,-2.9393939393939394,0.0006539922480657565
2.5151515151515156,-2.9393939393939394,0.0005625604643091572
2.575757575757576,-2.9393939393939394,0.00048213716485506487
2.6363636363636367,-2.9393939393939394,0.00041169615150618935
2.6969696969696972,-2.9393939393939394,0.00035025778757583927
2.757575757575758,-2.9393939393939394,0.00029689548161330505
2.8181818181818183,-2.9393939393939394,0.00025074031759706193
2.878787878787879,-2.9393939393939394,0.00021098401387143238
2.9393939393939394,-2.9393939393939394,0.000176880405138667
3.0,-2.9393939393939394,0.00014774564678844302
-3.0,-2.878787878787879,0.00017623189842322592
-2.9393939393939394,-2.878787878787879,0.00021098401387143238
-2.878787878787879,-2.878787878787879,0.00025166300401903386
-2.8181818181818183,-2.878787878787879,0.00029908456284093605
-2.757575757575758,-2.878787878787879,0.00035413872080380975
-2.696969696969697,-2.878787878787879,0.00041778960114063766
-2.6363636363636362,-2.878787878787879,0.0004910736521216212
-2.5757575757575757,-2.878787878787879,0.0005750961176166871
