ax0_trace-ax0-line-0_x,ax0_trace-ax0-line-0_y
0.0,1.283158602344301
1.0,1.4027990300941502
2.0,1.2819317847264027
3.0,1.381156586521636
4.0,1.4809756057136791
5.0,1.5220019583392363
6.0,1.6555638985515495
7.0,1.4440807117083785
8.0,1.4353514029383336
9.0,1.5225610291779403
10.0,1.5072290379091169
11.0,1.5843707577806545
12.0,1.6347493443062047
13.0,1.632853024812646
14.0,1.7176907065313762
15.0,1.7782067168309648
16.0,1.6113363955028195
17.0,1.8055636451948276
18.0,1.793000699395156
19.0,1.6986145217361566
20.0,2.0450866709143103
21.0,1.7760953726652575
22.0,2.0323228216345894
23.0,1.8165912902245562
24.0,1.9424832495534963
25.0,2.045350944557036
26.0,1.970483338659295
27.0,2.189948304079788
28.0,2.2359038683345767
29.0,2.090999512185594
30.0,2.252685542966454
31.0,2.340188215826431
32.0,2.2557468247152315
33.0,2.232532578467497
34.0,2.3135956790913275
35.0,2.3536612257156513
36.0,2.3602071856166473
37.0,2.479112756485204
38.0,2.5114187284367793
39.0,2.4508079885373197
40.0,2.60232074775094
41.0,2.686403423254638
42.0,2.7159938095939236
43.0,2.751656571564733
44.0,2.8081697666027465
45.0,2.831315038873715
46.0,2.831467791415403
47.0,2.9325214317717365
48.0,3.069548642010966
49.0,3.0164555489370146
50.0,3.09261637876482
51.0,3.198819463862094
52.0,3.3287734339804853
53.0,3.334567526626018
54.0,3.289781368370768
55.0,3.348021984841769
56.0,3.4674912942228744
57.0,3.4406236132623764
58.0,3.51766008558461
59.0,3.7357839431642827
60.0,3.6324790782812375
61.0,3.790056755869216
62.0,3.788275138158638
63.0,3.9044359107851907
64.0,3.9560925089918504
65.0,4.118439726431046
66.0,4.078745273201548
67.0,4.176491467597424
68.0,4.170939008971583
69.0,4.329984065157374
70.0,4.447125422994182
71.0,4.619467452323337
72.0,4.6971523137298075
73.0,4.8049874624304145
74.0,4.921058135963998
75.0,4.918280831382011
76.0,4.962360761580331
77.0,5.0916598943741
78.0,5.209448387741821
79.0,5.3389743517860335
80.0,5.276091628910903
81.0,5.659136462405403
82.0,5.551884303491372
83.0,5.638366829810266
84.0,5.8708898773484925
85.0,5.963896154319851
86.0,6.024296715150136
87.0,6.074476179146397
88.0,6.275007748021315
89.0,6.443510934068397
90.0,6.355950137442532
91.0,6.745807682551275
92.0,6.825361367111311
93.0,6.88122863795776
94.0,6.905629287733291
95.0,7.183100987549707
96.0,7.385242274084263
97.0,7.3153564129707895
98.0,7.568449538213077
99.0,7.7007366966355
